,Industry,Company(1),Business Description,Investment,Interest(5)(9),,Acquisition  Date,,Amortized  Cost,Fair  Value
586,Energy,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,First lien senior secured loan ($7.8 par due 10/2018),,,3/31/2015,,5.8,0.0
587,Energy,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock (expires 7/2023)",,,7/25/2013,,0.0,0.0
588,Energy,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,First lien senior secured loan ($18.3 par due 10/2023),11.00% (Libor + 9.00%/Q),,9/19/2019,,18.2,18.3
589,Energy,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",,First lien senior secured loan ($38.3 par due 10/2023),10.00% (Libor + 8.00%/Q),,9/19/2019,,38.3,38.3
590,Energy,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",,"Preferred units (21,667 units)",8.00% PIK,,10/26/2018,,23.5,23.5
591,Energy,Penn Virginia Holding Corp.,Exploration and production company,Second lien senior secured loan ($90.1 par due 9/2022),8.81% (Libor + 7.00%/M),,9/28/2017,,90.1,90.1
592,Energy,"Sundance Energy, Inc.",Oil and gas producer,Second lien senior secured loan ($60.7 par due 4/2023),9.95% (Libor + 8.00%/Q),,4/23/2018,,59.9,60.1
593,Energy,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($90.8 par due 8/2021),,,3/1/2017,,87.5,65.3
594,Energy,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC",,First lien senior secured loan ($28.3 par due 8/2021),,,8/1/2017,,27.2,20.4
595,Energy,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC",,First lien senior secured loan ($35.3 par due 8/2021),,,11/9/2017,,34.0,25.4
596,Energy,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC",,"Common units (997,864 units)",,,11/9/2017,,9.7,0.0
597,Energy,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC",,,,,,,530.2,476.7
598,Insurance Services,Achilles Acquisition LLC (17),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured revolving loan ($5.7 par due 10/2023),7.75% (Base Rate + 3.00%/Q),,10/11/2018,,5.2,5.7
599,Insurance Services,Achilles Acquisition LLC (17),,First lien senior secured loan ($8.3 par due 10/2025),5.81% (Libor + 4.00%/M),,10/11/2018,,8.3,8.3
600,Insurance Services,Achilles Acquisition LLC (17),,First lien senior secured loan ($10.6 par due 10/2025),5.81% (Libor + 4.00%/M),,10/11/2018,,10.6,10.6
601,Insurance Services,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($26.2 par due 3/2026),10.30% (Libor + 8.50%/M),,3/5/2019,,26.2,26.2
602,Insurance Services,"Alera Group Intermediate Holdings, Inc.",,Second lien senior secured loan ($24.4 par due 3/2026),10.30% (Libor + 8.50%/M),,3/5/2019,,24.4,24.4
603,Insurance Services,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($13.4 par due 2/2025),6.30% (Libor + 4.50%/M),,12/21/2018,,13.4,12.6
604,Insurance Services,"AQ Sunshine, Inc. (17)",Specialized insurance broker,First lien senior secured revolving loan ($0.1 par due 4/2024),7.44% (Libor + 5.50%/Q),,4/15/2019,,0.1,0.1
605,Insurance Services,"AQ Sunshine, Inc. (17)",,First lien senior secured loan ($7.9 par due 4/2025),7.42% (Libor + 5.50%/Q),,4/15/2019,,7.9,7.8
606,Insurance Services,"Foundation Risk Partners, Corp. (17)",Full service independent insurance agency,First lien senior secured revolving loan ($4.2 par due 11/2023),6.55% (Libor + 4.75%/M),,11/10/2017,,4.2,4.2
607,Insurance Services,"Foundation Risk Partners, Corp. (17)",,First lien senior secured loan ($11.2 par due 11/2023),6.70% (Libor + 4.75%/Q),,5/1/2019,,11.2,11.2
608,Insurance Services,"Foundation Risk Partners, Corp. (17)",,First lien senior secured loan ($22.1 par due 11/2023),6.70% (Libor + 4.75%/Q),,11/10/2017,,22.1,22.1
609,Insurance Services,"Foundation Risk Partners, Corp. (17)",,Second lien senior secured loan ($19.1 par due 11/2024),10.45% (Libor + 8.50%/Q),,8/9/2018,,19.1,19.1
610,Insurance Services,"Foundation Risk Partners, Corp. (17)",,Second lien senior secured loan ($21.7 par due 11/2024),10.45% (Libor + 8.50%/Q),,8/9/2018,,21.7,21.7
611,Insurance Services,"Foundation Risk Partners, Corp. (17)",,Second lien senior secured loan ($16.1 par due 11/2024),10.45% (Libor + 8.50%/Q),,5/1/2019,,16.1,16.1
612,Insurance Services,"Foundation Risk Partners, Corp. (17)",,Second lien senior secured loan ($27.5 par due 11/2024),10.45% (Libor + 8.50%/Q),,11/10/2017,,27.5,27.5
613,Insurance Services,"K2 Insurance Services, LLC and K2 Holdco LP (17)",Specialty insurance and managing general agency,First lien senior secured revolving loan,0,,7/1/2019,,0.0,0.0
614,Insurance Services,"K2 Insurance Services, LLC and K2 Holdco LP (17)",,First lien senior secured loan ($60.9 par due 7/2024),7.21% (Libor + 5.00%/Q),,7/1/2019,,60.9,60.3
615,Insurance Services,"K2 Insurance Services, LLC and K2 Holdco LP (17)",,"Common equity (799,000 units)",,,7/1/2019,,0.8,0.8
616,Insurance Services,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($13.0 par due 5/2024),6.30% (Libor + 4.50%/M),,5/11/2018,,13.0,13.0
617,Insurance Services,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (17)",Insurance broker,First lien senior secured loan ($42.6 par due 10/2026),7.41% (Libor + 5.50%/Q),,11/1/2019,,42.6,42.2
618,Insurance Services,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (17)",,First lien senior secured loan ($2.6 par due 10/2026),7.45% (Libor + 5.50%/Q),,11/1/2019,,2.6,2.5
619,Insurance Services,SCM Insurance Services Inc. (17),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured revolving loan ($3.9 par due 8/2022),7.95% (CAD Base Rate + 4.00%/Q),,8/29/2017,,3.8,3.7
620,Insurance Services,SCM Insurance Services Inc. (17),,First lien senior secured loan ($20.3 par due 8/2024),7.06% (CIBOR + 5.00%/M),,8/29/2017,,21.0,19.5
621,Insurance Services,SCM Insurance Services Inc. (17),,Second lien senior secured loan ($58.4 par due 3/2025),11.06% (CIBOR + 9.00%/M),,8/29/2017,,60.5,54.9
622,Insurance Services,"SelectQuote, Inc.",Direct to consumer insurance distribution platform,First lien senior secured loan ($17.8 par due 11/2024),7.70% (Libor + 6.00%/Q),,11/5/2019,,17.8,17.6
623,Insurance Services,"THG Acquisition, LLC (17)",Multi-line insurance broker,First lien senior secured revolving loan,0,,12/2/2019,,0.0,0.0
624,Insurance Services,"THG Acquisition, LLC (17)",,First lien senior secured loan ($35.7 par due 12/2026),7.70% (Libor + 5.75%/Q),,12/2/2019,,35.7,35.4
625,Insurance Services,"THG Acquisition, LLC (17)",,,,,,,476.7,467.5
626,Food & Beverage,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",,,8/19/2015,,0.1,0.2
627,Food & Beverage,American Seafoods Group LLC and American Seafoods Partners LLC,,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",,,8/19/2015,,7.4,23.4
628,Food & Beverage,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(17)",Health food company,First lien senior secured loan ($32.4 par due 3/2024),7.70% (Libor + 5.75%/Q),,3/11/2019,,32.4,32.1
629,Food & Beverage,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(17)",,"Common units (14,850 units)",,,3/11/2019,,14.9,11.6
630,Food & Beverage,CHG PPC Parent LLC,Diversified food products manufacturer,Second lien senior secured loan ($60.5 par due 3/2026),9.30% (Libor + 7.50%/M),,3/30/2018,,60.5,60.5
631,Food & Beverage,CHG PPC Parent LLC,,Second lien senior secured loan ($34.1 par due 3/2026),9.55% (Libor + 7.75%/M),,1/31/2019,,34.1,34.1
632,Food & Beverage,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (17),Specialty Italian food distributor,First lien senior secured loan ($9.3 par due 5/2024),6.20% (Libor + 4.25%/Q),,5/9/2018,,9.3,9.3
633,Food & Beverage,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (17),,First lien senior secured loan ($0.7 par due 5/2024),6.20% (Libor + 4.25%/Q),,12/7/2018,,0.7,0.7
634,Food & Beverage,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (17),,First lien senior secured loan ($2.9 par due 5/2024),6.20% (Libor + 4.25%/Q),,5/10/2019,,2.9,2.9
635,Food & Beverage,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (17),,"Class A common units (2,724,000 units)",,,5/9/2018,,2.7,3.9
636,Food & Beverage,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",,,5/13/2015,,2.9,0.0
637,Food & Beverage,"Gehl Foods, LLC and GF Parent LLC",,"Class A common units (60,000 units)",,,5/13/2015,,0.1,0.0
638,Food & Beverage,"Gehl Foods, LLC and GF Parent LLC",,Class B common units (0.26 units),,,5/13/2015,,0.0,0.0
639,Food & Beverage,Hometown Food Company (17),Food distributor,First lien senior secured revolving loan,0,,8/31/2018,,0.0,0.0
640,Food & Beverage,Hometown Food Company (17),,First lien senior secured loan ($9.0 par due 8/2023),6.80% (Libor + 5.00%/M),,8/31/2018,,8.8,9.0
641,Food & Beverage,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,Second lien senior secured loan ($35.7 par due 8/2026),9.55% (Libor + 7.75%/M),,8/24/2018,,35.7,35.3
642,Food & Beverage,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(17)",Producer and supplier of candy,First lien senior secured revolving loan ($19.9 par due 1/2018),,,1/3/2017,,7.9,2.9
643,Food & Beverage,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(17)",,First lien senior secured loan ($11.6 par due 11/2021),,,1/3/2017,,0.9,1.6
644,Food & Beverage,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(17)",,First lien senior secured loan ($0.7 par due 11/2018),,,11/20/2017,,0.7,0.1
645,Food & Beverage,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(17)",,First lien senior secured loan ($2.2 par due 8/2018),,,11/20/2017,,2.1,0.0
646,Food & Beverage,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(17)",,"Common stock (860,189 shares)",,,1/3/2017,,0.2,0.0
647,Food & Beverage,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),,,12/22/2016,,12.5,18.2
648,Food & Beverage,"Sovos Brands Intermediate, Inc. (17)",Food and beverage platform,First lien senior secured loan ($6.8 par due 11/2025),6.80% (Libor + 5.00%/M),,11/20/2018,,6.8,6.8
649,Food & Beverage,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (17)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured revolving loan ($0.1 par due 10/2020),7.69% (Libor + 5.75%/M),,6/30/2017,,0.1,0.1
650,Food & Beverage,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (17)",,First lien senior secured loan ($0.5 par due 10/2020),7.70% (Libor + 5.75%/Q),,6/26/2018,,0.5,0.5
651,Food & Beverage,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (17)",,Second lien senior secured loan ($62.0 par due 10/2022),11.93% PIK (Libor + 10.00%/Q),,1/3/2017,,62.0,51.5
652,Food & Beverage,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (17)",,Second lien senior secured loan ($35.6 par due 10/2022),11.93% PIK (Libor + 10.00%/Q),,1/3/2017,,35.6,29.5
653,Food & Beverage,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (17)",,"Warrant to purchase up to 57,827 shares of common stock (expires 2/2034)",,,2/4/2019,,0.0,0.0
654,Food & Beverage,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (17)",,,,,,,341.8,334.2
655,Retailing and Distribution,"Atlas Intermediate III, L.L.C. (17)",Specialty chemicals distributor,First lien senior secured loan ($9.0 par due 4/2025),7.41% (Libor + 5.50%/Q),,4/29/2019,,9.0,8.9
656,Retailing and Distribution,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (4)(17)",Distributor of OEM appliance aftermarket parts,First lien senior secured loan ($1.4 par due 1/2025),5.80% (Libor + 4.00%/M),,1/2/2019,,1.4,1.4
657,Retailing and Distribution,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (4)(17)",,"Class A preferred units (46,359 units)",8.00% PIK,,1/2/2019,,10.3,10.3
658,Retailing and Distribution,"Chariot Acquisition, LLC (17)",Manufacturer of aftermarket golf cart parts and accessories,First lien senior secured loan ($26.7 par due 9/2021),8.44% (Libor + 6.50%/Q),,1/3/2017,,26.6,26.4
659,Retailing and Distribution,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (17)",Provider of visual communications solutions,First lien senior secured loan ($16.3 par due 3/2025),7.45% (Libor + 5.65%/M),,3/13/2019,,16.3,16.3
660,Retailing and Distribution,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (17)",,First lien senior secured loan ($2.6 par due 3/2025),7.45% (Libor + 5.65%/M),,8/27/2019,,2.6,2.6
661,Retailing and Distribution,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (17)",,Common units (600 units),,,3/13/2019,,0.6,0.8
662,Retailing and Distribution,"KHC Holdings, Inc. and Kele Holdco, Inc. (17)",Catalog-based distribution services provider for building automation systems,First lien senior secured revolving loan ($3.3 par due 10/2021),6.05% (Libor + 4.25%/M),,1/3/2017,,3.3,3.3
663,Retailing and Distribution,"KHC Holdings, Inc. and Kele Holdco, Inc. (17)",,First lien senior secured loan ($45.5 par due 10/2022),7.95% (Libor + 6.00%/Q),,1/3/2017,,45.5,45.5
664,Retailing and Distribution,"KHC Holdings, Inc. and Kele Holdco, Inc. (17)",,"Common stock (30,000 shares)",,,1/3/2017,,3.1,4.5
665,Retailing and Distribution,"McKenzie Creative Brands, LLC (17)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured revolving loan ($1.7 par due 9/2023),5.82% (Libor + 3.75%/Q),,9/18/2014,,1.7,1.7
666,Retailing and Distribution,"McKenzie Creative Brands, LLC (17)",,First lien senior secured loan ($84.5 par due 9/2023),7.95% (Libor + 5.75%/Q),,9/18/2014,,84.5,83.7
667,Retailing and Distribution,"McKenzie Creative Brands, LLC (17)",,First lien senior secured loan ($5.5 par due 9/2023),7.95% (Libor + 5.75%/Q),,9/18/2014,,5.5,5.4
668,Retailing and Distribution,"Paper Source, Inc. and Pine Holdings, Inc.",Retailer of fine and artisanal paper products,"Class A common stock (36,364 shares)",,,9/23/2013,,6.0,1.3
669,Retailing and Distribution,Reddy Ice LLC (17),Packaged ice manufacturer and distributor,First lien senior secured revolving loan,0,,7/1/2019,,0.0,0.0
670,Retailing and Distribution,Reddy Ice LLC (17),,First lien senior secured loan ($57.7 par due 7/2025),7.60% (Libor + 5.50%/M),,7/1/2019,,57.7,57.1
671,Retailing and Distribution,Reddy Ice LLC (17),,,,,,,274.1,269.2
672,Materials,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock (expires 3/2023)",,,3/28/2013,,0.0,0.0
673,Materials,"GS Pretium Holdings, Inc.",Manufacturer and supplier of high performance plastic containers,"Common stock (500,000 shares)",,,6/2/2014,,0.5,1.1
674,Materials,"Halex Holdings, Inc. (5)",Manufacturer of flooring installation products,"Common stock (51,853 shares)",,,1/3/2017,,0.0,0.0
675,Materials,"H-Food Holdings, LLC and Matterhorn Parent, LLC",Food contract manufacturer,First lien senior secured loan ($4.6 par due 5/2025),5.80% (Libor + 4.00%/M),,11/25/2018,,4.6,4.6
676,Materials,"H-Food Holdings, LLC and Matterhorn Parent, LLC",,Second lien senior secured loan ($73.0 par due 3/2026),8.80% (Libor + 7.00%/M),,11/25/2018,,73.0,72.3
677,Materials,"H-Food Holdings, LLC and Matterhorn Parent, LLC",,"Common units (5,827 units)",,,11/25/2018,,5.8,5.0
678,Materials,IntraPac International LLC and IntraPac Canada Corporation (17),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan ($7.7 par due 1/2025),7.71% (Libor + 5.50%/Q),,1/11/2019,,7.7,7.7
679,Materials,IntraPac International LLC and IntraPac Canada Corporation (17),,First lien senior secured loan ($15.0 par due 1/2026),7.45% (Libor + 5.50%/Q),,1/11/2019,,15.0,14.9
680,Materials,IntraPac International LLC and IntraPac Canada Corporation (17),,First lien senior secured loan ($21.6 par due 1/2026),7.45% (Libor + 5.50%/Q),,1/11/2019,,21.6,21.4
681,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (17)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured revolving loan ($0.2 par due 7/2024),6.05% (Libor + 4.25%/M),,7/2/2019,,0.2,0.2
682,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (17)",,First lien senior secured loan ($15.3 par due 7/2026),6.05% (Libor + 4.25%/M),,7/2/2019,,15.3,15.2
683,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (17)",,First lien senior secured loan ($4.6 par due 7/2026),6.05% (Libor + 4.25%/M),,8/7/2019,,4.6,4.5
684,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (17)",,First lien senior secured loan ($5.2 par due 7/2026),4.50% (Euribor + 4.50%/M),,7/2/2019,,5.2,5.1
685,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (17)",,First lien senior secured loan ($24.6 par due 7/2026),4.50% (Euribor + 4.50%/M),,8/8/2019,,24.5,24.3
686,Materials,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (17)",,"Class A units (6,762,668 units)",,,7/2/2019,,6.8,6.7
687,Materials,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,First lien senior secured loan ($12.3 par due 12/2025),6.04% (Libor + 4.25%/M),,12/14/2018,,12.1,11.8
688,Materials,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,,Second lien senior secured loan ($55.7 par due 12/2026),9.47% (Libor + 7.75%/M),,12/14/2018,,55.7,53.2
689,Materials,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,,"Co-Invest units (5,969 units)",,,12/14/2018,,0.6,0.5
690,Materials,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares (11.4764 shares),,,8/24/2018,,1.1,2.9
691,Materials,"TWH Infrastructure Industries, Inc. (17)",Manufacturer of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured loan ($6.6 par due 4/2025),7.45% (Libor + 5.50%/Q),,4/9/2019,,6.6,6.5
692,Materials,"TWH Infrastructure Industries, Inc. (17)",,,,,,,260.9,257.9
693,"Pharmaceuticals, Biotechnology & Life Sciences","Alcami Corporation and ACM Holdings I, LLC (17)",Outsourced drug development services provider,First lien senior secured revolving loan ($2.9 par due 7/2023),5.53% (Libor + 3.75%/Q),,7/12/2018,,2.9,2.9
694,"Pharmaceuticals, Biotechnology & Life Sciences","Alcami Corporation and ACM Holdings I, LLC (17)",,First lien senior secured loan ($29.8 par due 7/2025),6.05% (Libor + 4.25%/M),,7/12/2018,,29.7,28.3
695,"Pharmaceuticals, Biotechnology & Life Sciences","Alcami Corporation and ACM Holdings I, LLC (17)",,Second lien senior secured loan ($77.5 par due 7/2026),9.80% (Libor + 8.00%/M),,7/12/2018,,76.9,69.8
696,"Pharmaceuticals, Biotechnology & Life Sciences","Alcami Corporation and ACM Holdings I, LLC (17)",,"Common units (3,269,900 units)",,,7/12/2018,,32.7,18.8
697,"Pharmaceuticals, Biotechnology & Life Sciences",Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Preferred units (1,072 units)",,,12/15/2017,,1.1,0.6
698,"Pharmaceuticals, Biotechnology & Life Sciences",Consumer Health Parent LLC,,"Series A units (1,072 units)",,,12/15/2017,,0.0,0.0
699,"Pharmaceuticals, Biotechnology & Life Sciences","NMC Skincare Intermediate Holdings II, LLC (17)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan ($4.5 par due 10/2024),6.55% (Libor + 4.75%/M),,10/31/2018,,4.5,4.5
700,"Pharmaceuticals, Biotechnology & Life Sciences","NMC Skincare Intermediate Holdings II, LLC (17)",,First lien senior secured loan ($24.6 par due 10/2024),6.55% (Libor + 4.75%/M),,10/31/2018,,24.6,24.6
701,"Pharmaceuticals, Biotechnology & Life Sciences","NMC Skincare Intermediate Holdings II, LLC (17)",,First lien senior secured loan ($1.7 par due 10/2024),6.55% (Libor + 4.75%/M),,10/31/2018,,1.7,1.7
702,"Pharmaceuticals, Biotechnology & Life Sciences","Nodality, Inc.",Biotechnology company,First lien senior secured loan ($14.9 par due 8/2019),,,4/25/2014,,9.7,0.0
703,"Pharmaceuticals, Biotechnology & Life Sciences","Nodality, Inc.",,First lien senior secured loan ($3.1 par due 8/2020),,,11/12/2015,,2.1,0.0
704,"Pharmaceuticals, Biotechnology & Life Sciences","Nodality, Inc.",,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",,,5/1/2016,,0.0,0.0
705,"Pharmaceuticals, Biotechnology & Life Sciences",TerSera Therapeutics LLC (17),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($5.2 par due 3/2023),7.20% (Libor + 5.25%/Q),,5/3/2017,,5.1,5.2
706,"Pharmaceuticals, Biotechnology & Life Sciences",TerSera Therapeutics LLC (17),,First lien senior secured loan ($2.1 par due 3/2023),7.20% (Libor + 5.25%/Q),,9/27/2018,,2.1,2.1
707,"Pharmaceuticals, Biotechnology & Life Sciences",TerSera Therapeutics LLC (17),,First lien senior secured loan ($1.8 par due 3/2023),7.20% (Libor + 5.25%/Q),,4/1/2019,,1.8,1.8
708,"Pharmaceuticals, Biotechnology & Life Sciences",Vertice Pharma UK Parent Limited,Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",8.00% PIK,,12/21/2015,,0.3,0.4
709,"Pharmaceuticals, Biotechnology & Life Sciences",Vertice Pharma UK Parent Limited,,,,,,,195.2,160.7
710,Education,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.1 par due 4/2023),7.80% (Libor + 6.00%/M),,4/17/2017,,9.1,7.5
711,Education,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (17)","Distributor of instructional products, services and resources",First lien senior secured loan ($30.6 par due 8/2023),6.67% (Libor + 4.75%/Q),,7/26/2017,,30.6,30.6
712,Education,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (17)",,First lien senior secured loan ($1.2 par due 8/2023),6.70% (Libor + 4.75%/Q),,8/31/2018,,1.2,1.2
713,Education,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (17)",,"Series A preferred stock (1,272 shares)",,,10/24/2014,,0.7,1.1
714,Education,"Infilaw Holding, LLC (17)",Operator of for-profit law schools,First lien senior secured revolving loan ($5.0 par due 9/2022),,,8/25/2011,,4.2,0.0
715,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($4.1 par due 10/2021),10.93% (Libor + 9.00%/Q),,10/31/2015,,4.1,4.1
716,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",,"Senior preferred series A-1 shares (163,902 shares)",,,10/31/2015,,119.4,39.1
717,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",,"Series B preferred stock (348,615 shares)",,,8/5/2010,,1.0,0.0
718,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",,"Series B preferred stock (1,401,385 shares)",,,8/5/2010,,4.0,0.0
719,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",,"Series C preferred stock (517,942 shares)",,,6/7/2010,,0.1,0.0
720,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",,"Series C preferred stock (1,994,644 shares)",,,6/7/2010,,0.5,0.0
721,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",,Common stock (4 shares),,,6/7/2010,,0.0,0.0
722,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",,Common stock (16 shares),,,6/7/2010,,0.0,0.0
723,Education,PIH Corporation and Primrose Holding Corporation (4),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",,,1/3/2017,,4.6,18.8
724,Education,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",Medical school operator,Common membership interest (15.76% interest),,,9/21/2007,,15.8,15.1
725,Education,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",,"Warrant to purchase up to 27,890 shares (expires 3/2020)",,,12/8/2009,,0.0,8.2
726,Education,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",,,,,,,195.3,125.7
727,Household & Personal Products,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($66.0 par due 5/2023),8.88% (Libor + 6.95%/Q),,12/23/2014,,65.9,66.0
728,Household & Personal Products,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",,"Common stock (30,000 shares)",,,12/23/2014,,3.0,4.4
729,Household & Personal Products,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 5/2023),11.54% (Libor + 9.75%/M),,1/3/2017,,16.9,16.9
730,Household & Personal Products,"Rug Doctor, LLC and RD Holdco Inc. (5)",,"Common stock (458,596 shares)",,,1/3/2017,,14.0,5.1
731,Household & Personal Products,"Rug Doctor, LLC and RD Holdco Inc. (5)",,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",,,1/3/2017,,0.0,0.0
732,Household & Personal Products,"Woodstream Group, Inc. and Woodstream Corporation",Manufacturer of natural solution pest and animal control products,First lien senior secured loan ($11.8 par due 5/2022),8.04% (Libor + 6.25%/M),,6/21/2017,,11.8,11.8
733,Household & Personal Products,"Woodstream Group, Inc. and Woodstream Corporation",,First lien senior secured loan ($4.7 par due 5/2022),8.00% (Libor + 6.25%/Q),,6/21/2017,,4.7,4.7
734,Household & Personal Products,"Woodstream Group, Inc. and Woodstream Corporation",,,,,,,116.3,108.9
735,Media & Entertainment,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,,9/11/2015,,0.0,0.0
736,Media & Entertainment,"Production Resource Group, L.L.C.","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($101.0 par due 8/2024),8.90% (Libor + 7.00%/Q),,8/21/2018,,101.0,90.9
