,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
849,Software,Aras Corporation+One stop,One stop,L +6.5(c),9.50,04/2027,31,30,0.0,30,
850,Software,Armstrong Bidco Limited+(8)(9)(10),One stop,SN +5.25(i),8.68,06/2029,3465,3411,0.1,3361,
851,Software,Armstrong Bidco Limited+(8)(9)(10),One stop,SN +5.25(i),8.68,06/2029,1403,1316,0.1,1349,
852,Software,Auvik Networks Inc.+(8)(12)(22),One stop,SF +5.75(l),7.24cash/2.75PIK,07/2027,7084,7032,0.3,6885,
853,Software,Auvik Networks Inc.+(8)(12)(22),One stop,SF +6.25(l),7.24cash/3.25PIK,07/2027,1262,1251,0.0,1249,
854,Software,Auvik Networks Inc.+(5)(8)(12),One stop,SF +5.75,N/A(6),07/2027,0,(  1  ),0.0,(  2  ),
855,Software,Axiom Merger Sub Inc.+One stop,One stop,L +5.25(b)(c),9.71,04/2026,5716,5738,0.3,5716,
856,Software,Axiom Merger Sub Inc.+(8)(9),One stop,E +5.5(e)(f),7.51,04/2026,2260,2368,0.1,2260,
857,Software,Axiom Merger Sub Inc.+One stop,One stop,L +5.25(c),9.70,04/2026,271,269,0.0,271,
858,Software,Axiom Merger Sub Inc.+One stop,One stop,L +5.5(b)(c),8.87,04/2026,15,14,0.0,15,
859,Software,Axiom Merger Sub Inc.+One stop,One stop,L +5.25,N/A(6),10/2025,0,0,0.0,0,
860,Software,"Bayshore Intermediate #2, L.P.+(22)",One stop,L +7.75(a),12.04,10/2028,67015,65908,2.6,66345,
861,Software,"Bayshore Intermediate #2, L.P.+One stop",One stop,L +6.75(a),10.89,10/2027,56,53,0.0,54,
862,Software,Bonterra LLC+One stop,One stop,L +6.25(b),10.98,09/2027,64822,64065,2.6,64173,
863,Software,Bonterra LLC+One stop,One stop,L +6.25(b),10.98,09/2027,74,72,0.0,72,
864,Software,Bonterra LLC+(5),One stop,L +6.25,N/A(6),09/2027,0,(  64  ),0.0,(  48  ),
865,Software,"Bottomline Technologies, Inc.+One stop",One stop,SF +5.5(k),9.82,05/2029,28092,27582,1.1,27250,
866,Software,"Bottomline Technologies, Inc.+(5)",One stop,SF +5.5,N/A(6),05/2028,0,(  4  ),0.0,(  5  ),
867,Software,"Bullhorn, Inc.*#+One stop",One stop,L +5.75(b),10.48,09/2026,65777,65093,2.6,65777,
868,Software,"Bullhorn, Inc.+(8)(9)",One stop,SN +6.0(i),9.43,09/2026,11541,11616,0.5,11541,
869,Software,"Bullhorn, Inc.+(8)(9)",One stop,E +5.75(e),7.88,09/2026,4614,4664,0.2,4614,
870,Software,"Bullhorn, Inc.+One stop",One stop,L +5.75(b),10.48,09/2026,213,211,0.0,213,
871,Software,"Bullhorn, Inc.+One stop",One stop,L +5.75(b),10.48,09/2026,96,95,0.0,96,
872,Software,"Bullhorn, Inc.+One stop",One stop,L +5.75(b),10.48,09/2026,76,75,0.0,76,
873,Software,"Bullhorn, Inc.+One stop",One stop,L +5.75(b),10.48,09/2026,110,107,0.0,110,
874,Software,"Burning Glass Intermediate Holdings Company, Inc.#+One stop",One stop,L +5.0(a),9.38,06/2028,9795,9641,0.4,9795,
875,Software,"Burning Glass Intermediate Holdings Company, Inc.+(5)",One stop,L +5.0,N/A(6),06/2026,0,(  1  ),0.0,0,
876,Software,"Calabrio, Inc.+One stop",One stop,L +7.0(b),11.73,04/2027,53683,53107,2.1,53683,
877,Software,"Calabrio, Inc.+One stop",One stop,L +7.0(b),11.75,04/2027,135,132,0.0,135,
878,Software,Community Brands Parentco LLC+One stop,One stop,SF +5.75(k),10.17,02/2028,14159,13916,0.5,13734,
879,Software,Community Brands Parentco LLC+(5),One stop,SF +5.5,N/A(6),02/2028,0,(  1  ),0.0,(  2  ),
880,Software,Community Brands Parentco LLC+(5),One stop,SF +5.5,N/A(6),02/2028,0,(  1  ),0.0,(  3  ),
881,Software,Daxko Acquisition Corporation+One stop,One stop,L +5.5(a),9.88,10/2028,27640,27412,1.1,26535,
882,Software,Daxko Acquisition Corporation+One stop,One stop,L +5.5(a),9.88,10/2028,2331,2302,0.1,2238,
883,Software,Daxko Acquisition Corporation+One stop,One stop,P +4.5(d),12.00,10/2027,6,5,0.0,0,
884,Software,Daxko Acquisition Corporation+(5),One stop,L +5.5,N/A(6),10/2028,0,(  9  ),0,(  44  ),
885,Software,Diligent Corporation*#+One stop,One stop,L +6.25(a),10.63,08/2025,86070,86007,3.4,85211,
886,Software,Diligent Corporation+One stop,One stop,L +5.75(a),10.13,08/2025,5949,5914,0.2,5824,
887,Software,Diligent Corporation+One stop,One stop,L +6.25(a),10.63,08/2025,98,96,0.0,94,
888,Software,Dragon UK Bidco Limited+(8)(9)(10),One stop,SN +5.75(i),9.18,02/2029,14015,15075,0.5,13455,
889,Software,Dragon UK Bidco Limited+(8)(9)(10),One stop,C +5.75(h),10.69,02/2029,283,294,0.0,272,
890,Software,Dragon UK Bidco Limited+(5)(8)(9)(10),One stop,SN +6.0,N/A(6),02/2029,0,0,0.0,(  4  ),
891,Software,"FirstUp, Inc.+(22)",One stop,L +6.75(b),7.98cash/3.50PIK,07/2027,8995,8930,0.3,8725,
892,Software,"FirstUp, Inc.+(22)",One stop,L +6.75(b),7.98cash/3.50PIK,07/2027,38,37,0.0,34,
893,Software,"Gainsight, Inc.+(22)",One stop,L +6.75(c),9.56PIK,07/2027,10196,10070,0.4,10094,
894,Software,"Gainsight, Inc.+(5)",One stop,L +6.75,N/A(6),07/2027,0,(  2  ),0.0,(  1  ),
895,Software,"GS Acquisitionco, Inc.*#+One stop",One stop,L +5.75(b)(c)(l),9.92,05/2026,84410,84585,3.3,82721,
896,Software,"GS Acquisitionco, Inc.+(5)",One stop,SF +5.75,N/A(  6  ),05/2026,0,(  2  ),0.0,(  6  ),
897,Software,"GTIV, LLC+One stop",One stop,SF +5.25(m),8.36,02/2029,74029,73383,2.9,73289,
898,Software,"GTIV, LLC+(5)",One stop,SF +5.25,N/A(6),02/2029,0,(  2  ),0.0,(  3  ),
899,Software,"GTY Technology Holdings, Inc.+(22)",One stop,SF +6.88(l),7.16cash/4.30PIK,07/2029,3134,3077,0.1,3103,
900,Software,"GTY Technology Holdings, Inc.+(5)",One stop,SF +6.25,N/A(6),07/2029,0,(  2  ),0.0,(  1  ),
901,Software,"GTY Technology Holdings, Inc.+(22)",One stop,SF +6.88(l),7.08cash/4.30PIK,07/2029,2046,2003,0.1,2026,
902,Software,"GTY Technology Holdings, Inc.+(22)",One stop,SF +6.88(l),7.16cash/4.30PIK,07/2029,375,372,0.0,371,
903,Software,"ICIMS, Inc.+(22)",One stop,SF +7.25(l),7.64cash/3.88PIK,08/2028,7775,7646,0.3,7697,
904,Software,"ICIMS, Inc.+(5)",One stop,SF +7.25,N/A(6),08/2028,0,(  1  ),0.0,(  2  ),
905,Software,"ICIMS, Inc.+(5)",One stop,SF +7.25,N/A(6),08/2028,0,0,0.0,(  21  ),
906,Software,IQN Holding Corp. #+One stop,One stop,SF +5.25(l),9.65,05/2029,14645,14512,0.6,14352,
907,Software,IQN Holding Corp. +(5),One stop,SF +5.25,N/A(6),05/2028,0,(  1  ),0.0,(  2  ),
908,Software,IQN Holding Corp. +(5),One stop,SF +5.5(l),9.71,05/2029,21,(  9  ),0.0,16,
909,Software,Island Bidco AB+(8)(9)(17)(22),One stop,E +7.25(f),2.75cash/7.25PIK,07/2028,6022,5810,0.2,5962,
910,Software,Island Bidco AB+(8)(17)(22),One stop,SF +7.0(l)(m),8.29cash/3.50PIK,07/2028,2973,2947,0.1,2943,
911,Software,Island Bidco AB+(8)(17),One stop,SF +6.5,N/A(6),07/2028,0,0,0.0,0,
912,Software,Island Bidco AB+(5)(8)(9)(17),One stop,E +6.5,N/A(6),07/2028,0,(  1  ),0.0,(  1  ),
913,Software,"Juvare, LLC*",One stop,L +6.25(a),10.63,10/2026,7526,7466,0.3,7451,
914,Software,"Juvare, LLC+One stop",One stop,L +6.25(a),10.63,10/2026,1737,1723,0.1,1719,
915,Software,"Juvare, LLC+One stop",One stop,L +6.25(a),10.63,10/2026,548,526,0.0,526,
916,Software,"Juvare, LLC+One stop",One stop,L +6.25(a),10.63,04/2026,45,45,0.0,45,
917,Software,Kaseya Inc.+One stop,One stop,SF +5.75(l),10.33,06/2029,9178,9049,0.4,8994,
918,Software,Kaseya Inc.+(5),One stop,SF +5.75,N/A(6),06/2029,0,(  2  ),0.0,(  5  ),
919,Software,Kaseya Inc.+(5),One stop,SF +5.75,N/A(6),06/2029,0,(  5  ),0.0,(  11  ),
920,Software,"Mindbody, Inc.+(22)",One stop,L +7.0(b),11.73,02/2025,49911,50294,2.0,49911,
921,Software,"Mindbody, Inc.+(22)",One stop,L +7.0(b),11.73,02/2025,5588,5553,0.2,5588,
922,Software,"Mindbody, Inc.+One stop",One stop,L +7.0,N/A(6),02/2025,0,0,0.0,0,
923,Software,Ministry Brands Holdings LLC+One stop,One stop,L +5.5(a),9.88,12/2028,21926,21738,0.8,21049,
924,Software,Ministry Brands Holdings LLC+One stop,One stop,L +5.5(b)(d),10.53,12/2027,90,89,0.0,84,
925,Software,Ministry Brands Holdings LLC+(5),One stop,L +5.5,N/A(6),12/2028,0,(  5  ),0.0,(  24  ),
926,Software,Neo Bidco GMBH+(8)(9)(13)(22),One stop,E +6.5(e),4.70cash/3.00PIK,07/2028,6998,7638,0.3,6788,
927,Software,Neo Bidco GMBH+(8)(13),One stop,L +6.0(b),10.69,01/2028,59,59,0.0,58,
928,Software,Neo Bidco GMBH+(8)(9)(13),One stop,E +6.0,N/A(6),01/2028,0,0,0.0,0,
929,Software,Naviga Inc.+Senior loan,One stop,SF +7.0(l),11.68,12/2023,109,109,0.0,109,
930,Software,"PDI TA Holdings, Inc.+One stop",One stop,L +4.5(b),8.73,10/2024,8388,8318,0.3,8220,
931,Software,"PDI TA Holdings, Inc.+Second lien",One stop,L +8.5(b),13.18,10/2025,3424,3379,0.1,3424,
932,Software,"PDI TA Holdings, Inc.+One stop",One stop,L +4.5(b),8.39,10/2024,1116,1112,0.0,1093,
933,Software,"PDI TA Holdings, Inc.+One stop",One stop,L +4.5(b),8.73,10/2024,688,684,0.0,675,
934,Software,"PDI TA Holdings, Inc.+Second lien",One stop,L +8.5(b),13.18,10/2025,640,637,0.0,640,
935,Software,"PDI TA Holdings, Inc.+Second lien",One stop,L +8.5(b),13.18,10/2025,377,375,0.0,377,
936,Software,"PDI TA Holdings, Inc.+(8)(9)",One stop,SN +4.5(i),8.05,10/2024,84,93,0.0,82,
937,Software,"PDI TA Holdings, Inc.+One stop",One stop,L +4.5(b),8.73,10/2024,40,40,0.0,37,
938,Software,"Personify, Inc.*#+One stop",One stop,SF +5.25(l),9.83,09/2024,13684,13795,0.6,13684,
939,Software,"Personify, Inc.#",One stop,SF +5.25(l),9.83,09/2024,8150,8109,0.3,8150,
940,Software,"Personify, Inc.+One stop",One stop,SF +5.25,N/A(6),09/2024,0,0,0.0,0,
941,Software,PING Identity Holding Corp.+One stop,One stop,SF +7.0(k),11.32,10/2029,9953,9808,0.4,9828,
942,Software,PING Identity Holding Corp.+(5),One stop,SF +7.0,N/A(6),10/2028,0,(  1  ),0.0,(  1  ),
943,Software,"Pluralsight, LLC+One stop",One stop,L +8.0(b),11.83,03/2027,23748,23578,0.9,23748,
944,Software,"Pluralsight, LLC+One stop",One stop,L +8.0(b),12.75,03/2027,50,49,0.0,50,
945,Software,"ProcessUnity Holdings, LLC+One stop",One stop,L +6.0(b),10.73,09/2028,4221,4186,0.2,4178,
946,Software,"ProcessUnity Holdings, LLC+One stop",One stop,L +6.0(a),10.38,09/2028,23,22,0.0,22,
947,Software,"ProcessUnity Holdings, LLC+One stop",One stop,L +6.0(b),9.74,09/2028,211,204,0.0,203,
948,Software,Pyramid Healthcare Acquisition Corp.#+One stop,One stop,L +4.75(b),9.17,05/2027,18325,18192,0.7,18142,
949,Software,Pyramid Healthcare Acquisition Corp.+One stop,One stop,L +4.75(b),9.48,05/2027,870,864,0.0,862,
950,Software,Pyramid Healthcare Acquisition Corp.+One stop,One stop,L +4.75(b),9.48,05/2027,538,534,0.0,533,
951,Software,Pyramid Healthcare Acquisition Corp.+One stop,One stop,L +4.75(b),9.16,05/2027,179,178,0.0,177,
952,Software,Pyramid Healthcare Acquisition Corp.+One stop,One stop,L +4.75(b),9.16,05/2027,157,156,0.0,156,
953,Software,Pyramid Healthcare Acquisition Corp.+One stop,One stop,L +4.75(b),9.48,05/2027,147,146,0.0,146,
954,Software,Pyramid Healthcare Acquisition Corp.+One stop,One stop,L +4.75(b),9.48,05/2027,147,146,0.0,146,
955,Software,Pyramid Healthcare Acquisition Corp.+One stop,One stop,L +4.75(b),9.43,05/2027,1583,1539,0.1,1541,
956,Software,Pyramid Healthcare Acquisition Corp.+One stop,One stop,L +4.75(b),9.16,05/2027,58,58,0.0,57,
957,Software,Pyramid Healthcare Acquisition Corp.+(5),One stop,L +4.75,N/A(6),05/2027,0,(  1  ),0.0,(  2  ),
958,Software,"QAD, Inc.+One stop",One stop,L +6.0(a),10.38,11/2027,9464,9388,0.4,9370,
959,Software,"QAD, Inc.+(5)",One stop,L +6.0,N/A(6),11/2027,0,(  4  ),0.0,(  5  ),
960,Software,"Quant Buyer, Inc.+One stop",One stop,SF +5.5(l),9.90,06/2029,2485,2462,0.1,2402,
961,Software,"Quant Buyer, Inc.+One stop",One stop,SF +5.5(l),9.90,06/2029,2950,2923,0.1,2851,
962,Software,"Quant Buyer, Inc.+(5)",One stop,SF +5.5,N/A(6),06/2029,0,(  1  ),0.0,(  5  ),
963,Software,"Quant Buyer, Inc.+One stop",One stop,SF +6.0(l),10.40,06/2029,2022,2003,0.1,2001,
964,Software,Rainforest Bidco Limited+(8)(9)(10)(22),One stop,SN +5.75(i),9.18,07/2029,7140,6847,0.3,7069,
965,Software,Rainforest Bidco Limited+(5)(8)(9)(10),One stop,SN +5.75,N/A(6),07/2029,0,(  16  ),0.0,(  5  ),
966,Software,Rainforest Bidco Limited+(8)(10),One stop,SF +5.75(l),8.79,07/2029,1394,1376,0.1,1380,
967,Software,"RegEd Aquireco, LLC+Senior loan",One stop,L +4.25(b),8.66,12/2024,11154,11159,0.4,10374,
968,Software,"RegEd Aquireco, LLC+Senior loan",One stop,L +4.25(b)(d),9.59,12/2024,236,236,0.0,220,
969,Software,"Riskonnect Parent, LLC*+One stop",One stop,SF +5.5(l),10.23,12/2028,10179,10092,0.4,9975,
970,Software,"Riskonnect Parent, LLC+(5)",One stop,SF +5.5,N/A(6),12/2028,0,(  3  ),0.0,(  7  ),
971,Software,"Riskonnect Parent, LLC+(5)",One stop,SF +5.5,N/A(6),12/2028,0,(  6  ),0.0,(  13  ),
972,Software,Rodeo Buyer Company & Absorb Software Inc.+One stop,One stop,L +6.25(a),10.63,05/2027,4541,4508,0.2,4496,
973,Software,Rodeo Buyer Company & Absorb Software Inc.+One stop,One stop,L +6.25(a),10.49,05/2027,7,6,0.0,6,
974,Software,"SailPoint Technologies Holdings, Inc.+One stop",One stop,SF +6.25(k),10.58,08/2029,9827,9640,0.4,9434,
975,Software,"SailPoint Technologies Holdings, Inc.+(5)",One stop,SF +6.25,N/A(6),08/2028,0,(  2  ),0.0,(  7  ),
976,Software,Sapphire Bidco Oy+(8)(9)(16),One stop,E +6.0(e),7.32,04/2029,32884,30404,1.3,32556,
977,Software,"Sonatype, Inc.+One stop",One stop,SF +6.75(l),11.08,12/2025,40459,40231,1.6,40459,
978,Software,"Sonatype, Inc.+One stop",One stop,SF +6.75(l),11.08,12/2025,851,846,0.0,851,
979,Software,"Sonatype, Inc.+(5)",One stop,SF +6.75,N/A(6),12/2025,0,(  1  ),0.0,0,
980,Software,Spartan Buyer Acquisition Co.*#+(22),One stop,SF +8.5(k),10.82cash/2.00PIK,12/2026,31466,31058,1.2,31152,
981,Software,Spartan Buyer Acquisition Co.+(22),One stop,SF +8.5(k),10.82cash/2.00PIK,12/2026,2000,1960,0.1,1980,
982,Software,Spartan Buyer Acquisition Co.+(5)(22),One stop,P +7.5(d),13.00cash/2.00PIK,12/2026,1,(  1  ),0.0,0,
983,Software,Tahoe Bidco B.V. +One stop,One stop,L +6.0(b),10.75,09/2028,12058,11959,0.5,11817,
984,Software,Tahoe Bidco B.V. +(5),One stop,L +6.0,N/A(6),10/2027,0,(  1  ),0.0,(  2  ),
985,Software,Telesoft Holdings LLC+One stop,One stop,L +5.75(a)(c),10.30,12/2025,884,874,0.0,874,
986,Software,Telesoft Holdings LLC+One stop,One stop,L +5.75(a),10.14,12/2025,8,7,0.0,7,
987,Software,Telesoft Holdings LLC+One stop,One stop,L +6.25(c),11.18,08/2028,65,64,0.0,64,
988,Software,"Templafy APS and Templafy, LLC+(8)(18)",One stop,SF +6.5(m),9.64,07/2028,3171,3092,0.1,3171,
989,Software,"Templafy APS and Templafy, LLC+(8)(18)",One stop,SF +6.5,N/A(6),07/2028,0,0,0.0,0,
990,Software,"Templafy APS and Templafy, LLC+(5)(8)(18)",One stop,SF +6.5,N/A(6),07/2028,0,(  17  ),0.0,0,
991,Software,"TI Intermediate Holdings, LLC+Senior loan",One stop,L +4.25(b)(c),9.18,12/2024,3436,3459,0.2,3421,
992,Software,"TI Intermediate Holdings, LLC+Senior loan",One stop,L +4.25(b)(c),9.18,12/2024,908,897,0.0,904,
993,Software,"TI Intermediate Holdings, LLC+Senior loan",One stop,L +4.25(b)(c),9.18,12/2024,427,422,0.0,425,
994,Software,"TI Intermediate Holdings, LLC+Senior loan",One stop,L +4.5(b)(c),9.42,12/2024,386,381,0.0,386,
995,Software,"TI Intermediate Holdings, LLC+Senior loan",One stop,L +4.5(b)(c),9.43,12/2024,157,155,0.0,157,
996,Software,"TI Intermediate Holdings, LLC+Senior loan",One stop,L +4.25,N/A(  6  ),12/2024,0,0,0.0,0,
997,Software,"Togetherwork Holdings, LLC*#",One stop,L +6.25(c),11.40,03/2025,15205,15254,0.6,15205,
998,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,6876,6801,0.3,6876,
999,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,4171,4143,0.2,4171,
1000,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,1762,1791,0.1,1762,
1001,Software,"Togetherwork Holdings, LLC#+One stop",One stop,L +6.25(c),11.40,03/2025,1710,1736,0.1,1710,
1002,Software,"Togetherwork Holdings, LLC*#",One stop,L +6.25(c),11.40,03/2025,1667,1693,0.1,1667,
1003,Software,"Togetherwork Holdings, LLC#+One stop",One stop,L +6.25(c),11.40,03/2025,1611,1624,0.1,1611,
1004,Software,"Togetherwork Holdings, LLC*+One stop",One stop,L +6.25(c),11.40,03/2025,1552,1577,0.1,1552,
1005,Software,"Togetherwork Holdings, LLC#+One stop",One stop,L +6.25(c),11.40,03/2025,1447,1469,0.1,1447,
1006,Software,"Togetherwork Holdings, LLC*#",One stop,L +6.25(c),11.40,03/2025,1185,1193,0.0,1185,
1007,Software,"Togetherwork Holdings, LLC#+One stop",One stop,L +6.25(c),11.40,03/2025,653,662,0.0,653,
1008,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,452,449,0.0,452,
1009,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,437,435,0.0,437,
1010,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,250,249,0.0,250,
1011,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,63,64,0.0,63,
1012,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,58,59,0.0,58,
1013,Software,"Togetherwork Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),03/2025,0,(  1  ),0.0,0,
1014,Software,"Togetherwork Holdings, LLC+One stop",One stop,L +6.25(c),11.40,03/2025,1336,1325,0.1,1336,
1015,Software,"Trintech, Inc.*#+One stop",One stop,L +6.0(a),10.38,12/2024,21972,22041,0.9,21751,
1016,Software,"Trintech, Inc.#+One stop",One stop,L +6.0(a),10.38,12/2024,9118,9185,0.4,9026,
1017,Software,"Trintech, Inc.+One stop",One stop,L +6.0(a),10.38,12/2024,100,99,0.0,98,
1018,Software,Vector CS Midco Limited & Cloudsense Ltd.+(8)(9)(10)(22),One stop,No Value,4.50cash/6.07PIK,05/2024,8132,8619,0.3,7156,
1019,Software,Vector CS Midco Limited & Cloudsense Ltd.+(8)(9)(10)(22),One stop,No Value,4.50cash/6.07PIK,05/2024,134,144,0.0,118,
1020,Software,"Vendavo, Inc.*#+One stop",One stop,L +5.75(b),10.49,09/2027,19562,19426,0.7,18388,
1021,Software,"Vendavo, Inc.+One stop",One stop,P +4.75(d),12.25,09/2027,40,39,0.0,31,
1022,Software,"WebPT, Inc.+One stop",One stop,L +6.75(b),11.48,01/2028,626,618,0,620,
1023,Software,"Workforce Software, LLC+(22)",One stop,L +7.25(c),9.46cash/3.00PIK,07/2025,28391,28724,1.1,27824,
1024,Software,"Workforce Software, LLC+(22)",One stop,L +7.25(c),9.46cash/3.00PIK,07/2025,5024,4994,0.2,4923,
1025,Software,"Workforce Software, LLC+(22)",One stop,L +7.25(c),9.46cash/3.00PIK,07/2025,3558,3508,0.1,3487,
1026,Software,"Workforce Software, LLC+One stop",One stop,L +6.5(b)(c),11.48,07/2025,118,116,0.0,114,
1027,Software,"Workforce Software, LLC+(22)",One stop,L +7.25(c),9.46cash/3.00PIK,07/2025,104,103,0.0,102,
1028,Software,"Zendesk, Inc.+One stop",One stop,SF +6.5(l),11.04,11/2028,19960,19568,0.8,19561,
1029,Software,"Zendesk, Inc.+(5)",One stop,SF +6.5,N/A(6),11/2028,0,(  1  ),0.0,(  1  ),
1030,Software,"Zendesk, Inc.+(5)",One stop,SF +6.5,N/A(6),11/2028,0,(  49  ),0.0,(  50  ),
1031,Specialty Retail,Specialty Retail,One stop,,,,,,,,
1032,Specialty Retail,"Ave Holdings III, Corp*+One stop",One stop,SF +5.5(l),10.23,02/2028,25831,25385,1.0,25315,
1033,Specialty Retail,"Ave Holdings III, Corp+(5)",One stop,SF +5.5,N/A(6),02/2028,0,(  3  ),0.0,(  3  ),
1034,Specialty Retail,"Ave Holdings III, Corp+(5)",One stop,SF +5.5,N/A(6),02/2028,0,(  10  ),0.0,(  17  ),
1035,Specialty Retail,"Ave Holdings III, Corp+One stop",One stop,SF +5.5(l),10.23,02/2028,300,298,0.0,294,
1036,Specialty Retail,Batteries Plus Holding Corporation*#,One stop,L +6.75(a),11.13,06/2023,21921,21921,0.9,21921,
1037,Specialty Retail,Batteries Plus Holding Corporation+One stop,One stop,L +6.75(a),11.13,06/2023,1416,1414,0.1,1416,
1038,Specialty Retail,Batteries Plus Holding Corporation+One stop,One stop,L +6.75(a)(d),11.45,06/2023,59,59,0.0,59,
1039,Specialty Retail,Consilio Midco Limited+(8)(10),One stop,SF +5.75(l),10.48,05/2028,11509,11330,0.5,11164,
1040,Specialty Retail,Consilio Midco Limited#+(8)(10),One stop,SF +5.75(l),10.48,05/2028,9950,9859,0.4,9651,
1041,Specialty Retail,Consilio Midco Limited+(8)(9)(10),One stop,E +6.25(e),8.38,05/2028,9086,9466,0.4,8814,
1042,Specialty Retail,Consilio Midco Limited+(8)(10),One stop,SF +5.75(l),10.48,05/2028,2153,2119,0.1,2088,
1043,Specialty Retail,Consilio Midco Limited+(8)(10),One stop,SF +5.75(l),10.48,05/2028,1432,1418,0.1,1389,
1044,Specialty Retail,Consilio Midco Limited+(8)(10),One stop,SF +5.75(l),10.48,05/2028,732,715,0.0,710,
1045,Specialty Retail,Consilio Midco Limited+(5)(8)(10),One stop,SF +5.75,N/A(6),05/2028,0,(  2  ),0.0,(  3  ),
1046,Specialty Retail,Consilio Midco Limited+(8)(9)(10),One stop,E +6.25(e),8.38,05/2028,38,34,0.0,32,
1047,Specialty Retail,Consilio Midco Limited+(5)(8)(10),One stop,SF +5.75,N/A(6),05/2028,0,0,0.0,(  1  ),
1048,Specialty Retail,Consilio Midco Limited+(8)(9)(10),One stop,E +6.25(e),8.32,05/2028,31,30,0.0,30,
1049,Specialty Retail,"Cycle Gear, Inc.*#+One stop",One stop,SF +5.5(l),10.23,01/2026,48727,48617,1.9,48241,
1050,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,20612,20564,0.8,19472,
1051,Specialty Retail,Imperial Optical Midco Inc.#,One stop,L +6.75(b),11.16,08/2023,4755,4740,0.2,4492,
1052,Specialty Retail,Imperial Optical Midco Inc.#,One stop,L +6.75(b),11.16,08/2023,4138,4125,0.2,3910,
1053,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,3581,3592,0.2,3383,
1054,Specialty Retail,Imperial Optical Midco Inc.*+One stop,One stop,L +6.75(b),11.16,08/2023,2792,2787,0.1,2637,
1055,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,2756,2747,0.1,2604,
1056,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,2233,2226,0.1,2109,
1057,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,2053,2046,0.1,1939,
1058,Specialty Retail,Imperial Optical Midco Inc.#+One stop,One stop,L +6.75(b),11.16,08/2023,1898,1909,0.1,1793,
1059,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,1650,1645,0.1,1558,
1060,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,1451,1446,0.1,1370,
1061,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,1432,1427,0.1,1352,
1062,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,1386,1382,0.1,1310,
1063,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,1365,1361,0.1,1290,
1064,Specialty Retail,Imperial Optical Midco Inc.#+One stop,One stop,L +6.75(b),11.16,08/2023,1236,1243,0.1,1167,
1065,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,1142,1139,0.1,1079,
1066,Specialty Retail,Imperial Optical Midco Inc.*+One stop,One stop,L +6.75(b),11.16,08/2023,1125,1131,0.1,1062,
1067,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,965,962,0.0,911,
1068,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,877,874,0.0,828,
1069,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,658,656,0.0,622,
1070,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,632,630,0.0,597,
1071,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,624,622,0.0,589,
1072,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,553,551,0.0,522,
1073,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,500,499,0.0,473,
1074,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,498,496,0.0,470,
1075,Specialty Retail,Imperial Optical Midco Inc.+One stop,One stop,L +6.75(b),11.16,08/2023,485,483,0.0,458,
