,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
739,Personal and Non Durable Consumer Products (Mfg. Only),"IMPLUS Footwear, LLC  *",One stop,L + 6.25(c),7.70,04/2024,746.0,774.0,0.0,672.0,
740,Personal and Non Durable Consumer Products (Mfg. Only),"Orthotics Holdings, Inc.  *#",One stop,L + 6.00(e),7.00,05/2020,11676.0,11679.0,0.5,10509.0,
741,Personal and Non Durable Consumer Products (Mfg. Only),"Orthotics Holdings, Inc.  *#(8)(9)",One stop,L + 6.00(e),7.00,05/2020,1914.0,1915.0,0.1,1723.0,
742,Personal and Non Durable Consumer Products (Mfg. Only),"Orthotics Holdings, Inc.",One stop,L + 6.00,N/A  (6),05/2020,0.0,0.0,0.0,0.0,
743,Personal and Non Durable Consumer Products (Mfg. Only),"WU Holdco, Inc.  #+~",One stop,L + 5.50(c),6.99,03/2026,3445.0,3528.0,0.2,3376.0,
744,Personal and Non Durable Consumer Products (Mfg. Only),"WU Holdco, Inc.",One stop,L + 5.50(c),7.19,03/2026,393.0,394.0,0.0,384.0,
745,Personal and Non Durable Consumer Products (Mfg. Only),"WU Holdco, Inc.",One stop,L + 5.50(c),6.72,03/2025,40.0,40.0,0.0,38.0,
746,"Personal, Food and Miscellaneous Services","Personal, Food and Miscellaneous Services",One stop,,,,,,,,
747,"Personal, Food and Miscellaneous Services","Blue River Pet Care, LLC  #+One stop",One stop,L + 5.00(d),6.07,07/2026,27830.0,27886.0,1.3,25882.0,
748,"Personal, Food and Miscellaneous Services","Blue River Pet Care, LLC",One stop,L + 5.00(c)(d),6.06,08/2025,276.0,272.0,0.0,248.0,
749,"Personal, Food and Miscellaneous Services","Blue River Pet Care, LLC  (5)",One stop,L + 5.00,N/A  (6),07/2026,0.0,,0.0,,
750,"Personal, Food and Miscellaneous Services","Captain D's, LLC  ^#&",Senior loan,L + 4.50(c)(d),5.50,12/2023,14292.0,14343.0,0.7,12864.0,
751,"Personal, Food and Miscellaneous Services","Captain D's, LLC",Senior loan,P + 3.50(c)(f),6.74,12/2023,120.0,121.0,0.0,104.0,
752,"Personal, Food and Miscellaneous Services",Encorevet Group LLC,Senior loan,L + 5.00(c),6.45,11/2024,113.0,113.0,0.0,105.0,
753,"Personal, Food and Miscellaneous Services",Encorevet Group LLC,Senior loan,L + 5.00(c),6.58,11/2024,58.0,57.0,0.0,54.0,
754,"Personal, Food and Miscellaneous Services",Encorevet Group LLC,Senior loan,L + 5.00(c),6.23,11/2024,25.0,25.0,0.0,22.0,
755,"Personal, Food and Miscellaneous Services",Encorevet Group LLC,Senior loan,L + 5.00(c),6.45,11/2024,10.0,10.0,0.0,9.0,
756,"Personal, Food and Miscellaneous Services",Encorevet Group LLC  (5),Senior loan,L + 5.00,N/A  (6),11/2024,0.0,,0.0,,
757,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.  ~,One stop,L + 5.25(b),6.73,08/2023,3631.0,3685.0,0.2,3450.0,
758,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.  *,One stop,L + 5.25(b),6.51,08/2023,2832.0,2808.0,0.1,2690.0,
759,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.62,08/2023,1925.0,1978.0,0.1,1829.0,
760,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.51,08/2023,1253.0,1288.0,0.1,1191.0,
761,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.  *,One stop,L + 5.25(b),6.87,08/2023,1141.0,1172.0,0.1,1084.0,
762,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.60,08/2023,331.0,328.0,0.0,314.0,
763,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.51,08/2023,241.0,239.0,0.0,229.0,
764,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.60,08/2023,191.0,189.0,0.0,181.0,
765,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.88,08/2023,134.0,133.0,0.0,128.0,
766,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.51,08/2023,130.0,129.0,0.0,124.0,
767,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.56,08/2023,97.0,96.0,0.0,92.0,
768,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b),6.27,08/2023,83.0,83.0,0.0,79.0,
769,"Personal, Food and Miscellaneous Services","Personal, Food and Miscellaneous Services",One stop,,,,,,,,
770,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25(b)(c),6.26,08/2023,36.0,35.0,0.0,34.0,
771,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.,One stop,L + 5.25,N/A  (6),08/2023,0.0,0.0,0.0,0.0,
772,"Personal, Food and Miscellaneous Services",Imperial Optical Midco Inc.  (5),One stop,L + 5.25,N/A  (6),08/2023,0.0,,0.0,0.0,
773,"Personal, Food and Miscellaneous Services","Midwest Veterinary Partners, LLC  +One stop",One stop,L + 6.00(d),7.07,07/2025,4296.0,4223.0,0.2,4166.0,
774,"Personal, Food and Miscellaneous Services","Midwest Veterinary Partners, LLC",One stop,L + 4.75(d),5.82,07/2025,1030.0,1021.0,0.1,999.0,
775,"Personal, Food and Miscellaneous Services","Midwest Veterinary Partners, LLC",One stop,L + 6.00(a),7.00,07/2025,814.0,776.0,0.0,790.0,
776,"Personal, Food and Miscellaneous Services","Midwest Veterinary Partners, LLC",One stop,L + 4.75(d),5.82,07/2025,200.0,200.0,0.0,194.0,
777,"Personal, Food and Miscellaneous Services","NVA Holdings, Inc.  ~",Senior loan,L + 3.50(c),4.95,02/2026,2951.0,2921.0,0.1,2715.0,
778,"Personal, Food and Miscellaneous Services","PPV Intermediate Holdings II, LLC",One stop,L + 5.00(c)(d),7.33,05/2023,4946.0,4958.0,0.2,4596.0,
779,"Personal, Food and Miscellaneous Services","PPV Intermediate Holdings II, LLC",One stop,P + 4.00(d)(f),6.75,05/2023,100.0,100.0,0.0,96.0,
780,"Personal, Food and Miscellaneous Services","PPV Intermediate Holdings II, LLC",One stop,No Value,7.90 PIK,05/2023,22.0,23.0,0.0,22.0,
781,"Personal, Food and Miscellaneous Services","Ruby Slipper Cafe LLC, The  *",One stop,L + 7.50(c),8.95,01/2023,2055.0,2044.0,0.1,1951.0,
782,"Personal, Food and Miscellaneous Services","Ruby Slipper Cafe LLC, The",One stop,L + 7.50(c),8.62,01/2023,302.0,319.0,0.0,287.0,
783,"Personal, Food and Miscellaneous Services","Ruby Slipper Cafe LLC, The",One stop,L + 7.50(c),8.70,01/2023,30.0,30.0,0.0,29.0,
784,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC  *#~",One stop,L + 5.50(d),6.57,05/2025,26728.0,27733.0,1.3,25660.0,
785,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC",One stop,L + 5.50(d),6.57,05/2025,211.0,209.0,0.0,203.0,
786,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC",One stop,L + 5.50(c),6.50,05/2023,200.0,199.0,0.0,192.0,
787,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC",One stop,L + 5.50(d),6.57,05/2025,192.0,190.0,0.0,184.0,
788,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC",One stop,L + 5.50(d),6.57,05/2025,126.0,125.0,0.0,121.0,
789,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC",One stop,L + 5.50(d),6.57,05/2025,121.0,120.0,0.0,116.0,
790,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC",One stop,L + 5.50(d),6.57,05/2025,120.0,119.0,0.0,115.0,
791,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC",One stop,L + 5.50(d),6.57,05/2025,114.0,113.0,0.0,109.0,
792,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC",One stop,L + 5.50(d),6.57,05/2025,112.0,111.0,0.0,107.0,
793,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC  (5)",One stop,L + 5.50,N/A  (6),05/2025,0.0,,0.0,0.0,
794,"Personal, Food and Miscellaneous Services","Southern Veterinary Partners, LLC  (5)",One stop,L + 5.50,N/A  (6),05/2025,0.0,,0.0,,
795,"Personal, Food and Miscellaneous Services","Veterinary Specialists of North America, LLC  *#!",Senior loan,L + 4.25(a),5.24,04/2025,41864.0,43434.0,2.0,39770.0,
796,"Personal, Food and Miscellaneous Services","Veterinary Specialists of North America, LLC",Senior loan,L + 4.25(a),5.18,04/2025,3348.0,3343.0,0.2,2754.0,
797,"Personal, Food and Miscellaneous Services","Veterinary Specialists of North America, LLC  #",Senior loan,L + 4.25(a),5.24,04/2025,2886.0,2863.0,0.1,2741.0,
798,"Personal, Food and Miscellaneous Services","Veterinary Specialists of North America, LLC  *",Senior loan,L + 4.25(a),5.24,04/2025,1452.0,1508.0,0.1,1379.0,
799,"Personal, Food and Miscellaneous Services","Veterinary Specialists of North America, LLC",Senior loan,L + 4.25(a),5.05,04/2025,835.0,832.0,0.1,793.0,
800,"Personal, Food and Miscellaneous Services","Wetzel's Pretzels, LLC  *#",One stop,L + 6.75(c),8.20,09/2021,17027.0,17242.0,0.8,15325.0,
801,"Personal, Food and Miscellaneous Services","Wetzel's Pretzels, LLC",One stop,L + 6.75(c),7.93,09/2021,100.0,101.0,0.0,90.0,
802,Printing and Publishing,Printing and Publishing,One stop,,,,,,,,
803,Printing and Publishing,"Brandmuscle, Inc.  &",Senior loan,L + 4.75(d),5.82,12/2021,8115.0,8110.0,0.4,7379.0,
804,Printing and Publishing,"Brandmuscle, Inc.  ^#",Senior loan,L + 5.00(d),6.07,12/2021,1132.0,1151.0,0.1,1037.0,
805,Printing and Publishing,"Brandmuscle, Inc.",Senior loan,L + 4.75(d),5.82,12/2021,34.0,34.0,0.0,26.0,
806,Printing and Publishing,"Messenger, LLC  +~",One stop,L + 6.00(a)(c)(f),7.16,08/2023,9098.0,9196.0,0.4,8462.0,
807,Printing and Publishing,"Messenger, LLC",One stop,P + 5.00(f),8.25,08/2023,32.0,32.0,0.0,28.0,
808,Printing and Publishing,"Messenger, LLC  (5)",One stop,L + 6.00,N/A  (6),08/2023,0.0,,0.0,0.0,
809,Retail Stores,Retail Stores,One stop,,,,,,,,
810,Retail Stores,2nd Ave. LLC,One stop,L + 5.50(d),7.28,09/2025,5959.0,5864.0,0.2,4767.0,
811,Retail Stores - (continued),Retail Stores - (continued),One stop,,,,,,,,
812,Retail Stores - (continued),2nd Ave. LLC,One stop,L + 5.50(a)(c),6.65,09/2025,50.0,50.0,0.0,40.0,
813,Retail Stores - (continued),Batteries Plus Holding Corporation  #,One stop,L + 6.75(a)(f),7.75,07/2022,21980.0,22276.0,1.0,20222.0,
814,Retail Stores - (continued),Batteries Plus Holding Corporation,One stop,P + 5.75(f),9.00,07/2022,250.0,249.0,0.0,226.0,
815,Retail Stores - (continued),"Boot Barn, Inc.  +~&",Senior loan,L + 4.50(c),5.77,06/2023,16777.0,16928.0,0.8,15770.0,
816,Retail Stores - (continued),"Cycle Gear, Inc.  ^#+~",One stop,L + 5.00(c),6.45,01/2024,23953.0,23963.0,1.1,21559.0,
817,Retail Stores - (continued),"DTLR, Inc.  ^*#+One stop",One stop,L + 6.50(c),8.28,08/2022,41599.0,42155.0,2.0,39519.0,
818,Retail Stores - (continued),"Elite Sportswear, L.P.  &",Senior loan,L + 6.25(c),7.70,12/2021,9199.0,8988.0,0.4,7635.0,
819,Retail Stores - (continued),"Elite Sportswear, L.P.  &",Senior loan,L + 6.25(c),7.70,12/2021,3698.0,3616.0,0.2,3069.0,
820,Retail Stores - (continued),"Elite Sportswear, L.P.  &",Senior loan,L + 6.25(c),7.70,12/2021,1903.0,1861.0,0.1,1580.0,
821,Retail Stores - (continued),"Elite Sportswear, L.P.",Senior loan,L + 6.25(c)(d)(f),8.09,12/2021,1142.0,1116.0,0.0,943.0,
822,Retail Stores - (continued),"Elite Sportswear, L.P.  *&",Senior loan,L + 6.25(c),7.70,12/2021,632.0,619.0,0.0,524.0,
823,Retail Stores - (continued),"Elite Sportswear, L.P.  &",Senior loan,L + 6.25(c),7.70,12/2021,289.0,282.0,0.0,240.0,
824,Retail Stores - (continued),"Elite Sportswear, L.P.  *&",Senior loan,L + 6.25(c),7.70,12/2021,276.0,271.0,0.0,229.0,
825,Retail Stores - (continued),"Elite Sportswear, L.P.",Senior loan,P + 5.00(c)(d)(f),8.10,12/2021,40.0,39.0,0.0,34.0,
826,Retail Stores - (continued),"Feeders Supply Company, LLC  #",One stop,L + 5.75(c),7.20,04/2021,8640.0,8747.0,0.4,8209.0,
827,Retail Stores - (continued),"Feeders Supply Company, LLC",Subordinated debt,No Value,12.50 cash/7.00 PIK,04/2021,147.0,149.0,0.0,139.0,
828,Retail Stores - (continued),"Feeders Supply Company, LLC",One stop,L + 5.75(a),6.75,04/2021,50.0,50.0,0.0,46.0,
829,Retail Stores - (continued),Jet Equipment & Tools Ltd.  +~(8)(9)(12),One stop,L + 5.75(a),7.41,11/2024,18080.0,18391.0,0.8,15571.0,
830,Retail Stores - (continued),Jet Equipment & Tools Ltd.  *#(8)(12),One stop,L + 5.75(a),6.75,11/2024,12427.0,12695.0,0.6,11433.0,
831,Retail Stores - (continued),Jet Equipment & Tools Ltd.  +~(8)(12),One stop,L + 5.75(a),6.75,11/2024,4328.0,4406.0,0.2,3982.0,
832,Retail Stores - (continued),Jet Equipment & Tools Ltd.  ~(8)(12),One stop,L + 5.75(a),6.75,11/2024,1589.0,1575.0,0.1,1462.0,
833,Retail Stores - (continued),Jet Equipment & Tools Ltd.  (5)(8)(9)(12),One stop,L + 5.75,N/A  (6),11/2024,0.0,,0.0,,
834,Retail Stores - (continued),Mills Fleet Farm Group LLC  ^*#+!~&,One stop,L + 7.00(d),7.84 cash/0.75 PIK,10/2024,49834.0,49598.0,2.2,42356.0,
835,Retail Stores - (continued),Pet Holdings ULC  ^*#+!(8)(12),One stop,L + 5.50(c),7.41,07/2022,46881.0,47925.0,2.3,44068.0,
836,Retail Stores - (continued),Pet Holdings ULC  (8)(12),One stop,P + 4.50(f),7.75,07/2022,300.0,299.0,0.0,282.0,
837,Retail Stores - (continued),Pet Holdings ULC  ^*#+(8)(12),One stop,L + 5.50(c),7.41,07/2022,242.0,244.0,0.0,226.0,
838,Retail Stores - (continued),"Pet Supplies Plus, LLC  *+Senior loan",One stop,L + 4.50(b),6.16,12/2024,14253.0,14515.0,0.7,13541.0,
839,Retail Stores - (continued),"Pet Supplies Plus, LLC",Senior loan,L + 4.50(b),5.50,12/2023,224.0,223.0,0.0,212.0,
840,Retail Stores - (continued),"PetPeople Enterprises, LLC  ^#",One stop,L + 5.75(d),6.82,09/2023,5380.0,5437.0,0.3,4949.0,
841,Retail Stores - (continued),"PetPeople Enterprises, LLC  #",One stop,L + 5.75(a)(d),6.79,09/2023,1826.0,1855.0,0.1,1680.0,
842,Retail Stores - (continued),"PetPeople Enterprises, LLC",One stop,L + 5.75(a)(c)(d),6.77,09/2023,100.0,101.0,0.0,92.0,
843,Retail Stores - (continued),"Sola Franchise, LLC and Sola Salon Studios, LLC  #",One stop,L + 5.25(d),6.32,10/2024,6998.0,7017.0,0.3,6298.0,
844,Retail Stores - (continued),"Sola Franchise, LLC and Sola Salon Studios, LLC  #",One stop,L + 5.25(d),6.32,10/2024,1717.0,1782.0,0.1,1545.0,
845,Retail Stores - (continued),"Sola Franchise, LLC and Sola Salon Studios, LLC",One stop,L + 5.25(c)(f),6.84,10/2024,86.0,85.0,0.0,76.0,
846,Retail Stores - (continued),"Sola Franchise, LLC and Sola Salon Studios, LLC  (5)",One stop,L + 5.25,N/A  (6),10/2024,0.0,,0.0,,
847,Retail Stores - (continued),Vermont Aus Pty Ltd  !~(8)(9)(11),One stop,L + 5.25,5.84,12/2024,2199.0,2221.0,0.1,1838.0,
848,Retail Stores - (continued),Vermont Aus Pty Ltd  (8)(9)(11),One stop,L + 5.25,5.84,12/2024,41.0,42.0,0.0,17.0,
849,Telecommunications,Telecommunications,One stop,,,,,,,,
850,Telecommunications,"NetMotion Wireless Holdings, Inc.  ^*#",One stop,L + 5.75(c),7.20,10/2021,11059.0,11214.0,0.6,10838.0,
851,Telecommunications,"NetMotion Wireless Holdings, Inc.  (5)",One stop,L + 5.75,N/A  (6),10/2021,0.0,0.0,0.0,,
852,Textiles and Leather,Textiles and Leather,One stop,,,,,,,,
853,Textiles and Leather,SHO Holding I Corporation  !~,Senior loan,L + 5.00(c),6.78,10/2022,4045.0,4034.0,0.1,3641.0,
854,Textiles and Leather,SHO Holding I Corporation,Senior loan,L + 4.00(a)(c),5.73,10/2022,48.0,46.0,0.0,48.0,
855,Textiles and Leather,SHO Holding I Corporation,Senior loan,L + 4.00(a)(c),5.00,10/2021,28.0,27.0,0.0,16.0,
856,Utilities,Utilities,Senior loan,,,,,,,,
857,Utilities,"Arcos, LLC  #~",One stop,L + 5.25(c),6.70,02/2021,14592.0,14783.0,0.7,14300.0,
858,Utilities,"Arcos, LLC  (5)",One stop,L + 5.25,N/A  (6),02/2021,0.0,0.0,0.0,,
859,Equity investments  (15)(16),Equity investments  (15)(16),One stop,,,,,,,,
860,Aerospace and Defense,Aerospace and Defense,One stop,,,,,,,,
861,Aerospace and Defense,NTS Technical Systems,Common Stock,No Value,No Value,No Value,2.0,1506.0,0.0,148.0,
862,Aerospace and Defense,NTS Technical Systems,Preferred stock,No Value,No Value,No Value,0.0,256.0,0.0,407.0,
863,Aerospace and Defense,NTS Technical Systems,Preferred stock,No Value,No Value,No Value,0.0,128.0,0.0,231.0,
864,Aerospace and Defense,Whitcraft LLC,Common Stock,No Value,No Value,No Value,11.0,2285.0,0.2,3607.0,
865,Automobile,Automobile,Common Stock,,,,,,,,
866,Automobile,"Grease Monkey International, LLC",LLC units,No Value,No Value,No Value,803.0,1304.0,0.1,1743.0,
867,Automobile,Polk Acquisition Corp.,LP interest,No Value,No Value,No Value,5.0,314.0,0.0,63.0,
868,Automobile,"Quick Quack Car Wash Holdings, LLC",LLC units,No Value,No Value,No Value,0.0,508.0,0.0,374.0,
869,"Beverage, Food and Tobacco","Beverage, Food and Tobacco",LLC units,,,,,,,,
870,"Beverage, Food and Tobacco","Benihana, Inc.",LLC units,No Value,No Value,No Value,43.0,699.0,0.1,641.0,
871,"Beverage, Food and Tobacco","C. J. Foods, Inc.",Preferred stock,No Value,No Value,No Value,0.0,75.0,0.0,505.0,
872,"Beverage, Food and Tobacco","Cafe Rio Holding, Inc.",Common Stock,No Value,No Value,No Value,5.0,603.0,0.0,594.0,
873,"Beverage, Food and Tobacco",Global ID Corporation,LLC interest,No Value,No Value,No Value,5.0,603.0,0.1,723.0,
874,"Beverage, Food and Tobacco","Hopdoddy Holdings, LLC",LLC units,No Value,No Value,No Value,44.0,217.0,0.0,79.0,
875,"Beverage, Food and Tobacco","Hopdoddy Holdings, LLC",LLC units,No Value,No Value,No Value,20.0,61.0,0.0,23.0,
876,"Beverage, Food and Tobacco","Mendocino Farms, LLC",Common Stock,No Value,No Value,No Value,169.0,770.0,0.0,714.0,
877,"Beverage, Food and Tobacco","Purfoods, LLC",LLC interest,No Value,No Value,No Value,736.0,1222.0,0.1,2252.0,
878,"Beverage, Food and Tobacco","Rubio's Restaurants, Inc.",Preferred stock,No Value,No Value,No Value,2.0,945.0,0.0,0.0,
879,"Beverage, Food and Tobacco","SSRG Holdings, LLC",LLC units,No Value,No Value,No Value,6.0,61.0,0.0,43.0,
880,"Beverage, Food and Tobacco",Wood Fired Holding Corp.,LLC units,No Value,No Value,No Value,437.0,444.0,0.0,345.0,
881,"Beverage, Food and Tobacco",Wood Fired Holding Corp.,LLC units,No Value,No Value,No Value,437.0,0.0,0.0,0.0,
882,Buildings and Real Estate,Buildings and Real Estate,LLC units,,,,,,,,
883,Buildings and Real Estate,"Brooks Equipment Company, LLC",Common Stock,No Value,No Value,No Value,10.0,1021.0,0.1,1940.0,
884,Buildings and Real Estate,Groundworks LLC,LLC units,No Value,No Value,No Value,0.0,121.0,0.0,85.0,
885,Buildings and Real Estate,"Paradigm DKD Group, LLC  #+!~",Preferred stock,No Value,No Value,No Value,354.0,115.0,0.0,0.0,
886,Buildings and Real Estate,"Paradigm DKD Group, LLC  #+!~",LLC units,No Value,No Value,No Value,71.0,0.0,0.0,0.0,
887,Buildings and Real Estate - (continued),Buildings and Real Estate - (continued),LLC units,,,,,,,,
888,Buildings and Real Estate - (continued),"Paradigm DKD Group, LLC  #+!~",LLC units,No Value,No Value,No Value,2004.0,0.0,0.0,0.0,
889,"Chemicals, Plastics and Rubber","Chemicals, Plastics and Rubber",LLC units,,,,,,,,
890,"Chemicals, Plastics and Rubber","Flexan, LLC",Preferred stock,No Value,No Value,No Value,0.0,137.0,0.0,113.0,
891,"Chemicals, Plastics and Rubber","Flexan, LLC",LLC interest,No Value,No Value,No Value,1.0,0.0,0.0,0.0,
892,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC,LLC units,No Value,No Value,No Value,0.0,124.0,0.0,26.0,
893,Diversified/Conglomerate Manufacturing,Diversified/Conglomerate Manufacturing,LLC units,,,,,,,,
894,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.",Preferred stock,No Value,No Value,No Value,1.0,372.0,0.0,14.0,
895,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.",LLC units,No Value,No Value,No Value,0.0,88.0,0.0,114.0,
896,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.",Preferred stock,No Value,No Value,No Value,0.0,20.0,0.0,38.0,
897,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.",Common Stock,No Value,No Value,No Value,1.0,0.0,0.0,0.0,
898,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",LP units,No Value,No Value,No Value,1.0,931.0,0.0,343.0,
899,Diversified/Conglomerate Service,Diversified/Conglomerate Service,LP units,,,,,,,,
900,Diversified/Conglomerate Service,"Accela, Inc.",LLC units,No Value,No Value,No Value,670.0,418.0,0.0,111.0,
901,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.,LLC units,No Value,No Value,No Value,97.0,604.0,0.1,681.0,
902,Diversified/Conglomerate Service,"Arctic Wolfs Networks, Inc. and Arctic Wolf Networks Canada, Inc.",Preferred stock,No Value,No Value,No Value,587.0,462.0,0.0,462.0,
903,Diversified/Conglomerate Service,"Astute Holdings, Inc.",LP interest,No Value,No Value,No Value,0.0,294.0,0.0,320.0,
904,Diversified/Conglomerate Service,"Calabrio, Inc.",Common Stock,No Value,No Value,No Value,26.0,205.0,0.0,224.0,
905,Diversified/Conglomerate Service,Centrify Corporation,LP interest,No Value,No Value,No Value,1.0,691.0,0.0,221.0,
906,Diversified/Conglomerate Service,Centrify Corporation,LP interest,No Value,No Value,No Value,263.0,0.0,0.0,0.0,
907,Diversified/Conglomerate Service,"Cloudbees, Inc.",Preferred stock,No Value,No Value,No Value,71.0,466.0,0.0,355.0,
908,Diversified/Conglomerate Service,"Cloudbees, Inc.",Warrant,No Value,No Value,No Value,93.0,181.0,0.0,192.0,
909,Diversified/Conglomerate Service,"Confluence Technologies, Inc.",LLC interest,No Value,No Value,No Value,3.0,412.0,0.0,498.0,
910,Diversified/Conglomerate Service,"Connexin Software, Inc.",LLC interest,No Value,No Value,No Value,154.0,192.0,0.0,182.0,
911,Diversified/Conglomerate Service,"Convercent, Inc.",Warrant,No Value,No Value,No Value,325.0,63.0,0.0,94.0,
912,Diversified/Conglomerate Service,"Digital Guardian, Inc.",Preferred stock,No Value,No Value,No Value,356.0,434.0,0.0,331.0,
913,Diversified/Conglomerate Service,"Digital Guardian, Inc.",Warrant,No Value,No Value,No Value,122.0,225.0,0.0,209.0,
914,Diversified/Conglomerate Service,"Digital Guardian, Inc.",Preferred stock,No Value,No Value,No Value,74.0,142.0,0.0,127.0,
915,Diversified/Conglomerate Service,"Digital Guardian, Inc.",Preferred stock,No Value,No Value,No Value,67.0,123.0,0.0,140.0,
916,Diversified/Conglomerate Service,"Digital Guardian, Inc.",Warrant,No Value,No Value,No Value,12.0,33.0,0.0,45.0,
917,Diversified/Conglomerate Service,DISA Holdings Acquisition Subsidiary Corp.,Common Stock,No Value,No Value,No Value,0.0,154.0,0.0,441.0,
918,Diversified/Conglomerate Service,EWC Growth Partners LLC,LLC interest,No Value,No Value,No Value,0.0,12.0,0.0,11.0,
919,Diversified/Conglomerate Service,"GS Acquisitionco, Inc.",LP interest,No Value,No Value,No Value,2.0,291.0,0.0,409.0,
920,Diversified/Conglomerate Service,"HealthcareSource HR, Inc.",LLC interest,No Value,No Value,No Value,0.0,621.0,0.1,783.0,
921,Diversified/Conglomerate Service,"HSI Halo Acquisition, Inc.",Preferred stock,No Value,No Value,No Value,0.0,288.0,0.0,250.0,
922,Diversified/Conglomerate Service,"HSI Halo Acquisition, Inc.",Preferred stock,No Value,No Value,No Value,0.0,0.0,0.0,0.0,
923,Diversified/Conglomerate Service,Hydraulic Authority III Limited  (8)(9)(10),Preferred stock,No Value,No Value,No Value,284.0,384.0,0.0,279.0,
924,Diversified/Conglomerate Service,Hydraulic Authority III Limited  (8)(9)(10),Common Stock,No Value,No Value,No Value,6.0,43.0,0.0,0.0,
925,Diversified/Conglomerate Service,Internet Truckstop Group LLC,LP interest,No Value,No Value,No Value,408.0,447.0,0.0,385.0,
926,Diversified/Conglomerate Service,"Kareo, Inc.",Warrant,No Value,No Value,No Value,53.0,162.0,0.0,3.0,
927,Diversified/Conglomerate Service,"Kareo, Inc.",Preferred stock,No Value,No Value,No Value,1.0,8.0,0.0,7.0,
928,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),Preferred stock,,,,,,,,
929,Diversified/Conglomerate Service - (continued),"Kareo, Inc.",Warrant,No Value,No Value,No Value,5.0,6.0,0.0,12.0,
930,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc.,LLC units,No Value,No Value,No Value,2.0,723.0,0.0,531.0,
931,Diversified/Conglomerate Service - (continued),"MetricStream, Inc.",Warrant,No Value,No Value,No Value,168.0,263.0,0.0,183.0,
932,Diversified/Conglomerate Service - (continued),"Namely, Inc.",Warrant,No Value,No Value,No Value,17.0,28.0,0.0,40.0,
933,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.,LP interest,No Value,No Value,No Value,1.0,1440.0,0.1,1333.0,
934,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.",LP interest,No Value,No Value,No Value,0.0,547.0,0.0,304.0,
935,Diversified/Conglomerate Service - (continued),"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",Warrant,No Value,No Value,No Value,4.0,9.0,0.0,9.0,
936,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",LLC units,No Value,No Value,No Value,63.0,766.0,0.1,965.0,
937,Diversified/Conglomerate Service - (continued),"PCS Intermediate II Holdings, LLC",LLC units,No Value,No Value,No Value,0.0,367.0,0.0,340.0,
938,Diversified/Conglomerate Service - (continued),"Personify, Inc.",LLC units,No Value,No Value,No Value,639.0,828.0,0.1,748.0,
939,Diversified/Conglomerate Service - (continued),"Pride Midco, Inc.",Preferred stock,No Value,No Value,No Value,2.0,2594.0,0.1,2574.0,
940,Diversified/Conglomerate Service - (continued),"Project Alpha Intermediate Holding, Inc.",Common Stock,No Value,No Value,No Value,1.0,964.0,0.1,1116.0,
