,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
704,Total non-controlled/non-affiliate company investments,,,,,,,,1592749,,,,1609411,,,169.8,,,,1627716,,,,,,,,,,,,,,,,,,,,,
705,Non-controlled affiliate company investments  (13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Debt investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,"Mining, Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,"Benetech, Inc.  *(8)",One stop,,L + 11.00,(a),,10.57 cash/2.00 PIK,08/2018,,,4393,,,,4391,,,0.4,,,,3954,,,,,,,,,,,,,,,,,,,
709,"Benetech, Inc.  (8)",One stop,,P + 9.75,(a)(e),,12.13 cash/2.00 PIK,08/2018,,214,,,214,,,-,,,101,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,4607,,,4605,,,0.4,,,4055,,,,,,,,,,,,,,,,,,,,,
711,Total non-controlled affiliate company debt investments,,,,,,,,4607,,,,4605,,,0.4,,,,4055,,,,,,,,,,,,,,,,,,,,,
712,Equity Investments  (10)(11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,"Mining, Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,"Benetech, Inc.  (8)",LLC interest,,No Value,,,No Value,,No Value,,56,,,,-,,,-,,,,10,,,,,,,,,,,,,,,,,,,
715,"Benetech, Inc.  (8)",LLC interest,,No Value,,,No Value,,No Value,,56,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,-,,,-,,,10,,,,,,,,,,,,,,,,,,,,,,
717,Total non-controlled affiliate company equity investments,,,,,,,,,,-,,,-,,,,10,,,,,,,,,,,,,,,,,,,,,,,
718,Total non-controlled affiliate company investments,,,,,,,,4607,,,,4605,,,0.4,,,,4065,,,,,,,,,,,,,,,,,,,,,
719,Controlled affiliate company investments  (14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Equity investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Senior Loan Fund LLC  (8)(15),LLC interest,,No Value,,,No Value,,No Value,,-,,,,93257,,,9.6,,,,91591,,,,,,,,,,,,,,,,,,,
723,Total controlled affiliate company equity investments,,,,,,,,,,93257,,,9.6,,,,91591,,,,,,,,,,,,,,,,,,,,,,,
724,Total investments,,,,,,,,1597356,,,,1707273,,,179.8,,,,1723372,,,,,,,,,,,,,,,,,,,,,
725,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
726,Cash and cash equivalents and restricted cash and cash equivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Cash and restricted cash,,,,,,,,,,,53678,,,5.7,,,,53678,,,,,,,,,,,,,,,,,,,,,,
728,BlackRock Liquidity Funds T-Fund Institutional Shares (CUSIP 09248U718),,,1.18  (16),,,,,,,23452,,,2.4,,,23452,,,,,,,,,,,,,,,,,,,,,,,,
729,Total cash and cash equivalents and restricted cash and cash equivalents,,,,,,77130,,,8.1,,,,77130,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Total investments and cash and cash equivalents and restricted cash and cash equivalents,,,,,,,,,1784403,,,187.9,,,,1800502,,,,,,,,,,,,,,,,,,,,,,,,
731,Portfolio  Company,,"Fair value as of September 30, 2017",,Purchases (cost),,Redemptions  (cost),,Transfer in (out),,Discount  accretion,,Net change in unrealized  gain/(loss),,"Fair value as of December 31, 2017",,Net realized gain/(loss),,Interest and  fee income,,Dividend  income,,,,,,,,,,,,,,,,,,,,
732,Senior Loan Fund LLC  (g),,,95015,,,,-,,,,"(4,200",,,,-,,,,-,,,,776,,,,91591,,,,-,,,,-,,,,1965,
733,Total Controlled Affiliates,,,95015,,,,-,,,,"(4,200",,,,-,,,,-,,,,776,,,,91591,,,,-,,,,-,,,,1965,
