,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
521,,"ADCS Clinics Intermediate Holdings, LLC*#!",One stop,,L + 5.75,(c)(d),,6.82,,05/2022,,42093,,,42632,,,2.0,,,39987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,"ADCS Clinics Intermediate Holdings, LLC*#",One stop,,L + 5.75,(c)(d),,6.82,,05/2022,,212,,,214,,,-,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,(a)(d),,6.79,,05/2022,,200,,,200,,,-,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,"ADCS Clinics Intermediate Holdings, LLC*",One stop,,L + 5.75,(c)(d),,6.82,,05/2022,,164,,,166,,,-,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,"ADCS Clinics Intermediate Holdings, LLC*#",One stop,,L + 5.75,(c)(d),,6.82,,05/2022,,62,,,63,,,-,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,"Advanced Pain Management Holdings, Inc.+(7)",Senior loan,,L + 5.00,(a),,6.25,,04/2020,,11433,,,6860,,,0.3,,,5817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,"Advanced Pain Management Holdings, Inc.(7)",Senior loan,,L + 8.50,(a),,9.75,,04/2020,,4082,,,7,,,-,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,"Advanced Pain Management Holdings, Inc.(7)",Senior loan,,L + 5.00,(a),,6.25,,04/2020,,928,,,557,,,-,,,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,"Advanced Pain Management Holdings, Inc.+(7)",Senior loan,,L + 5.00,(a),,6.25,,04/2020,,782,,,469,,,-,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,"Agilitas USA, Inc.*#",One stop,,L + 5.50,(c),,7.41,,04/2022,,10153,,,10191,,,0.5,,,9139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,"Agilitas USA, Inc.",One stop,,L + 5.50,(c),,7.04,,04/2022,,100,,,100,,,-,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,"Apothecary Products, LLC+",Senior loan,,L + 4.25,(c),,6.03,,07/2023,,2904,,,3028,,,0.1,,,2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,"Apothecary Products, LLC",Senior loan,,L + 4.25,(c),,5.25,,07/2023,,782,,,782,,,-,,,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,"Aris Teleradiology Company, LLC+(7)",Senior loan,,L + 5.50,(c)(d),,7.41,,03/2021,,5403,,,3236,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,"Aris Teleradiology Company, LLC(7)",Senior loan,,L + 5.50,(c)(d),,7.26,,03/2021,,1087,,,686,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,"Aris Teleradiology Company, LLC(7)",Senior loan,,L + 5.50,(c)(d),,7.41,,03/2021,,,320,,,,320,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,"Aspen Medical Products, LLC+~",One stop,,L + 5.25,(a),,6.88,,06/2025,,4555,,,4630,,,0.2,,,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,"Aspen Medical Products, LLC",One stop,,L + 5.25,(c),,6.50,,06/2025,,34,,,34,,,-,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,"Belmont Instrument, LLC+",Senior loan,,L + 4.75,(d),,5.82,,12/2023,,5283,,,5232,,,0.3,,,5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,"BIO18 Borrower, LLC!",One stop,,L + 5.25,(c),,7.03,,11/2024,,11131,,,11171,,,0.6,,,10908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,"BIO18 Borrower, LLC*",One stop,,L + 5.25,(c),,7.03,,11/2024,,3981,,,3945,,,0.2,,,3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,"BIO18 Borrower, LLC",One stop,,L + 5.25,(c),,6.55,,11/2024,,210,,,210,,,-,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,"BIO18 Borrower, LLC(5)",One stop,,L + 5.25,(c),,N/A(6),,11/2024,,-,,,(1),,,-,,,(18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,"BIOVT, LLC^*#",One stop,,L + 5.75,(a),,6.75,,01/2021,,34307,,,34700,,,1.7,,,33621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,"BIOVT, LLC#~",One stop,,L + 5.75,(a),,6.75,,01/2021,,2084,,,2135,,,0.1,,,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,"BIOVT, LLC*",One stop,,L + 5.75,(a),,6.75,,01/2021,,1956,,,2004,,,0.1,,,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,"BIOVT, LLC",One stop,,L + 5.75,(c),,6.87,,01/2021,,120,,,120,,,-,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,"BIOVT, LLC(5)",One stop,,L + 5.75,,,N/A(6),,01/2021,,-,,,-,,,-,,,(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,"Blades Buyer, Inc.+~",Senior loan,,L + 4.50,(c)(f),,6.00,,08/2025,,3839,,,3860,,,0.2,,,3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,"Blades Buyer, Inc.",Senior loan,,L + 4.50,(a),,5.50,,08/2025,,90,,,90,,,-,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,"Blades Buyer, Inc.(5)",Senior loan,,L + 4.50,,,N/A(6),,08/2025,,-,,,(6),,,-,,,(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,CMI Parent Inc.+~,Senior loan,,L + 4.25,(c),,5.95,,08/2025,,6667,,,6805,,,0.3,,,6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,CMI Parent Inc.,Senior loan,,L + 4.25,(a)(c),,5.25,,08/2025,,300,,,298,,,-,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,"CRH Healthcare Purchaser, Inc.+~",Senior loan,,L + 4.50,(c),,5.95,,12/2024,,13111,,,13290,,,0.6,,,12587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,"CRH Healthcare Purchaser, Inc.(5)",Senior loan,,L + 4.50,,,N/A(6),,12/2024,,-,,,(1),,,-,,,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,"CRH Healthcare Purchaser, Inc.(5)",Senior loan,,L + 4.50,,,N/A(6),,12/2024,,-,,,(2),,,-,,,(167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,"DCA Investment Holding, LLC^*#+",One stop,,L + 5.25,(d),,6.32,,07/2021,,31571,,,31913,,,1.5,,,28414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,"DCA Investment Holding, LLC^*#+!~",One stop,,L + 5.25,(d),,6.33,,07/2021,,27355,,,27774,,,1.3,,,24618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,"DCA Investment Holding, LLC*#",One stop,,L + 5.25,(d),,6.32,,07/2021,,8362,,,8540,,,0.4,,,7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,"DCA Investment Holding, LLC~",One stop,,L + 5.25,(d),,6.32,,07/2021,,4054,,,4175,,,0.2,,,3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,"DCA Investment Holding, LLC~",One stop,,L + 5.25,(d),,6.32,,07/2021,,3687,,,3798,,,0.2,,,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,"DCA Investment Holding, LLC",One stop,,L + 5.25,(a),,6.25,,07/2021,,2729,,,2725,,,0.1,,,2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,"DCA Investment Holding, LLC*~",One stop,,L + 5.25,(d),,6.32,,07/2021,,2524,,,2600,,,0.1,,,2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,"DCA Investment Holding, LLC#",One stop,,L + 5.25,(d),,6.32,,07/2021,,1256,,,1276,,,0.1,,,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,"DCA Investment Holding, LLC*~",One stop,,L + 5.25,(d),,6.32,,07/2021,,298,,,302,,,-,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,"DCA Investment Holding, LLC*~",One stop,,L + 5.25,(d),,6.32,,07/2021,,94,,,94,,,-,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,Deca Dental Management LLC^*#,One stop,,L + 6.00,(c),,7.45,,12/2021,,11231,,,11475,,,0.5,,,10109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,Deca Dental Management LLC#~,One stop,,L + 6.00,(c),,7.45,,12/2021,,1379,,,1408,,,0.1,,,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,Deca Dental Management LLC+~,One stop,,L + 6.00,(c),,7.45,,12/2021,,994,,,1016,,,-,,,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,Deca Dental Management LLC,One stop,,L + 6.00,(c),,7.45,,12/2021,,737,,,761,,,-,,,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,Deca Dental Management LLC,One stop,,L + 6.00,(c),,7.45,,12/2021,,100,,,101,,,-,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,Deca Dental Management LLC,One stop,,L + 6.00,,,N/A(6),,12/2021,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,Elite Dental Partners LLC*#,One stop,,L + 5.25,(d),,6.32,,06/2023,,14162,,,14033,,,0.6,,,11046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,Elite Dental Partners LLC,One stop,,L + 5.25,(d),,6.32,,06/2023,,1878,,,1866,,,0.1,,,1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,Elite Dental Partners LLC#,One stop,,L + 5.25,(d),,6.32,,06/2023,,1760,,,1749,,,0.1,,,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,Elite Dental Partners LLC+~,One stop,,L + 5.25,(d),,6.32,,06/2023,,1678,,,1669,,,0.1,,,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,Elite Dental Partners LLC#~,One stop,,L + 5.25,(d),,6.32,,06/2023,,1608,,,1599,,,0.1,,,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,Elite Dental Partners LLC,One stop,,L + 5.25,(c)(d),,6.32,,06/2023,,200,,,199,,,-,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,Elite Dental Partners LLC,One stop,,L + 5.25,(d),,6.32,,06/2023,,,19,,,,14,,,-,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,"ERG Buyer, LLC*#",One stop,,L + 5.50,(c),,6.95,,05/2024,,19231,,,19174,,,0.9,,,17308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,"ERG Buyer, LLC",One stop,,P + 4.50,(f),,7.75,,05/2024,,300,,,294,,,-,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,"ERG Buyer, LLC(5)",One stop,,L + 5.50,,,N/A(6),,05/2024,,-,,,(8),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,"eSolutions, Inc.^*#+!~",One stop,,L + 6.50,(a),,7.50,,03/2022,,73854,,,74780,,,3.7,,,72379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,"eSolutions, Inc.",One stop,,L + 6.50,(a),,7.50,,03/2022,,150,,,150,,,-,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,Excelligence Learning Corporation^#,One stop,,L + 6.00,(a)(c),,7.07,,04/2023,,10143,,,9833,,,0.4,,,7608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,Eyecare Services Partners Holdings LLC+,One stop,,L + 6.25,(c),,7.70,,05/2023,,18322,,,18429,,,0.9,,,16856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,Eyecare Services Partners Holdings LLC*,One stop,,L + 6.25,(c),,7.70,,05/2023,,8036,,,8187,,,0.4,,,7393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,Eyecare Services Partners Holdings LLC*#,One stop,,L + 6.25,(c),,7.70,,05/2023,,7038,,,7178,,,0.3,,,6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,Eyecare Services Partners Holdings LLC*+,One stop,,L + 6.25,(c),,7.70,,05/2023,,2403,,,2450,,,0.1,,,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,Eyecare Services Partners Holdings LLC,One stop,,L + 6.25,(c),,7.70,,05/2023,,2088,,,2120,,,0.1,,,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,Eyecare Services Partners Holdings LLC*,One stop,,L + 6.25,(c),,7.70,,05/2023,,1542,,,1573,,,0.1,,,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,Eyecare Services Partners Holdings LLC*#,One stop,,L + 6.25,(c),,7.70,,05/2023,,1141,,,1163,,,0.1,,,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,Eyecare Services Partners Holdings LLC*#,One stop,,L + 6.25,(c),,7.70,,05/2023,,1004,,,1025,,,0.1,,,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,Eyecare Services Partners Holdings LLC*+,One stop,,L + 6.25,(c),,7.70,,05/2023,,649,,,659,,,-,,,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,Eyecare Services Partners Holdings LLC,One stop,,L + 6.25,(c),,7.87,,05/2023,,400,,,398,,,-,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.~(8)(9)(14)",One stop,,L + 4.50,,,6.24,,03/2027,,11891,,,11773,,,0.5,,,10185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.(5)(8)(9)(14)",One stop,,L + 4.50,,,N/A(6),,03/2027,,-,,,(3),,,-,,,(18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.(5)(8)(14)",One stop,,L + 4.50,,,N/A(6),,03/2027,,-,,,(1),,,-,,,(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,"G & H Wire Company, Inc.^#&",One stop,,L + 5.50,(a),,6.50,,09/2023,,11207,,,11206,,,0.5,,,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,"G & H Wire Company, Inc.",One stop,,L + 5.50,(c),,6.56,,09/2022,,140,,,140,,,-,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,"Immucor, Inc.+",Senior loan,,L + 5.00,(c),,6.45,,06/2021,,3576,,,3631,,,0.2,,,3138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,"Joerns Healthcare, LLC^*",One stop,,L + 6.00,(c),,7.12,,08/2024,,1873,,,1820,,,0.1,,,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,"Joerns Healthcare, LLC^*",One stop,,L + 6.00,(c),,7.12,,08/2024,,1800,,,1769,,,0.1,,,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,"Katena Holdings, Inc.^#",One stop,,L + 6.00,(d),,7.07,,06/2021,,12796,,,12912,,,0.6,,,12028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,"Katena Holdings, Inc.^#",One stop,,L + 6.00,(d),,7.07,,06/2021,,1250,,,1261,,,0.1,,,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,"Katena Holdings, Inc.+",One stop,,L + 6.00,(d),,7.07,,06/2021,,934,,,927,,,-,,,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,"Katena Holdings, Inc.#",One stop,,L + 6.00,(d),,7.07,,06/2021,,855,,,863,,,-,,,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,"Katena Holdings, Inc.",One stop,,L + 6.00,(a)(f),,7.36,,06/2021,,200,,,201,,,-,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,"Krueger-Gilbert Health Physics, LLC!~",Senior loan,,L + 5.25,(c),,6.70,,05/2025,,2371,,,2357,,,0.1,,,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,"Krueger-Gilbert Health Physics, LLC!",Senior loan,,L + 5.25,(c),,6.70,,05/2025,,1119,,,1162,,,0.1,,,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,"Krueger-Gilbert Health Physics, LLC",Senior loan,,L + 5.25,(c),,6.70,,05/2025,,420,,,418,,,-,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,"Krueger-Gilbert Health Physics, LLC",Senior loan,,L + 5.25,(c),,6.48,,05/2025,,50,,,50,,,-,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,"Lombart Brothers, Inc.^*#~",One stop,,L + 6.25,(c),,7.70,,04/2023,,29106,,,29481,,,1.4,,,28230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,"Lombart Brothers, Inc.^#(8)(9)",One stop,,L + 6.25,(c),,7.70,,04/2023,,3133,,,3174,,,0.2,,,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,"Lombart Brothers, Inc.",One stop,,L + 6.25,(c),,7.25,,04/2023,,280,,,279,,,-,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,"Lombart Brothers, Inc.(8)(9)",One stop,,L + 6.25,(a)(c),,7.25,,04/2023,,50,,,49,,,-,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,"MD Now Holdings, Inc.+!",One stop,,L + 5.00,(d),,6.07,,08/2024,,14616,,,14792,,,0.7,,,14032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,"MD Now Holdings, Inc.",One stop,,L + 5.00,(d),,6.07,,08/2024,,622,,,621,,,-,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,"MD Now Holdings, Inc.",One stop,,L + 5.00,(c),,6.45,,08/2024,,300,,,299,,,-,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,"MWD Management, LLC & MWD Services, Inc.#+",One stop,,L + 5.25,(c),,6.70,,06/2023,,7053,,,7040,,,0.3,,,6488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,"MWD Management, LLC & MWD Services, Inc.^#",One stop,,L + 5.25,(c),,6.70,,06/2023,,4540,,,4633,,,0.2,,,4177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,"MWD Management, LLC & MWD Services, Inc.",One stop,,L + 5.25,(c),,6.36,,06/2022,,,160,,,,159,,,-,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,"MWD Management, LLC & MWD Services, Inc.(5)",One stop,,L + 5.25,,,N/A(6),,06/2023,,-,,,-,,,-,,,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,"Oliver Street Dermatology Holdings, LLC#(7)",One stop,,L + 6.25,(c),,7.70,,05/2022,,19295,,,17731,,,0.5,,,10062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,"Oliver Street Dermatology Holdings, LLC*#(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,2239,,,1926,,,0.1,,,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,"Oliver Street Dermatology Holdings, LLC(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,2122,,,1941,,,0.1,,,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,"Oliver Street Dermatology Holdings, LLC^+(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,1606,,,1382,,,-,,,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,"Oliver Street Dermatology Holdings, LLC*+(7)",One stop,,L + 6.25,(c),,7.70,,05/2022,,1419,,,1220,,,-,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,"Oliver Street Dermatology Holdings, LLC*+(7)",One stop,,L + 6.25,(c),,7.70,,05/2022,,1235,,,1063,,,-,,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,"Oliver Street Dermatology Holdings, LLC^+(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,962,,,828,,,-,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,"Oliver Street Dermatology Holdings, LLC*+(7)",One stop,,L + 6.25,(c),,7.70,,05/2022,,834,,,717,,,-,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,515,,,442,,,-,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,"Oliver Street Dermatology Holdings, LLC(7)",One stop,,L + 6.25,(c)(f),,8.19,,05/2022,,290,,,267,,,-,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,"Oliver Street Dermatology Holdings, LLC^#(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,98,,,89,,,-,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,"Oliver Street Dermatology Holdings, LLC*#(7)",One stop,,L + 6.25,(c),,7.70,,05/2022,,88,,,81,,,-,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,"Oliver Street Dermatology Holdings, LLC^#(7)",One stop,,L + 6.25,(c),,7.70,,05/2022,,70,,,63,,,-,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,"Oliver Street Dermatology Holdings, LLC^#(7)",One stop,,L + 6.25,(c),,7.70,,05/2022,,62,,,59,,,-,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,"ONsite Mammography, LLC~",One stop,,L + 6.00,(d),,7.07,,11/2023,,7688,,,7730,,,0.4,,,7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,"ONsite Mammography, LLC",One stop,,L + 6.00,(a),,7.00,,11/2023,,80,,,82,,,-,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
