,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,,
912,,,"Limited partnership interests (96,939,151.71 interests)",,10/8/2021,96.9,,,96.9,,,,,
914,"North Haven Falcon Buyer, LLC and North Haven Falcon Holding Company, LLC (16)",Manufacturer of aftermarket golf cart parts and accessories,First lien senior secured loan ($22.3 par due 5/2027),7.00% (Libor + 6.00%/Q),5/19/2021,22.3,,,22.1,,(2)(12),,,
915,,,"Class A units (50,000 units)",,5/19/2021,5.0,,,4.1,,,,,
917,Reddy Ice LLC (16),Packaged ice manufacturer and distributor,First lien senior secured revolving loan,-%,7/1/2019,0,,,0,,(14),,,
918,,,First lien senior secured loan ($61.9 par due 7/2025),7.50% (Libor + 6.50%/Q),7/1/2019,61.9,,,61.9,,(12),,,
919,,,First lien senior secured loan ($4.3 par due 7/2025),7.50% (Libor + 6.50%/B),11/16/2020,4.3,,,4.3,,(2)(12),,,
920,,,First lien senior secured loan ($13.0 par due 7/2025),7.50% (Libor + 6.50%/B),10/20/2021,13.0,,,13.0,,(2)(12),,,
922,SCIH Salt Holdings Inc. (16),Salt and packaged ice melt manufacturer and distributor,First lien senior secured revolving loan ($2.1 par due 3/2025),5.00% (Libor + 4.00%/M),3/16/2020,2.0,,,1.9,,(2)(12)(15),,,
923,"US Salt Investors, LLC and Emerald Lake Pearl Acquisition-A, L.P. (16)","Producer and packager of compressed, household, and packaged salt",First lien senior secured loan ($40.1 par due 7/2028),6.25% (Libor + 5.50%/Q),7/19/2021,40.1,,,39.7,,(2)(12),,,
924,,,Limited partner interests (0.4% interest),,7/19/2021,0.8,,,0.8,,(2),,,
926,,,,,,563.1,,,562.2,,,6.34%,,
928,Aventine Intermediate LLC & Aventine Holdings II LLC (16),Media and production company,First lien senior secured loan ($6.6 par due 6/2027),6.75% (Libor + 6.00%/Q),12/22/2021,6.6,,,6.5,,(2)(12),,,
929,,,Senior subordinated loan ($35.6 par due 12/2030),10.25%,12/22/2021,35.6,,,35.3,,(2),,,
931,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0,,,0,,(2),,,
932,"Global Music Rights, LLC (16)",Music right management company,First lien senior secured loan ($22.3 par due 8/2028),6.50% (Libor + 5.75%/Q),8/27/2021,22.3,,,22.1,,(2)(12),,,
933,Miami Beckham United LLC,American professional soccer club,"Class A preferred units (85,000 units)",8.50% PIK,9/17/2021,87.1,,,87.1,,,,,
934,"MMax Investment Partners, Inc. (d/b/a Professional Fighters League) and PFL MMA, Inc.",Mixed martial arts league,First lien senior secured loan ($15.4 par due 1/2026),10.00% PIK,1/20/2021,14.0,,,13.9,,(2),,,
935,,,"Warrant to purchase up to 3,223,122 shares of common stock (expires 1/2027)",,1/20/2021,1.7,,,1.9,,(2),,,
937,OUTFRONT Media Inc.,Provider of out-of-home advertising,"Series A convertible perpetual preferred stock(25,000 shares)",7.00%,4/20/2020,25.0,,,44.4,,(2)(6),,,
939,Padres L.P. (16),Sports and entertainment,First lien senior secured loan ($92.8 par due 3/2027),6.00% (Libor + 5.00%/M),3/18/2021,92.8,,,92.8,,(2)(12),,,
940,"Production Resource Group, L.L.C. and PRG III, LLC (4)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($15.0 par due 8/2024),6% (Libor + 1.90% Cash + 3.10% PIK/Q),7/31/2020,14.9,,,15.0,,(2)(12),,,
941,,,First lien senior secured loan ($34.9 par due 8/2024),9.75% PIK (Libor + 8.5%/Q),8/21/2018,34.9,,,34.9,,(2)(12),,,
942,,,First lien senior secured loan ($0.8 par due 8/2024),8.5% (Libor + 5.00% Cash + 2.50% PIK/Q),6/22/2021,0.8,,,0.8,,(2)(12),,,
943,,,First lien senior secured loan ($5.0 par due 8/2024),6% PIK (Libor + 5%/Q),8/5/2021,5.0,,,5.0,,(2)(12),,,
944,,,"Class A units (113,617 units)",,10/6/2020,4.9,,,0.6,,(2),,,
946,Storm Investment S.a.r.l.,Spanish soccer club,First lien senior secured loan ($70.2 par due 6/2029),3.88% (Euribor + 3.75%/A),6/24/2021,73.6,,,70.3,,(2)(6),,,
947,,,"Class A redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
948,,,"Class B redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
949,,,"Class C redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
950,,,"Class D redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
951,,,"Class E redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
952,,,"Class F redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
953,,,"Class G redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
954,,,"Class H redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
955,,,"Class I redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.5,,(2)(6),,,
956,,,"Ordinary shares (3,958 shares)",,6/24/2021,0,,,0,,(2)(6),,,
958,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",,9/29/2006,1.1,,,2.9,,(2),,,
959,,,"Common stock (15,393 shares)",,9/29/2006,0,,,1.2,,(2),,,
961,,,,,,434.7,,,448.2,,,5.05%,,
963,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",,8/19/2015,0.1,,,0.2,,(2),,,
964,,,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",,8/19/2015,7.4,,,18.9,,(2),,,
966,"Berner Food & Beverage, LLC (16)",Supplier of dairy-based food and beverage products,First lien senior secured revolving loan ($0.4 par due 7/2026),8.75% (Base Rate + 5.50%/Q),7/30/2021,0.4,,,0.4,,(2)(12),,,
967,,,First lien senior secured revolving loan ($0.3 par due 7/2026),7.50% (Libor + 6.50%/Q),7/30/2021,0.3,,,0.3,,(2)(12),,,
969,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(16)",Health food company,First lien senior secured revolving loan ($1.7 par due 12/2025),7.25% (Libor + 6.25%/Q),3/11/2019,1.7,,,1.6,,(2)(12),,,
970,,,First lien senior secured loan ($39.4 par due 12/2025),7.25% (Libor + 6.25%/Q),12/28/2020,39.4,,,37.4,,(12),,,
971,,,"Common units (14,850 units)",,3/11/2019,11.5,,,8.8,,(2),,,
973,CHG PPC Parent LLC & PPC CHG Blocker LLC,Diversified food products manufacturer,Second lien senior secured loan ($94.6 par due 12/2029),7.25% (Libor + 6.75%/M),12/8/2021,94.6,,,93.7,,(2)(12),,,
975,,,Common units (58.56 units),,12/10/2021,3.0,,,3.0,,(2),,,
977,"Florida Food Products, LLC",Provider of plant extracts and juices,First lien senior secured loan ($4.3 par due 10/2028),5.75% (Libor + 5.00%/M),10/18/2021,4.3,,,4.3,,(2)(12),,,
978,,,Second lien senior secured loan ($71.8 par due 10/2029),8.75% (Libor + 8.00%/Q),10/18/2021,71.8,,,71.1,,(2)(12),,,
980,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",,5/13/2015,2.9,,,0,,(2),,,
981,,,"Class A common units (60,000 units)",,5/13/2015,0.1,,,0,,(2),,,
982,,,Class B common units (0.26 units),,5/13/2015,0,,,0,,(2),,,
984,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,First lien senior secured loan ($29.1 par due 8/2025),4.75% (Libor + 3.75%/M),1/24/2020,28.9,,,27.6,,(12),,,
985,,,Second lien senior secured loan ($35.7 par due 8/2026),8.75% (Libor + 7.75%/M),8/24/2018,35.7,,,32.0,,(2)(12),,,
987,"Manna Pro Products, LLC (16)",Manufacturer and supplier of specialty nutrition and care products for animals,First lien senior secured revolving loan ($1.9 par due 12/2026),7.00% (Libor + 6.00%/M),12/10/2020,1.9,,,1.9,,(2)(12),,,
988,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),,12/22/2016,12.5,,,19.0,,(2)(6),,,
989,"Teasdale Foods, Inc. and Familia Group Holdings Inc.","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured loan ($78.3 par due 12/2025),8.00% (Libor + 6.60% Cash + .40 PIK/Q),12/18/2020,78.3,,,73.6,,(2)(12),,,
990,,,"Warrant to purchase up to 57,827 shares of common stock (expires 2/2034)",,2/4/2019,0,,,0,,(2),,,
992,"Triton Water Holdings, Inc.",Producer and provider of bottled water brands,First lien senior secured loan ($1.0 par due 3/2028),4.00% (Libor + 3.50%/Q),3/17/2021,1.0,,,1.0,,(2)(12)(19),,,
993,,,Senior subordinated loan ($0.1 par due 4/2029),6.25%,3/17/2021,0.1,,,0.1,,(2)(19),,,
995,"Watermill Express, LLC and Watermill Express Holdings, LLC (16)",Owner and operator of self-service water and ice stations,First lien senior secured revolving loan,-%,4/20/2021,0,,,0,,(14),,,
996,,,First lien senior secured loan ($19.4 par due 4/2027),6.25% (Libor + 5.25%/Q),4/20/2021,19.4,,,19.4,,(12),,,
997,,,"Class A units (282,200 units)",8.00% PIK,4/20/2021,3.0,,,2.7,,,,,
999,"Winebow Holdings, Inc. and The Vintner Group, Inc.",Importer and distributor of wine,First lien senior secured loan ($28.3 par due 7/2025),7.25% (Libor + 6.25%/M),4/19/2021,28.3,,,28.3,,(12),,,
1000,,,,,,446.6,,,445.3,,,5.02%,,
1002,ASP-r-pac Acquisition Co LLC and ASP-r-pac Holdings LP (16),Manufacturer and supplier of printed packaging and trimmings,First lien senior secured revolving loan ($1.2 par due 12/2027),6.75% (Libor + 6.00%/Q),12/29/2021,1.2,,,1.2,,(2)(12),,,
1003,,,First lien senior secured loan ($46.3 par due 12/2027),6.75% (Libor + 6.00%/Q),12/29/2021,46.3,,,45.8,,(2)(12),,,
1004,,,"Class A units (195,990 units)",,12/29/2021,19.6,,,19.6,,(2),,,
1006,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock (expires 3/2023)",,3/28/2013,0,,,0,,,,,
1007,"Halex Holdings, Inc. (5)",Manufacturer of flooring installation products,"Common stock (51,853 shares)",,1/3/2017,0,,,0,,,,,
1008,"H-Food Holdings, LLC and Matterhorn Parent, LLC",Food contract manufacturer,First lien senior secured loan ($75.0 par due 5/2025),6.00% (Libor + 5.00%/M),12/29/2021,74.6,,,75.0,,(2)(12),,,
1009,,,Second lien senior secured loan ($73.0 par due 3/2026),7.10% (Libor + 7.00%/M),11/25/2018,73.0,,,73.0,,(2),,,
1010,,,"Common units (5,827 units)",,11/25/2018,5.8,,,6.8,,,,,
1012,IntraPac International LLC and IntraPac Canada Corporation (16),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan ($6.2 par due 1/2025),6.25% (Libor + 5.50%/Q),1/11/2019,6.2,,,6.2,,(2)(6)(12),,,
1014,,,First lien senior secured loan ($14.8 par due 1/2026),6.25% (Libor + 5.50%/Q),1/11/2019,14.8,,,14.8,,(6)(12),,,
1015,,,First lien senior secured loan ($10.8 par due 1/2026),6.25% (Libor + 5.50%/Q),6/4/2021,10.8,,,10.8,,(2)(6)(12),,,
1017,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (16)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured revolving loan ($0.2 par due 7/2024),5.25% (Libor + 4.25%/Q),7/2/2019,0.2,,,0.2,,(2)(6)(12),,,
1018,,,First lien senior secured loan ($15.0 par due 7/2026),5.25% (Libor + 4.25%/Q),7/2/2019,15.0,,,15.0,,(6)(12),,,
1019,,,First lien senior secured loan ($5.2 par due 7/2026),4.50% (Euribor + 4.50%/Q),7/2/2019,5.1,,,5.2,,(2)(6),,,
1020,,,First lien senior secured loan ($24.4 par due 7/2026),4.50% (Euribor + 4.50%/Q),8/8/2019,24.0,,,24.4,,(2)(6),,,
1021,,,"Class A units (6,762,668 units)",,7/2/2019,6.8,,,7.1,,(2)(6),,,
1023,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,First lien senior secured loan ($23.9 par due 12/2026),6.75% (Libor + 5.75%/Q),12/1/2020,23.9,,,23.9,,(12),,,
1024,,,"Class A preferred units (4,772 units)",10.00% PIK,12/1/2020,5.2,,,6.3,,(2),,,
1025,,,"Class C units (4,772 units)",,12/1/2020,0,,,0,,(2),,,
1027,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,Second lien senior secured loan ($55.0 par due 12/2026),8.00% (Libor + 7.00%/Q),12/14/2018,55.0,,,55.0,,(2)(12),,,
1028,,,"Co-Invest units (5,969 units)",,12/14/2018,0.6,,,0.9,,(2),,,
1030,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares (11.4764 shares),,8/24/2018,1.1,,,1.2,,(2),,,
1031,,,,,,389.2,,,392.4,,,4.43%,,
1033,"Abzena Holdings, Inc. and Astro Group Holdings Ltd. (16)","Organization providing discovery, development and manufacturing services to the pharmaceutical and biotechnology industries",First lien senior secured loan ($13.7 par due 5/2026),10.50% (Libor + 9.50%/Q),5/7/2021,13.7,,,13.7,,(2)(12),,,
1034,,,First lien senior secured loan ($30.5 par due 5/2026),11.50% (Libor + 4.75% Cash + 5.75% PIK/Q),5/7/2021,30.5,,,30.5,,(2)(12),,,
1035,,,"Class A ordinary shares (1,237,500 shares)",,5/7/2021,2.5,,,2.8,,(2),,,
1037,"Alcami Corporation and ACM Holdings I, LLC (16)",Outsourced drug development services provider,First lien senior secured loan ($29.2 par due 7/2025),4.39% (Libor + 4.25%/B),7/12/2018,29.1,,,28.0,,,,,
1038,,,Second lien senior secured loan ($77.5 par due 7/2026),8.14% (Libor + 8.00%/B),7/12/2018,77.1,,,69.0,,(2),,,
1039,,,"Common units (3,663,533 units)",,7/12/2018,35.0,,,19.5,,(2),,,
1041,"Cobalt Buyer Sub, Inc., Cobalt Holdings I, LP, and Cobalt Intermediate I, Inc. (16)",Provider of biological products to life science and pharmaceutical companies,First lien senior secured revolving loan ($0.6 par due 10/2027),6.00% (Libor + 5.25%/M),10/1/2021,0.6,,,0.6,,(2)(12),,,
1042,,,First lien senior secured loan ($29.1 par due 10/2028),6.00% (Libor + 5.25%/Q),10/1/2021,29.1,,,28.8,,(2)(12),,,
1043,,,"Series A preferred shares (60,235.91 shares)",10.75% (Libor + 10.00%/Q),10/1/2021,60.2,,,60.2,,(2)(12),,,
1044,,,"Preferred units (3,019.50 units)",8.00% PIK,10/1/2021,3.1,,,0.3,,(2),,,
1045,,,"Class A common units (30,500 units)",,10/1/2021,0,,,2.8,,(2),,,
1048,"NMC Skincare Intermediate Holdings II, LLC (16)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan ($6.2 par due 10/2024),6.00% (Libor + 5.00%/M),10/31/2018,6.2,,,6.1,,(2)(12),,,
1049,,,First lien senior secured loan ($24.2 par due 10/2024),6.00% (Libor + 5.00%/M),10/31/2018,24.2,,,23.9,,(12),,,
1050,,,First lien senior secured loan ($8.1 par due 10/2024),6.00% (Libor + 5.00%/M),10/31/2018,8.1,,,8.1,,(12),,,
1052,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P. (16)",Contract research organization providing research and development and testing of medical devices,First lien senior secured loan ($48.0 par due 9/2027),6.50% (Libor + 5.75%/Q),9/15/2020,48.0,,,48.0,,(12),,,
1053,,,First lien senior secured loan ($2.6 par due 9/2027),6.50% (Libor + 5.75%/Q),2/26/2021,2.6,,,2.6,,(12),,,
1054,,,First lien senior secured loan ($0.1 par due 9/2027),6.50% (Libor + 5.75%/Q),9/13/2021,0.1,,,0.1,,(2)(12),,,
1055,,,"Class A preferred units (13,528 units)",8.00% PIK,9/15/2020,14.9,,,32.8,,(2),,,
1057,TerSera Therapeutics LLC (16),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured revolving loan,-%,11/20/2019,0,,,0,,(14),,,
1058,,,First lien senior secured loan ($5.1 par due 3/2025),6.60% (Libor + 5.60%/Q),5/3/2017,5.0,,,5.1,,(12),,,
1059,,,First lien senior secured loan ($2.1 par due 3/2025),6.60% (Libor + 5.60%/Q),9/27/2018,2.1,,,2.1,,(12),,,
1060,,,First lien senior secured loan ($1.8 par due 3/2025),6.60% (Libor + 5.60%/Q),4/1/2019,1.8,,,1.8,,(12),,,
1062,Vertice Pharma UK Parent Limited,Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.3,,,0,,(6),,,
1063,,,,,,394.2,,,386.8,,,4.36%,,
1065,"Birch Permian, LLC",Operator of private exploration oil and production company,Second lien senior secured loan ($75.7 par due 4/2023),9.50% (Libor + 8.00%/Q),4/12/2019,75.5,,,75.7,,(2)(12),,,
1066,"Cheyenne Petroleum Company Limited Partnership, CPC 2001 LLC and Mill Shoals LLC",Private oil exploration and production company,Second lien senior secured loan ($63.1 par due 1/2024),10.00% (Libor + 9.00%/Q),7/10/2019,63.1,,,63.1,,(2)(12),,,
1067,"Halcon Holdings, LLC (16)","Operator of development, exploration, and production oil company",First lien senior secured loan ($19.0 par due 11/2025),7.17% (Libor + 7.00%/M),11/24/2021,18.7,,,18.9,,(2),,,
1068,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,First lien senior secured loan ($2.7 par due 10/2023),11.00% (Libor + 9.00%/Q),9/19/2019,2.7,,,2.7,,(2)(12),,,
1069,,,First lien senior secured loan ($38.3 par due 10/2023),10.00% (Libor + 8.00%/Q),9/19/2019,38.3,,,38.3,,(2)(12),,,
1070,,,"Preferred units (21,667 units)",0.08,10/26/2018,24.9,,,27.4,,,,,
1072,Sundance Energy Inc. (4),Oil and gas producer,"Common stock (157,970 shares)",,4/23/2021,69.8,,,68.6,,(2),,,
1073,"VPROP Operating, LLC and V SandCo, LLC (5)(16)",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($7.0 par due 11/2024),11.00% PIK (Libor + 9.50%/M),11/6/2020,7.0,,,7.0,,(2)(12),,,
1074,,,First lien senior secured loan ($5.5 par due 11/2024),11.00% PIK (Libor + 9.50%/M),6/12/2020,5.5,,,5.5,,(2)(12),,,
1075,,,First lien senior secured loan ($25.1 par due 11/2024),11.00% PIK (Libor + 9.50%/M),3/1/2017,25.1,,,25.1,,(2)(12),,,
1076,,,"Class A units (347,900 units)",,11/6/2020,32.8,,,39.9,,(2),,,
1078,,,,,,363.4,,,372.2,,,4.20%,,
1080,"Balrog Acquisition, Inc., Balrog Topco, Inc. and Balrog Parent, L.P.",Manufacturer and distributor of specialty bakery ingredients,Second lien senior secured loan ($29.5 par due 9/2029),7.50% (Libor + 7.00%/Q),9/3/2021,29.5,,,29.4,,(2)(12),,,
1081,,,"Class A preferred units (5,484 units)",8.00% PIK,9/3/2021,5.6,,,5.5,,(2),,,
1082,,,"Series A preferred shares (21,921 shares)",11.00% PIK,9/3/2021,22.7,,,22.7,,(2),,,
1085,"Continental Cafe, LLC and Infinity Ovation Yacht Charters, LLC (16)",Diversified contract food service provider,First lien senior secured loan ($15.7 par due 11/2027),8.00% (Libor + 7.00%/Q),11/30/2021,15.7,,,15.5,,(2)(12),,,
1086,"DecoPac, Inc. and KCAKE Holdings Inc. (16)",Supplier of cake decorating solutions and products to in-store bakeries,First lien senior secured revolving loan ($2.4 par due 5/2026),7.00% (Libor + 6.00%/M),5/14/2021,2.4,,,2.4,,(2)(12),,,
1087,,,First lien senior secured loan ($148.5 par due 5/2028),9.00% (Libor + 6.00% Cash + 2.00% PIK/Q),5/14/2021,148.5,,,148.5,,(2)(12),,,
1088,,,"Common stock (9,599 shares)",,5/14/2021,9.6,,,10.0,,(2),,,
1090,"FS Squared Holding Corp. and FS Squared, LLC (16)",Provider of on-site vending and micro market solutions,First lien senior secured revolving loan,-%,3/28/2019,0,,,0,,(14),,,
1091,,,First lien senior secured loan ($0.1 par due 3/2025),5.36% (Libor + 5.25%/M),3/28/2019,0.1,,,0.1,,(2),,,
1092,,,"Class A units (113,219 units)",,3/28/2019,11.1,,,19.2,,(2),,,
1094,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",,11/16/2015,5.0,,,7.7,,(2),,,
1095,SFE Intermediate Holdco LLC (16),Provider of outsourced foodservice to K-12 school districts,First lien senior secured loan ($10.1 par due 7/2024),5.75% (Libor + 4.75%/Q),9/5/2018,10.1,,,10.1,,(12),,,
1096,,,First lien senior secured loan ($6.3 par due 7/2024),5.75% (Libor + 4.75%/Q),7/31/2017,6.3,,,6.3,,(12),,,
1098,"VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",,6/9/2017,2.8,,,0.4,,,,,
1099,,,,,,269.4,,,277.8,,,3.13%,,
1101,Chariot Buyer LLC (16),Provider of smart access solutions across residential and commercial properties,First lien senior secured revolving loan ($0.2 par due 11/2026),5.75% (Base Rate + 2.50%/M),11/3/2021,0.2,,,0.2,,(2),,,
1102,,,First lien senior secured revolving loan ($2.5 par due 11/2026),3.60% (Libor + 3.50%/M),11/3/2021,2.5,,,2.5,,(2),,,
1103,,,Second lien senior secured loan ($134.4 par due 11/2029),7.50% (Libor + 6.75%/M),11/3/2021,134.4,,,133.0,,(2)(12),,,
1105,"Everspin Technologies, Inc.",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",,10/7/2016,0.4,,,0,,(2),,,
1106,Micromeritics Instrument Corp. (16),Scientific instrument manufacturer,First lien senior secured revolving loan,-%,12/18/2019,0,,,0,,(14),,,
1107,,,First lien senior secured loan ($32.0 par due 12/2025),6.00% (Libor + 5.00%/Q),12/18/2019,32.0,,,32.0,,(12),,,
1109,"Repairify, Inc. and Repairify Holdings, LLC (16)",Provider of automotive diagnostics scans and solutions,"Class A common units (163,820 units)",,6/14/2021,4.9,,,4.8,,(2),,,
1110,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (16)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured loan ($18.2 par due 2/2026),6.75% (Libor + 5.75%/Q),2/27/2020,18.2,,,18.2,,(12),,,
1111,,,First lien senior secured loan ($9.5 par due 2/2026),6.75% (Libor + 5.75%/Q),11/18/2021,9.5,,,9.5,,(2)(12),,,
1112,,,"Limited partnership interests (17,655 interests)",,2/27/2020,1.8,,,2.8,,(2),,,
1114,,,,,,203.9,,,203.0,,,2.29%,,
1116,"Commercial Trailer Leasing, Inc. (16)",Trailer leasing company,First lien senior secured loan ($92.8 par due 1/2026),7.25% (Libor + 6.25%/Q),1/19/2021,92.8,,,92.8,,(2)(12),,,
1117,,,Second lien senior secured loan ($19.9 par due 1/2027),13.00%,1/19/2021,19.9,,,19.9,,(2),,,
1120,"Shur-Co Acquisition, Inc. and Shur-Co HoldCo, Inc. (16)","Provider of tarp systems and accessories for trucks, trailers, carts, and specialty equipment used in the agriculture, construction and flatbed markets",First lien senior secured revolving loan ($1.0 par due 6/2027),7.00% (Libor + 6.00%/Q),6/30/2021,1.0,,,1.0,,(2)(12),,,
1121,,,First lien senior secured loan ($27.0 par due 6/2027),7.00% (Libor + 6.00%/Q),6/30/2021,27.0,,,27.0,,(12),,,
1122,,,"Common stock (7,598,999 shares)",,6/30/2021,7.6,,,8.9,,(2),,,
1124,,,,,,148.3,,,149.6,,,1.69%,,
1126,CDI Holdings III Corp. and CDI Holdings I Corp. (16),Provider of personal care appliances,First lien senior secured loan ($3.8 par due 12/2027),6.75% (Libor + 5.75%/Q),12/22/2021,3.8,,,3.8,,(2)(12),,,
1127,,,"Common stock (6,149 shares)",,12/22/2021,6.1,,,6.1,,(2),,,
1129,"Foundation Consumer Brands, LLC",Pharmaceutical holding company of over the counter brands,First lien senior secured loan ($24.9 par due 10/2026),7.38% (Libor + 6.38%/Q),2/12/2021,24.4,,,24.8,,(12),,,
1130,"Premier Specialties, Inc. and RMCF V CIV XLIV, L.P. (16)",Manufacturer and supplier of natural fragrance materials and cosmeceuticals,First lien senior secured loan ($27.5 par due 8/2027),6.75% (Libor + 5.75%/M),8/20/2021,27.5,,,27.3,,(2)(12),,,
1131,,,Limited partner interests (4.58% interest),,8/20/2021,4.7,,,4.1,,(2),,,
1133,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($22.0 par due 5/2023),11.25% PIK (Libor + 9.75%/M),1/3/2017,22.0,,,21.0,,(2)(12),,,
1134,,,"Common stock (458,596 shares)",,1/3/2017,14.0,,,0,,,,,
1135,,,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",,1/3/2017,0,,,0,,,,,
1137,"Walnut Parent, Inc.",Manufacturer of natural solution pest and animal control products,First lien senior secured loan ($14.9 par due 11/2027),6.50% (Libor + 5.50%/M),11/9/2020,14.9,,,14.9,,(12),,,
1138,,,First lien senior secured loan ($19.9 par due 11/2027),6.50% (Libor + 5.50%/Q),11/22/2021,19.9,,,19.9,,(2)(12),,,
1140,,,,,,137.3,,,121.9,,,1.37%,,
1142,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.6 par due 4/2023),7% (Libor + 1.50% Cash + 4.50% PIK/Q),4/17/2017,9.6,,,9.3,,(2)(12),,,
1143,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (16)","Distributor of instructional products, services and resources",First lien senior secured revolving loan ($4.9 par due 8/2023),5.50% (Libor + 4.75%/A),8/31/2018,4.9,,,4.8,,(2)(12),,,
1144,,,First lien senior secured loan ($30.0 par due 8/2023),5.50% (Libor + 4.75%/Q),7/26/2017,30.0,,,29.3,,(12),,,
1145,,,First lien senior secured loan ($1.1 par due 8/2023),5.50% (Libor + 4.75%/Q),8/31/2018,1.1,,,1.1,,(12),,,
1146,,,"Series A preferred stock (1,272 shares)",,10/24/2014,0.7,,,1.1,,(2),,,
1148,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($4.0 par due 10/2022),10.50% (Libor + 9.00%/Q),3/12/2020,4.0,,,4.0,,(2)(12),,,
1149,,,"Senior preferred series A-1 shares (151,056 shares)",,10/31/2015,98.2,,,36.4,,(2),,,
1150,,,"Series B preferred stock (348,615 shares)",,8/5/2010,1.0,,,0,,(2),,,
1151,,,"Series B preferred stock (1,401,385 shares)",,8/5/2010,4.0,,,0,,(2),,,
1152,,,"Series C preferred stock (517,942 shares)",,6/7/2010,0.1,,,0,,(2),,,
1153,,,"Series C preferred stock (1,994,644 shares)",,6/7/2010,0.5,,,0,,(2),,,
1154,,,Common stock (4 shares),,6/7/2010,0,,,0,,(2),,,
1156,,,Common stock (16 shares),,6/7/2010,0,,,0,,(2),,,
1158,Primrose Holding Corporation (4),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",,1/3/2017,4.6,,,27.0,,,,,
1159,,,,,,158.7,,,113.0,,,1.27%,,
1161,"Emergency Communications Network, LLC (16)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($46.0 par due 6/2023),8.75% (Libor + 2.63% Cash + 5.12% PIK/Q),6/1/2017,46.0,,,42.4,,(2)(12),,,
1162,,,,,,46.0,,,42.4,,,0.48%,,
1163,Total Investments,,,,,,19810.0,,,,20009.5,,,225.65%
