,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
940,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",,5/13/2015,2.9,,,0,,(2),,
941,,,"Class A common units (60,000 units)",,5/13/2015,0.1,,,0,,(2),,
942,,,Class B common units (0.26 units),,5/13/2015,0,,,0,,(2),,
944,Hometown Food Company (17),Food distributor,First lien senior secured revolving loan ($0.5 par due 8/2023),6.25% (Libor + 5.00%/M),8/31/2018,0.5,,,0.5,,(2)(13)(16),,
945,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,First lien senior secured loan ($29.2 par due 8/2025),4.75% (Libor + 3.75%/M),1/24/2020,28.9,,,26.8,,(13),,
946,,,Second lien senior secured loan ($35.7 par due 8/2026),8.75% (Libor + 7.75%/M),8/24/2018,35.7,,,31.0,,(2)(13),,
948,"Manna Pro Products, LLC (17)",Manufacturer and supplier of specialty nutrition and care products for animals,First lien senior secured revolving loan ($1.9 par due 12/2026),7.00% (Libor + 6.00%/M),12/10/2020,1.9,,,1.9,,(2)(13),,
949,"Triton Water Holdings, Inc.",Producer and provider of bottled water brands,First lien senior secured loan ($1.0 par due 3/2028),4.00% (Libor + 3.50%/Q),3/17/2021,1.0,,,1.0,,(2)(13)(20),,
950,,,Senior subordinated loan ($0.1 par due 4/2029),6.25%,3/17/2021,0.1,,,0.1,,(2)(20),,
952,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),,12/22/2016,12.5,,,18.7,,(2)(6),,
953,"Teasdale Foods, Inc. and Familia Group Holdings Inc.","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured loan ($78.4 par due 12/2025),7.25% (Libor + 6.25%/Q),12/18/2020,78.4,,,76.8,,(2)(13),,
955,,,"Warrant to purchase up to 57,827 shares of common stock (expires 2/2034)",,2/4/2019,0,,,0,,(2),,
957,"Watermill Express, LLC and Watermill Express Holdings, LLC (17)",Owner and operator of self-service water and ice stations,First lien senior secured revolving loan,,4/20/2021,0,,,0,,(15),,
958,,,First lien senior secured loan ($19.5 par due 4/2027),6.25% (Libor + 5.25%/Q),4/20/2021,19.5,,,19.3,,(13),,
959,,,"Class A units (282,200 units)",8.00% PIK,4/20/2021,2.9,,,2.9,,,,
961,"Winebow Holdings, Inc. and The Vintner Group, Inc.",Importer and distributor of wine,First lien senior secured loan ($28.4 par due 7/2025),7.25% (Libor + 6.25%/M),4/19/2021,28.4,,,28.1,,(13),,
962,,,,,,384.7,,,387.6,,,4.54,%
964,"Abzena Holdings, Inc. and Astro Group Holdings Ltd. (17)","Organization providing discovery, development and manufacturing services to the pharmaceutical and biotechnology industries",First lien senior secured loan ($30.1 par due 5/2026),"11.50% (Libor + 10.50% Cash, 1.50% PIK/Q)",5/7/2021,30.1,,,29.8,,(2)(13),,
965,,,"Class A ordinary shares (1,237,500 shares)",,5/7/2021,2.5,,,2.5,,(2),,
967,"Alcami Corporation and ACM Holdings I, LLC (17)",Outsourced drug development services provider,First lien senior secured loan ($29.3 par due 7/2025),4.33% (Libor + 4.25%/M),7/12/2018,29.2,,,27.5,,,,
968,,,Second lien senior secured loan ($77.5 par due 7/2026),8.08% (Libor + 8.00%/M),7/12/2018,77.0,,,67.4,,(2),,
969,,,"Common units (3,663,533 units)",,7/12/2018,35.0,,,12.0,,(2),,
971,"NMC Skincare Intermediate Holdings II, LLC (17)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan ($7.3 par due 10/2024),6.00% (Libor + 5.00%/M),10/31/2018,7.3,,,7.2,,(2)(13),,
972,,,First lien senior secured loan ($32.4 par due 10/2024),6.00% (Libor + 5.00%/M),10/31/2018,32.4,,,32.1,,(13),,
973,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P. (17)",Contract research organization providing research and development and testing of medical devices,First lien senior secured loan ($48.0 par due 9/2027),6.50% (Libor + 5.75%/Q),9/15/2020,48.0,,,48.0,,(13),,
974,,,First lien senior secured loan ($7.8 par due 9/2027),6.50% (Libor + 5.75%/Q),9/15/2020,7.8,,,7.8,,(2)(13),,
975,,,First lien senior secured loan ($6.2 par due 9/2027),6.50% (Libor + 5.75%/Q),2/26/2021,6.2,,,6.2,,(13),,
976,,,First lien senior secured loan ($29.2 par due 9/2027),6.50% (Libor + 5.75%/Q),9/13/2021,29.2,,,29.2,,(2)(13),,
977,,,"Class A preferred units (13,528 units)",8.00% PIK,9/15/2020,14.6,,,30.9,,(2),,
979,TerSera Therapeutics LLC (17),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured revolving loan,-%,11/20/2019,0,,,0,,(15),,
980,,,First lien senior secured loan ($5.1 par due 3/2025),6.60% (Libor + 5.60%/Q),5/3/2017,5.1,,,5.1,,(13),,
981,,,First lien senior secured loan ($2.1 par due 3/2025),6.60% (Libor + 5.60%/Q),9/27/2018,2.1,,,2.1,,(13),,
982,,,First lien senior secured loan ($1.8 par due 3/2025),6.60% (Libor + 5.60%/Q),4/1/2019,1.8,,,1.8,,(13),,
984,Vertice Pharma UK Parent Limited,Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.3,,,0,,(6),,
985,,,,,,328.6,,,309.6,,,3.63,%
987,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock (expires 3/2023)",,3/28/2013,0,,,0,,(2),,
989,"Halex Holdings, Inc. (5)",Manufacturer of flooring installation products,"Common stock (51,853 shares)",,1/3/2017,0,,,0,,,,
990,"H-Food Holdings, LLC and Matterhorn Parent, LLC",Food contract manufacturer,Second lien senior secured loan ($73.0 par due 3/2026),7.08% (Libor + 7.00%/M),11/25/2018,73.0,,,73.0,,(2),,
991,,,"Common units (5,827 units)",,11/25/2018,5.8,,,6.9,,,,
993,IntraPac International LLC and IntraPac Canada Corporation (17),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan ($6.2 par due 1/2025),6.25% (Libor + 5.50%/Q),1/11/2019,6.2,,,6.2,,(2)(6)(13),,
994,,,First lien senior secured loan ($14.8 par due 1/2026),6.25% (Libor + 5.50%/Q),1/11/2019,14.8,,,14.7,,(6)(13),,
995,,,First lien senior secured loan ($18.6 par due 1/2026),6.25% (Libor + 5.50%/Q),6/4/2021,18.6,,,18.4,,(2)(6)(13),,
997,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (17)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured revolving loan ($0.2 par due 7/2024),5.25% (Libor + 4.25%/Q),7/2/2019,0.2,,,0.2,,(2)(6)(13),,
998,,,First lien senior secured loan ($15.1 par due 7/2026),5.25% (Libor + 4.25%/Q),7/2/2019,15.1,,,15.1,,(6)(13),,
999,,,First lien senior secured loan ($5.3 par due 7/2026),4.50% (Euribor + 4.50%/Q),7/2/2019,5.1,,,5.3,,(2)(6),,
1000,,,First lien senior secured loan ($24.9 par due 7/2026),4.50% (Euribor + 4.50%/Q),8/8/2019,24.1,,,24.9,,(2)(6),,
1001,,,"Class A units (6,762,668 units)",,7/2/2019,6.8,,,5.5,,(2)(6),,
1003,"Novipax Buyer, L.L.C. and Novipax Parent Holding Company, L.L.C.",Developer and manufacturer of absorbent pads for food products,First lien senior secured loan ($23.9 par due 12/2026),6.75% (Libor + 5.75%/Q),12/1/2020,23.9,,,23.9,,(13),,
1004,,,"Class A preferred units (4,772 units)",10.00% PIK,12/1/2020,4.8,,,4.8,,(2),,
1005,,,"Class C units (4,772 units)",,12/1/2020,0,,,0.7,,(2),,
1007,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,Second lien senior secured loan ($55.0 par due 12/2026),8.00% (Libor + 7.00%/Q),12/14/2018,55.0,,,55.0,,(2)(13),,
1008,,,"Co-Invest units (5,969 units)",,12/14/2018,0.5,,,1.1,,(2),,
1010,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares (11.4764 shares),,8/24/2018,1.1,,,0.5,,(2),,
1011,"TWH Infrastructure Industries, Inc. (17)",Provider of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured revolving loan ($0.1 par due 4/2025),5.64% (Libor + 5.50%/Q),4/9/2019,0.1,,,0,,(2),,
1012,,,First lien senior secured loan ($6.5 par due 4/2025),5.65% (Libor + 5.50%/Q),4/9/2019,6.5,,,6.2,,,,
1014,,,,,,261.6,,,262.4,,,3.07,%
1016,"Balrog Acquisition, Inc., Balrog Topco, Inc. and Balrog Parent, L.P.",Manufacturer and distributor of specialty bakery ingredients,Second lien senior secured loan ($29.5 par due 9/2029),7.50% (Libor + 7.00%/Q),9/3/2021,29.5,,,29.4,,(2)(13),,
1017,,,"Class A preferred units (5,484 units)",8.00% PIK,9/3/2021,5.5,,,5.5,,,,
1018,,,"Series A preferred shares (21,921 shares)",11.00% PIK,9/3/2021,22.1,,,22.1,,(2),,
1020,"DecoPac, Inc. and KCAKE Holdings Inc. (17)",Supplier of cake decorating solutions and products to in-store bakeries,First lien senior secured revolving loan ($2.4 par due 5/2026),7.00% (Libor + 6.00%/M),5/14/2021,2.4,,,2.3,,(2)(13),,
1021,,,First lien senior secured loan ($148.1 par due 5/2028),"9.00% (Libor + 6.00% Cash, 2.00% PIK/Q)",5/14/2021,148.1,,,146.7,,(2)(13),,
1023,,,"Common stock (9,599 shares)",,5/14/2021,9.6,,,9.6,,(2),,
1025,"FS Squared Holding Corp. and FS Squared, LLC (17)",Provider of on-site vending and micro market solutions,First lien senior secured revolving loan,,3/28/2019,0,,,0,,(15),,
1026,,,First lien senior secured loan ($1.6 par due 3/2025),5.34% (Libor + 5.25%/M),3/28/2019,1.6,,,1.6,,(2),,
1027,,,"Class A units (113,219 units)",,3/28/2019,11.1,,,17.5,,(2),,
1029,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",,11/16/2015,5.0,,,7.4,,(2),,
1030,SFE Intermediate Holdco LLC (17),Provider of outsourced foodservice to K-12 school districts,First lien senior secured loan ($10.2 par due 7/2024),5.75% (Libor + 4.75%/Q),9/5/2018,10.1,,,10.2,,(13),,
1031,,,First lien senior secured loan ($6.3 par due 7/2024),5.75% (Libor + 4.75%/Q),7/31/2017,6.3,,,6.3,,(13),,
1033,"VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",,6/9/2017,2.8,,,0,,,,
1034,,,,,,254.1,,,258.6,,,3.03,%
1036,"Commercial Trailer Leasing, Inc. (17)",Trailer leasing company,First lien senior secured loan ($110.6 par due 1/2026),7.25% (Libor + 6.25%/Q),1/19/2021,110.6,,,110.6,,(2)(13),,
1037,,,First lien senior secured loan ($6.1 par due 1/2026),7.25% (Libor + 6.25%/Q),1/19/2021,6.1,,,6.1,,(2)(13),,
1038,,,Second lien senior secured loan ($19.9 par due 1/2027),13.00%,1/19/2021,19.9,,,19.9,,(2),,
1040,"Shur-Co Acquisition, Inc. and Shur-Co HoldCo, Inc. (17)","Provider of tarp systems and accessories for trucks, trailers, carts, and specialty equipment used in the agriculture, construction and flatbed markets",First lien senior secured revolving loan ($1.0 par due 6/2027),7.00% (Libor + 6.00%/Q),6/30/2021,1.0,,,1.0,,(2)(13),,
1041,,,First lien senior secured loan ($27.1 par due 6/2027),7.00% (Libor + 6.00%/Q),6/30/2021,27.1,,,26.8,,(2)(13),,
1042,,,"Common stock (7,599,000 shares)",,6/30/2021,7.6,,,9.6,,(2),,
1044,,,,,,172.3,,,174.0,,,2.04,%
1046,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.6 par due 4/2023),"8.00% (Libor + 2.50% Cash, 4.50% PIK/Q)",4/17/2017,9.5,,,8.9,,(2)(13),,
1047,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (17)","Distributor of instructional products, services and resources",First lien senior secured revolving loan ($5.9 par due 8/2023),5.50% (Libor + 4.75%/Q),8/31/2018,5.9,,,5.5,,(2)(13),,
1048,,,First lien senior secured loan ($30.0 par due 8/2023),5.50% (Libor + 4.75%/Q),7/26/2017,30.0,,,27.9,,(13),,
1049,,,First lien senior secured loan ($1.1 par due 8/2023),5.50% (Libor + 4.75%/Q),8/31/2018,1.1,,,1.1,,(13),,
1050,,,"Series A preferred stock (1,272 shares)",,10/24/2014,0.7,,,1.1,,(2),,
1052,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($8.0 par due 10/2022),10.50% (Libor + 9.00%/Q),3/12/2020,8.0,,,8.0,,(2)(13),,
1053,,,"Senior preferred series A-1 shares (151,056 shares)",,10/31/2015,98.1,,,26.9,,(2),,
1054,,,"Series B preferred stock (1,750,000 shares)",,8/5/2010,5.0,,,0,,(2),,
1055,,,"Series C preferred stock (2,512,586 shares)",,6/7/2010,0.6,,,0,,(2),,
1056,,,Common stock (20 shares),,6/7/2010,0,,,0,,(2),,
1059,Primrose Holding Corporation (4),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",,1/3/2017,4.6,,,22.8,,,,
1060,,,,,,163.5,,,102.2,,,1.20,%
1062,"Foundation Consumer Brands, LLC",Pharmaceutical holding company of over the counter brands,First lien senior secured loan ($26.2 par due 10/2026),7.38% (Libor + 6.38%/Q),2/12/2021,25.6,,,26.2,,(13),,
1063,"Premier Specialties, Inc. and RMCF V CIV XLIV, L.P. (17)",Manufacturer and supplier of natural fragrance materials and cosmeceuticals,First lien senior secured loan ($27.6 par due 8/2027),6.75% (Libor + 5.75%/M),8/20/2021,27.6,,,27.3,,(2)(13),,
1064,,,Limited partner interests (4.58% interest),,8/20/2021,4.7,,,4.7,,(2),,
1066,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($21.3 par due 5/2023),11.25% PIK (Libor + 9.75%/M),1/3/2017,21.3,,,19.9,,(2)(13),,
1067,,,"Common stock (458,596 shares)",,1/3/2017,14.0,,,0,,,,
1068,,,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",,1/3/2017,0,,,0,,,,
1070,"Walnut Parent, Inc.",Manufacturer of natural solution pest and animal control products,First lien senior secured loan ($14.9 par due 11/2027),6.50% (Libor + 5.50%/M),11/9/2020,14.9,,,14.9,,(13),,
1071,,,,,,108.1,,,93.0,,,1.09,%
1073,"Everspin Technologies, Inc.",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",,10/7/2016,0.4,,,0,,(2),,
1074,"FL Hawk Intermediate Holdings, Inc. (17)",Provider of variable data labeling for the apparel industry,First lien senior secured loan ($4.0 par due 2/2028),5.75% (Libor + 4.75%/Q),2/22/2021,3.9,,,4.0,,(2)(13),,
1075,Micromeritics Instrument Corp. (17),Scientific instrument manufacturer,First lien senior secured revolving loan,-%,12/18/2019,0,,,0,,(15),,
1076,,,First lien senior secured loan ($32.1 par due 12/2025),6.00% (Libor + 5.00%/Q),12/18/2019,32.1,,,32.1,,(13),,
1078,"Repairify, Inc. and Repairify Holdings, LLC (17)",Provider of automotive diagnostics scans and solutions,First lien senior secured loan ($19.9 par due 6/2027),6.00% (Libor + 5.00%/Q),6/14/2021,19.9,,,19.7,,(2)(13),,
1079,,,"Class A common units (163,820 units)",,6/14/2021,4.9,,,4.9,,(2),,
1081,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (17)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured loan ($18.2 par due 2/2026),6.00% (Libor + 5.00%/Q),2/27/2020,18.2,,,18.2,,(13),,
1082,,,"Limited partnership interests (17,655 interests)",,2/27/2020,1.8,,,2.8,,(2),,
1084,,,,,,81.2,,,81.7,,,0.96,%
1086,"Emergency Communications Network, LLC (17)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($46.0 par due 6/2023),"8.75% (Libor + 2.63% Cash, 5.13% PIK/Q)",6/1/2017,45.9,,,43.2,,(2)(13),,
1087,,,,,,45.9,,,43.2,,,0.51,%
1088,Total Investments,,,,,17626.7,,,17676.9,,,207.10%,
