,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
920,,,Second lien senior secured loan ($36.7 par due 10/2021),11.78% PIK (Libor + 10.00%/Q),1/3/2017,36.7,,,32.3,,(2)(12),,
921,,,"Warrant to purchase up to 57,827 shares of common stock (expires 2/2034)",,2/4/2019,0,,,0,,(2),,
923,,,,,,384.6,,,369.5,,,5.61%,
925,"Atlas Intermediate III, L.L.C. (16)",Specialty chemicals distributor,First lien senior secured revolving loan ($0.1 par due 4/2025),6.70% (Libor + 5.50%/Q),4/29/2019,0.1,,,0.1,,(2)(12),,
926,,,First lien senior secured loan ($9.0 par due 4/2025),7.11% (Libor + 5.50%/Q),4/29/2019,9.0,,,8.7,,(2)(12),,
928,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (4)(16)",Distributor of OEM appliance aftermarket parts,First lien senior secured revolving loan ($2.2 par due 1/2025),5.45% (Libor + 4.25%/Q),1/2/2019,2.2,,,2.1,,(2)(12),,
929,,,First lien senior secured loan ($1.4 par due 1/2026),5.70% (Libor + 4.25%/Q),1/2/2019,1.4,,,1.3,,(2)(12),,
930,,,First lien senior secured loan ($5.3 par due 1/2026),5.50% (Libor + 4.50%/M),2/20/2020,5.3,,,5.2,,(2)(12),,
931,,,"Class A preferred units (46,359 units)",8.00% PIK,1/2/2019,6.1,,,6.1,,(2),,
934,"Chariot Acquisition, LLC (16)",Manufacturer of aftermarket golf cart parts and accessories,First lien senior secured loan ($26.7 par due 9/2021),7.95% (Libor + 6.50%/Q),1/3/2017,26.6,,,26.2,,(2)(12),,
935,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (16)",Provider of visual communications solutions,First lien senior secured revolving loan ($2.3 par due 3/2024),6.65% (Libor + 5.65%/M),3/13/2019,2.3,,,2.2,,(2)(12),,
936,,,First lien senior secured loan ($16.3 par due 3/2025),6.65% (Libor + 5.65%/M),3/13/2019,16.3,,,15.5,,(2)(12),,
937,,,First lien senior secured loan ($2.6 par due 3/2025),6.65% (Libor + 5.65%/M),8/27/2019,2.6,,,2.5,,(2)(12),,
938,,,Common units (600 units),,3/13/2019,0.6,,,0.6,,(2),,
940,"GPM Investments, LLC (16)",Convenience store operator,First lien senior secured loan ($100.3 par due 3/2027),6.25% (Libor + 4.75%/Q),2/28/2020,100.3,,,97.2,,(2)(12),,
941,,,Member units (296.94 units),,2/28/2020,19.8,,,19.8,,(2),,
942,,,Warrant to purchase up to 148.47 Class G membership units (expires 5/2028),,2/28/2020,0,,,0,,(2),,
944,"McKenzie Creative Brands, LLC (16)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured revolving loan ($4.5 par due 9/2023),6.00% (Base Rate + 2.75%/M),9/18/2014,4.5,,,4.5,,(2)(12),,
945,,,First lien senior secured loan ($84.5 par due 9/2023),6.82% (Libor + 5.75%/Q),9/18/2014,84.5,,,81.1,,(2)(8)(12),,
946,,,First lien senior secured loan ($5.5 par due 9/2023),6.79% (Libor + 5.75%/Q),9/18/2014,5.5,,,5.3,,(2)(12),,
948,"Pine Holdings, Inc.",Retailer of fine and artisanal paper products,"Class A common stock (36,364 shares)",,9/23/2013,6.0,,,0,,(2),,
949,Reddy Ice LLC (16),Packaged ice manufacturer and distributor,First lien senior secured revolving loan ($0.1 par due 7/2024),7.75% (Base Rate + 4.50%/M),7/1/2019,0.1,,,0.1,,(2)(12)(15),,
950,,,First lien senior secured loan ($57.6 par due 7/2025),7.02% (Libor + 5.50%/Q),7/1/2019,57.6,,,54.7,,(2)(12),,
951,,,First lien senior secured loan ($3.8 par due 7/2025),7.75% (Base Rate + 4.50%/Q),7/1/2019,3.8,,,3.6,,(2)(12),,
953,,,,,,354.6,,,336.8,,,5.12%,
955,"Birch Permian, LLC",Operator of private exploration oil and production company,Second lien senior secured loan ($88.3 par due 4/2023),9.83% (Libor + 8.00%/Q),4/12/2019,87.6,,,65.3,,(2)(12),,
956,"Cheyenne Petroleum Company Limited Partnership, CPC 2001 LLC and Mill Shoals LLC",Private oil exploration and production company,Second lien senior secured loan ($63.1 par due 1/2024),10.50% (Libor + 8.50%/Q),7/10/2019,63.1,,,46.1,,(2)(12),,
957,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,First lien senior secured loan ($7.8 par due 10/2018),,3/31/2015,5.8,,,0,,(2)(11),,
958,,,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock (expires 7/2023)",,7/25/2013,0,,,0,,(2)(6),,
960,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,First lien senior secured loan ($14.7 par due 10/2023),11.00% (Libor + 9.00%/Q),9/19/2019,14.6,,,14.1,,(2)(12),,
961,,,First lien senior secured loan ($38.3 par due 10/2023),10.00% (Libor + 8.00%/Q),9/19/2019,38.3,,,29.1,,(2)(12),,
962,,,"Preferred units (21,667 units)",,10/26/2018,23.5,,,8.1,,,,
965,Penn Virginia Holding Corp.,Exploration and production company,Second lien senior secured loan ($90.1 par due 9/2022),8.00% (Libor + 7.00%/M),9/28/2017,90.1,,,60.4,,(2)(6)(12),,
966,"Sundance Energy, Inc.",Oil and gas producer,Second lien senior secured loan ($60.7 par due 4/2023),9.00% (Libor + 8.00%/M),4/23/2018,60.0,,,40.7,,(2)(12),,
967,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($93.8 par due 8/2021),,3/1/2017,87.5,,,41.7,,(2)(11),,
968,,,First lien senior secured loan ($36.5 par due 8/2021),,11/9/2017,34.0,,,16.2,,(2)(11),,
969,,,First lien senior secured loan ($29.2 par due 8/2021),,8/1/2017,27.2,,,13.0,,(2)(11),,
970,,,"Common units (997,864 units)",,11/9/2017,9.7,,,0,,(2),,
972,,,,,,541.4,,,334.7,,,5.08%,
974,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock (expires 3/2023)",,3/28/2013,0,,,0,,(2),,
975,"Halex Holdings, Inc. (5)",Manufacturer of flooring installation products,"Common stock (51,853 shares)",,1/3/2017,0,,,0,,,,
976,"H-Food Holdings, LLC and Matterhorn Parent, LLC",Food contract manufacturer,First lien senior secured loan ($1.4 par due 5/2025),4.68% (Libor + 3.69%/M),3/24/2020,1.1,,,1.4,,(2),,
977,,,First lien senior secured loan ($4.6 par due 5/2025),4.99% (Libor + 4.00%/M),11/25/2018,4.6,,,4.4,,(2),,
978,,,Second lien senior secured loan ($73.0 par due 3/2026),7.99% (Libor + 7.00%/M),11/25/2018,73.0,,,68.6,,(2),,
979,,,"Common units (5,827 units)",,11/25/2018,5.8,,,5.0,,,,
981,IntraPac International LLC and IntraPac Canada Corporation (16),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan ($7.7 par due 1/2025),6.57% (Libor + 5.50%/Q),1/11/2019,7.7,,,7.3,,(2),,
982,,,First lien senior secured loan ($15.0 par due 1/2026),6.57% (Libor + 5.50%/Q),1/11/2019,15.0,,,14.2,,(2),,
983,,,First lien senior secured loan ($21.5 par due 1/2026),6.57% (Libor + 5.50%/Q),1/11/2019,21.5,,,20.5,,(2)(6),,
985,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (16)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured revolving loan ($0.5 par due 7/2024),5.28% (Libor + 4.25%/Q),7/2/2019,0.5,,,0.5,,(2)(12),,
986,,,First lien senior secured loan ($15.3 par due 7/2026),5.25% (Libor + 4.25%/M),7/2/2019,15.3,,,14.8,,(2)(12),,
987,,,First lien senior secured loan ($5.1 par due 7/2026),4.50% (Euribor + 4.50%/M),7/2/2019,5.2,,,4.9,,(2)(6),,
988,,,First lien senior secured loan ($4.5 par due 7/2026),5.25% (Libor + 4.25%/M),8/7/2019,4.5,,,4.4,,(2)(12),,
989,,,First lien senior secured loan ($24.1 par due 7/2026),4.50% (Euribor + 4.50%/M),8/8/2019,24.4,,,23.3,,(2)(6),,
990,,,"Class A units (6,762,668 units)",,7/2/2019,6.8,,,5.9,,(2),,
992,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,First lien senior secured loan ($12.3 par due 12/2025),5.25% (Libor + 4.25%/M),12/14/2018,12.1,,,11.6,,(2)(12),,
993,,,Second lien senior secured loan ($55.7 par due 12/2026),8.75% (Libor + 7.75%/M),12/14/2018,55.7,,,51.8,,(2)(12),,
994,,,"Co-Invest units (5,969 units)",,12/14/2018,0.6,,,0.4,,(2),,
997,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares (11.4764 shares),,8/24/2018,1.1,,,1.2,,(2),,
998,"TWH Infrastructure Industries, Inc. (16)",Provider of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured revolving loan ($0.1 par due 4/2025),6.70% (Libor + 5.50%/Q),4/9/2019,0.1,,,0.1,,(2),,
999,,,First lien senior secured loan ($6.6 par due 4/2025),6.95% (Libor + 5.50%/Q),4/9/2019,6.6,,,6.4,,(2),,
1001,,,,,,261.6,,,246.7,,,3.75%,
1003,"Alcami Corporation and ACM Holdings I, LLC (16)",Outsourced drug development services provider,First lien senior secured revolving loan ($2.3 par due 7/2023),6.00% (Base Rate + 2.75%/Q),7/12/2018,2.3,,,2.3,,(2),,
1004,,,First lien senior secured revolving loan ($1.7 par due 7/2023),4.75% (Libor + 3.75%/Q),7/12/2018,1.7,,,1.7,,(2),,
1005,,,First lien senior secured loan ($29.7 par due 7/2025),5.84% (Libor + 4.25%/Q),7/12/2018,29.6,,,27.1,,(2),,
1006,,,Second lien senior secured loan ($77.5 par due 7/2026),9.59% (Libor + 8.00%/Q),7/12/2018,76.9,,,65.1,,(2),,
1007,,,"Common units (3,663,533 units)",,7/12/2018,35.0,,,13.5,,(2),,
1009,Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Preferred units (1,072 units)",,12/15/2017,1.1,,,0.7,,(2),,
1010,,,"Series A units (1,072 units)",,12/15/2017,0,,,0,,(2),,
1012,"NMC Skincare Intermediate Holdings II, LLC (16)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan ($5.8 par due 10/2024),6.13% (Libor + 4.75%/Q),10/31/2018,5.8,,,5.6,,(2),,
1013,,,First lien senior secured loan ($24.6 par due 10/2024),5.75% (Libor + 4.75%/M),10/31/2018,24.6,,,23.6,,(2)(12),,
1014,,,First lien senior secured loan ($8.3 par due 10/2024),5.75% (Libor + 4.75%/Q),10/31/2018,8.3,,,8.0,,(2)(12),,
1016,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($14.9 par due 8/2019),,4/25/2014,9.7,,,0,,(2)(11),,
1017,,,First lien senior secured loan ($3.1 par due 8/2020),,11/12/2015,2.1,,,0,,(2)(11),,
1018,,,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",,5/1/2016,0,,,0,,(2),,
1020,TerSera Therapeutics LLC (16),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured revolving loan ($0.1 par due 3/2022),6.25% (Libor + 5.25%/Q),11/20/2019,0.1,,,0.1,,(2)(12),,
1021,,,First lien senior secured loan ($5.2 par due 3/2023),6.70% (Libor + 5.25%/Q),5/3/2017,5.1,,,5.2,,(2)(12),,
1022,,,First lien senior secured loan ($2.1 par due 3/2023),6.70% (Libor + 5.25%/Q),9/27/2018,2.1,,,2.1,,(2)(12),,
1023,,,First lien senior secured loan ($1.8 par due 3/2023),6.70% (Libor + 5.25%/Q),4/1/2019,1.8,,,1.8,,(2)(12),,
1025,Vertice Pharma UK Parent Limited,Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.3,,,0.3,,(6),,
1026,,,,,,206.5,,,157.1,,,2.39%,
1029,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($66.0 par due 5/2023),8.73% (Libor + 6.95%/Q),12/23/2014,65.9,,,66.0,,(2)(12),,
1030,,,"Common stock (30,000 shares)",,12/23/2014,3.0,,,4.5,,(2),,
1032,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 5/2023),11.39% (Libor + 9.75%/Q),1/3/2017,16.9,,,16.9,,(2)(12),,
1033,,,"Common stock (458,596 shares)",,1/3/2017,14.0,,,0,,,,
1034,,,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",,1/3/2017,0,,,0,,,,
1036,"Woodstream Group, Inc. and Woodstream Corporation",Manufacturer of natural solution pest and animal control products,First lien senior secured loan ($11.7 par due 5/2022),7.25% (Libor + 6.25%/M),6/21/2017,11.7,,,11.4,,(2)(12),,
1037,,,First lien senior secured loan ($4.7 par due 5/2022),7.25% (Libor + 6.25%/M),6/21/2017,4.7,,,4.5,,(2)(12),,
1039,,,,,,116.2,,,103.3,,,1.57%,
1041,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.1 par due 4/2023),7.07% (Libor + 6.00%/Q),4/17/2017,9.1,,,7.3,,(2)(12),,
1042,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (16)","Distributor of instructional products, services and resources",First lien senior secured revolving loan ($10.0 par due 8/2023),5.56% (Libor + 4.75%/Q),8/31/2018,10.0,,,9.4,,(2)(12),,
1043,,,First lien senior secured loan ($30.5 par due 8/2023),6.59% (Libor + 4.75%/Q),7/26/2017,30.5,,,28.7,,(2)(12),,
1044,,,First lien senior secured loan ($1.2 par due 8/2023),6.70% (Libor + 4.75%/Q),8/31/2018,1.2,,,1.1,,(2)(12),,
1045,,,"Series A preferred stock (1,272 shares)",,10/24/2014,0.7,,,0.9,,(2),,
1047,"Infilaw Holding, LLC (16)",Operator of for-profit law schools,First lien senior secured revolving loan ($5.0 par due 9/2022),,8/25/2011,4.2,,,0,,(2)(11)(15),,
1048,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($1.2 par due 10/2022),10.78% (Libor + 9.00%/Q),10/31/2015,1.2,,,1.2,,(2)(12),,
1049,,,First lien senior secured loan ($21.4 par due 10/2022),10.50% (Libor + 9.00%/Q),3/12/2020,21.4,,,21.4,,(2)(12),,
1050,,,"Senior preferred series A-1 shares (151,056 shares)",,10/31/2015,98.1,,,13.1,,(2),,
1051,,,"Series B preferred stock (348,615 shares)",,8/5/2010,1.0,,,0,,(2),,
1052,,,"Series B preferred stock (1,401,385 shares)",,8/5/2010,4.0,,,0,,(2),,
1053,,,"Series C preferred stock (517,942 shares)",,6/7/2010,0.1,,,0,,(2),,
1054,,,"Series C preferred stock (1,994,644 shares)",,6/7/2010,0.5,,,0,,(2),,
1055,,,Common stock (4 shares),,6/7/2010,0,,,0,,(2),,
1056,,,Common stock (16 shares),,6/7/2010,0,,,0,,(2),,
1058,Primrose Holding Corporation (4),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",,1/3/2017,4.6,,,17.0,,,,
1059,,,,,,186.6,,,100.1,,,1.52%,
1062,"DRB Holdings, LLC (16)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($23.4 par due 10/2023),7.67% (Libor + 5.75%/Q),10/6/2017,23.4,,,22.7,,(2)(12),,
1063,"Everspin Technologies, Inc.",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",,10/7/2016,0.4,,,0,,(2)(19),,
1064,"Infinite Electronics International, Inc. (16)",Manufacturer and distributor of radio frequency and microwave electronic components,First lien senior secured revolving loan ($1.3 par due 7/2023),4.82% (Libor + 4.00%/Q),7/2/2018,1.3,,,1.2,,(2)(15),,
1065,,,First lien senior secured loan ($13.3 par due 7/2025),4.99% (Libor + 4.00%/M),7/2/2018,13.2,,,12.6,,(2),,
1067,Micromeritics Instrument Corp. (16),Scientific instrument manufacturer,First lien senior secured revolving loan ($4.0 par due 12/2025),6.05% (Libor + 5.00%/Q),12/18/2019,4.0,,,3.8,,(2)(12)(15),,
1068,,,First lien senior secured loan ($32.6 par due 12/2025),6.07% (Libor + 5.00%/Q),12/18/2019,32.6,,,31.0,,(2)(12),,
1070,"Watchfire Enterprises, Inc. (16)",Manufacturer of LED electronic message centers and digital billboards,First lien senior secured revolving loan ($2.0 par due 7/2021),5.37% (Libor + 4.25%/Q),2/8/2018,2.0,,,2.0,,(2),,
1071,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (16)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured revolving loan,,2/27/2020,0,,,0,,(14),,
1072,,,First lien senior secured loan ($18.5 par due 2/2026),7.14% (Libor + 5.50%/Q),2/27/2020,18.5,,,17.7,,(2)(12),,
1073,,,"Limited partnership interests (16,500 interests)",,2/27/2020,1.7,,,1.6,,(2),,
1075,,,,,,97.1,,,92.6,,,1.41%,
1077,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0,,,0,,(2),,
1078,"Production Resource Group, L.L.C.","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($101.0 par due 8/2024),,8/21/2018,101.0,,,70.7,,(2)(11),,
1079,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",,9/29/2006,1.1,,,0,,(2),,
1080,,,"Common stock (15,393 shares)",,9/29/2006,0,,,0,,(2),,
1082,,,,,,102.1,,,70.7,,,1.07%,
1084,"DecoPac, Inc. (16)",Supplier of cake decorating solutions and products to in-store bakeries,First lien senior secured revolving loan ($4.8 par due 9/2023),5.25% (Libor + 4.25%/M),9/29/2017,4.8,,,4.8,,(2)(12),,
1085,"FS Squared Holding Corp. and FS Squared, LLC (16)",Provider of on-site vending and micro market solutions,First lien senior secured revolving loan ($8.6 par due 3/2024),6.12% (Libor + 5.25%/M),3/28/2019,8.6,,,8.3,,(2)(15),,
1086,,,First lien senior secured loan ($4.3 par due 3/2025),6.24% (Libor + 5.25%/M),3/28/2019,4.3,,,4.1,,(2),,
1087,,,First lien senior secured loan ($0.1 par due 3/2025),6.24% (Libor + 5.25%/M),3/28/2019,0.1,,,0.1,,(2),,
1088,,,"Class A units (99,500 units)",,3/28/2019,10.0,,,9.8,,(2),,
1090,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",,11/16/2015,5.0,,,5.9,,(2),,
1091,SFE Intermediate Holdco LLC (16),Provider of outsourced foodservice to K-12 school districts,First lien senior secured revolving loan ($10.2 par due 7/2023),7.50% (Base Rate + 3.75%/Q),7/31/2017,10.2,,,9.6,,(2)(12),,
1092,,,First lien senior secured loan ($10.6 par due 7/2024),6.06% (Libor + 4.75%/Q),9/5/2018,10.6,,,10.0,,(2)(12),,
1094,,,First lien senior secured loan ($6.6 par due 7/2024),6.53% (Libor + 4.75%/Q),7/31/2017,6.6,,,6.2,,(2)(12),,
1096,"VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",,6/9/2017,3.0,,,1.8,,,,
1097,,,,,,63.2,,,60.6,,,0.92%,
1099,"Emergency Communications Network, LLC (16)",Provider of mission critical emergency mass notification solutions,First lien senior secured revolving loan ($1.1 par due 6/2022),8.50% (Base Rate + 5.25%/Q),6/1/2017,1.1,,,0.9,,(2)(12),,
1100,,,First lien senior secured revolving loan ($5.4 par due 6/2022),7.50% (Libor + 6.25%/Q),6/1/2017,5.4,,,4.6,,(2)(12),,
1101,,,First lien senior secured loan ($44.3 par due 6/2023),7.25% (Libor + 6.25%/Q),6/1/2017,44.1,,,37.7,,(2)(12),,
1103,,,,,,50.6,,,43.2,,,0.66%,
1105,BW Landco LLC (5),Real estate developer,Membership interest (100%),,7/5/2019,20.9,,,30.8,,,,
1106,NECCO Realty Investments LLC (5),Real estate holding company,"Membership units (7,450 units)",,1/3/2017,0,,,0,,,,
1107,,,,,,20.9,,,30.8,,,0.47%,
1109,Nordco Inc. (16),Manufacturer of railroad maintenance-of-way machinery,First lien senior secured revolving loan ($3.4 par due 8/2020),8.75% (Base Rate + 5.50%/Q),8/26/2015,3.4,,,3.3,,(2)(12),,
1110,,,,,,3.4,,,3.3,,,0.05%,
1111,Total Investments,,,,,15490.5,,,14370.2,,,218.27%,
