,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,,
903,,,First lien senior secured loan ($5.5 par due 9/2023),6.80% (Libor + 5.75%/Q),9/18/2014,5.5,,,5.3,,(2)(11),,,
905,"Pine Holdings, Inc.",Retailer of fine and artisanal paper products,"Class A common stock (36,364 shares)",,9/23/2013,6.0,,,0,,(2),,,
906,Reddy Ice LLC (15),Packaged ice manufacturer and distributor,First lien senior secured revolving loan ($0.1 par due 7/2024),6.50% (Libor + 5.50%/Q),7/1/2019,0.1,,,0.1,,(2)(11)(14),,,
907,,,First lien senior secured loan ($57.4 par due 7/2025),6.70% (Libor + 5.50%/Q),7/1/2019,57.4,,,53.4,,(2)(11),,,
908,,,First lien senior secured loan ($3.8 par due 7/2025),6.70% (Libor + 5.50%/Q),7/1/2019,3.8,,,3.5,,(2)(11),,,
910,,,,,,267.5,,,253.3,,,3.79%,,
912,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock (expires 3/2023)",,3/28/2013,0,,,0,,(2),,,
913,"Halex Holdings, Inc. (5)",Manufacturer of flooring installation products,"Common stock (51,853 shares)",,1/3/2017,0,,,0,,,,,
914,"H-Food Holdings, LLC and Matterhorn Parent, LLC",Food contract manufacturer,Second lien senior secured loan ($73.0 par due 3/2026),7.18% (Libor + 7.00%/Q),11/25/2018,73.0,,,70.1,,(2),,,
915,,,"Common units (5,827 units)",,11/25/2018,5.8,,,4.8,,,,,
917,IntraPac International LLC and IntraPac Canada Corporation (15),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan ($7.7 par due 1/2025),6.57% (Libor + 5.50%/Q),1/11/2019,7.7,,,7.3,,(2),,,
919,,,First lien senior secured loan ($7.0 par due 1/2026),6.57% (Libor + 5.50%/Q),1/11/2019,7.0,,,6.7,,(2),,,
920,,,First lien senior secured loan ($21.5 par due 1/2026),6.57% (Libor + 5.50%/Q),1/11/2019,21.5,,,20.4,,(2)(6),,,
922,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured revolving loan ($0.5 par due 7/2024),5.25% (Libor + 4.25%/Q),7/2/2019,0.5,,,0.5,,(2)(11),,,
923,,,First lien senior secured revolving loan ($0.1 par due 7/2024),4.50% (Euribor + 4.50%/Q),7/2/2019,0,,,0,,(2)(6),,,
924,,,First lien senior secured loan ($15.3 par due 7/2026),5.25% (Libor + 4.25%/Q),7/2/2019,15.3,,,14.6,,(2)(11),,,
925,,,First lien senior secured loan ($5.2 par due 7/2026),4.50% (Euribor + 4.50%/Q),7/2/2019,5.2,,,5.0,,(2)(6),,,
926,,,First lien senior secured loan ($24.5 par due 7/2026),4.50% (Euribor + 4.50%/Q),8/8/2019,24.4,,,23.8,,(2)(6),,,
927,,,"Class A units (6,762,668 units)",,7/2/2019,6.8,,,5.4,,(2),,,
929,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,First lien senior secured loan ($12.3 par due 12/2025),5.25% (Libor + 4.25%/Q),12/14/2018,12.1,,,11.7,,(2)(11),,,
930,,,Second lien senior secured loan ($55.7 par due 12/2026),8.75% (Libor + 7.75%/Q),12/14/2018,55.7,,,52.9,,(2)(11),,,
931,,,"Co-Invest units (5,969 units)",,12/14/2018,0.6,,,0.4,,(2),,,
933,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares (11.4764 shares),,8/24/2018,1.1,,,1.1,,(2),,,
934,"TWH Infrastructure Industries, Inc. (15)",Provider of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured revolving loan ($0.1 par due 4/2025),5.81% (Libor + 5.50%/Q),4/9/2019,0.1,,,0.1,,(2),,,
935,,,First lien senior secured loan ($6.6 par due 4/2025),5.81% (Libor + 5.50%/Q),4/9/2019,6.6,,,6.3,,(2),,,
937,,,,,,243.4,,,231.1,,,3.45%,,
939,"Alcami Corporation and ACM Holdings I, LLC (15)",Outsourced drug development services provider,First lien senior secured revolving loan ($9.3 par due 7/2023),4.07% (Libor + 3.75%/Q),7/12/2018,9.3,,,9.3,,(2),,,
940,,,First lien senior secured loan ($29.7 par due 7/2025),5.84% (Libor + 4.25%/Q),7/12/2018,29.5,,,26.4,,(2),,,
941,,,Second lien senior secured loan ($77.5 par due 7/2026),9.59% (Libor + 8.00%/Q),7/12/2018,76.9,,,62.8,,(2),,,
942,,,"Common units (3,663,533 units)",,7/12/2018,35.0,,,12.5,,(2),,,
944,Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Preferred units (1,072 units)",,12/15/2017,1.1,,,2.3,,(2),,,
945,,,"Series A units (1,072 units)",,12/15/2017,0,,,0,,(2),,,
947,"NMC Skincare Intermediate Holdings II, LLC (15)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan ($5.8 par due 10/2024),6.00% (Libor + 5.00%/Q),10/31/2018,5.8,,,5.5,,(2)(11),,,
948,,,First lien senior secured loan ($24.5 par due 10/2024),6.00% (Libor + 5.00%/Q),10/31/2018,24.5,,,23.3,,(2)(11),,,
950,,,First lien senior secured loan ($8.3 par due 10/2024),6.00% (Libor + 5.00%/Q),10/31/2018,8.3,,,7.8,,(2)(11),,,
952,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($14.9 par due 8/2019),,4/25/2014,9.7,,,0,,(2)(10),,,
953,,,First lien senior secured loan ($3.1 par due 8/2020),,11/12/2015,2.1,,,0,,(2)(10),,,
954,,,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",,5/1/2016,0,,,0,,(2),,,
956,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured revolving loan ($0.1 par due 3/2022),6.60% (Libor + 5.60%/Q),11/20/2019,0.1,,,0.1,,(2)(11),,,
957,,,First lien senior secured loan ($5.2 par due 3/2023),7.05% (Libor + 5.60%/Q),5/3/2017,5.1,,,5.1,,(2)(11),,,
958,,,First lien senior secured loan ($2.1 par due 3/2023),7.05% (Libor + 5.60%/Q),9/27/2018,2.1,,,2.1,,(2)(11),,,
959,,,First lien senior secured loan ($1.8 par due 3/2023),7.05% (Libor + 5.60%/Q),4/1/2019,1.8,,,1.8,,(2)(11),,,
961,Vertice Pharma UK Parent Limited,Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.3,,,0.3,,(2)(6),,,
962,,,,,,211.6,,,159.3,,,2.38%,,
964,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.2 par due 4/2023),"8.07% (Libor + 2.50% Cash, 4.50% PIK/M)",4/17/2017,9.2,,,7.3,,(2)(11),,,
965,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (15)","Distributor of instructional products, services and resources",First lien senior secured revolving loan ($10.0 par due 8/2023),5.56% (Libor + 4.75%/Q),8/31/2018,10.0,,,9.2,,(2)(11),,,
966,,,First lien senior secured loan ($30.4 par due 8/2023),5.51% (Libor + 4.75%/Q),7/26/2017,30.4,,,28.0,,(2)(11),,,
967,,,First lien senior secured loan ($1.1 par due 8/2023),6.70% (Libor + 4.75%/Q),8/31/2018,1.1,,,1.1,,(2)(11),,,
968,,,"Series A preferred stock (1,272 shares)",,10/24/2014,0.7,,,0.8,,(2),,,
970,"Infilaw Holding, LLC (15)",Operator of for-profit law schools,First lien senior secured revolving loan ($5.0 par due 9/2022),,8/25/2011,4.2,,,0,,(2)(10)(14),,,
971,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($1.2 par due 10/2022),10.50% (Libor + 9.00%/Q),10/31/2015,1.2,,,1.2,,(2)(11),,,
972,,,First lien senior secured loan ($21.4 par due 10/2022),10.50% (Libor + 9.00%/Q),3/12/2020,21.4,,,21.4,,(2)(11),,,
973,,,"Senior preferred series A-1 shares (151,056 shares)",,10/31/2015,98.1,,,16.0,,(2),,,
974,,,"Series B preferred stock (348,615 shares)",,8/5/2010,1.0,,,0,,(2),,,
975,,,"Series B preferred stock (1,401,385 shares)",,8/5/2010,4.0,,,0,,(2),,,
976,,,"Series C preferred stock (517,942 shares)",,6/7/2010,0.1,,,0,,(2),,,
977,,,"Series C preferred stock (1,994,644 shares)",,6/7/2010,0.5,,,0,,(2),,,
978,,,Common stock (4 shares),,6/7/2010,0,,,0,,(2),,,
979,,,Common stock (16 shares),,6/7/2010,0,,,0,,(2),,,
981,Primrose Holding Corporation (4),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",,1/3/2017,4.6,,,17.1,,,,,
983,,,,,,186.5,,,102.1,,,1.53%,,
985,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,Second lien senior secured loan ($66.0 par due 5/2023),9.25% (Libor + 8.25%/Q),12/23/2014,65.9,,,66.0,,(2)(11),,,
986,,,"Common stock (30,000 shares)",,12/23/2014,3.0,,,5.7,,(2),,,
988,"Rug Doctor, LLC and RD Holdco Inc. (5)",Manufacturer and marketer of carpet cleaning machines,Second lien senior secured loan ($16.9 par due 5/2023),11.39% (Libor + 9.75%/Q),1/3/2017,16.9,,,16.9,,(2)(11),,,
989,,,"Common stock (458,596 shares)",,1/3/2017,14.0,,,0,,,,,
990,,,"Warrant to purchase up to 56,372 shares of common stock (expires 12/2023)",,1/3/2017,0,,,0,,,,,
992,"Woodstream Group, Inc. and Woodstream Corporation",Manufacturer of natural solution pest and animal control products,First lien senior secured loan ($11.7 par due 5/2022),7.25% (Libor + 6.25%/Q),6/21/2017,11.7,,,11.7,,(2)(11),,,
993,,,,,,111.5,,,100.3,,,1.50%,,
995,"DRB Holdings, LLC (15)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($23.4 par due 10/2023),6.75% (Libor + 5.75%/Q),10/6/2017,23.4,,,23.4,,(2)(11),,,
996,"Everspin Technologies, Inc.",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",,10/7/2016,0.4,,,0,,(2)(18),,,
997,"Infinite Electronics International, Inc. (15)",Manufacturer and distributor of radio frequency and microwave electronic components,First lien senior secured revolving loan ($1.3 par due 7/2023),4.82% (Libor + 4.00%/Q),7/2/2018,1.3,,,1.2,,(2)(14),,,
998,Micromeritics Instrument Corp. (15),Scientific instrument manufacturer,First lien senior secured revolving loan ($4.0 par due 12/2025),6.05% (Libor + 5.00%/Q),12/18/2019,4.0,,,3.7,,(2)(11)(14),,,
999,,,First lien senior secured loan ($32.5 par due 12/2025),6.07% (Libor + 5.00%/Q),12/18/2019,32.5,,,30.6,,(2)(11),,,
1001,"Watchfire Enterprises, Inc. (15)",Manufacturer of LED electronic message centers and digital billboards,First lien senior secured revolving loan ($2.0 par due 7/2021),4.43% (Libor + 4.25%/Q),2/8/2018,2.0,,,2.0,,(2),,,
1002,"Wildcat BuyerCo, Inc. and Wildcat Parent, LP (15)",Provider and supplier of electrical components for commercial and industrial applications,First lien senior secured revolving loan ($1.3 par due 2/2026),7.50% (Libor + 6.50%/Q),2/27/2020,1.3,,,1.3,,(2)(11)(14),,,
1003,,,First lien senior secured loan ($18.4 par due 2/2026),6.50% (Libor + 5.50%/Q),2/27/2020,18.4,,,17.7,,(2)(11),,,
1004,,,First lien senior secured loan ($3.5 par due 2/2026),6.50% (Libor + 5.50%/Q),2/27/2020,3.5,,,3.4,,(2)(11),,,
1005,,,"Limited partnership interests (17,655 interests)",,2/27/2020,1.8,,,1.9,,(2),,,
1007,,,,,,88.6,,,85.2,,,1.27%,,
1009,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0,,,0,,(2),,,
1010,OUTFRONT Media Inc.,Provider of out-of-home advertising,"Series A convertible perpetual preferred stock(25,000 shares)",7.00% PIK,4/20/2020,25.0,,,31.5,,(2)(6),,,
1011,"Production Resource Group, L.L.C.","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($101.0 par due 8/2024),,8/21/2018,101.0,,,50.5,,(2)(10),,,
1012,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",,9/29/2006,1.1,,,0,,(2),,,
1014,,,"Common stock (15,393 shares)",,9/29/2006,0,,,0,,(2),,,
1016,,,,,,127.1,,,82.0,,,1.23%,,
1018,"DecoPac, Inc. (15)",Supplier of cake decorating solutions and products to in-store bakeries,First lien senior secured revolving loan ($1.6 par due 9/2023),5.25% (Libor + 4.25%/Q),9/29/2017,1.6,,,1.6,,(2)(11),,,
1019,"FS Squared Holding Corp. and FS Squared, LLC (15)",Provider of on-site vending and micro market solutions,First lien senior secured revolving loan ($4.8 par due 3/2024),5.43% (Libor + 5.25%/Q),3/28/2019,4.8,,,4.4,,(2)(14),,,
1020,,,"Class A units (99,500 units)",,3/28/2019,10.0,,,9.5,,(2),,,
1022,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",,11/16/2015,5.0,,,4.2,,(2),,,
1023,SFE Intermediate Holdco LLC (15),Provider of outsourced foodservice to K-12 school districts,First lien senior secured revolving loan ($10.2 par due 7/2023),7.50% (Base Rate + 4.25%/Q),7/31/2017,10.2,,,10.0,,(2)(11),,,
1024,,,First lien senior secured loan ($10.3 par due 7/2024),6.25% (Libor + 5.25%/Q),9/5/2018,10.3,,,10.1,,(2)(11),,,
1025,,,First lien senior secured loan ($6.4 par due 7/2024),6.25% (Libor + 5.25%/Q),7/31/2017,6.4,,,6.3,,(2)(11),,,
1027,"VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",,6/9/2017,3.0,,,1.7,,,,,
1028,,,,,,51.3,,,47.8,,,0.71%,,
1030,"Emergency Communications Network, LLC (15)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($43.7 par due 6/2023),"8.75% (Libor + 2.625% Cash, 5.125% PIK/Q)",6/1/2017,43.5,,,38.0,,(2)(11),,,
1031,,,,,,43.5,,,38.0,,,0.57%,,
1033,BW Landco LLC (5),Real estate developer,Membership interest (100%),,7/5/2019,20.9,,,30.8,,,,,
1034,NECCO Realty Investments LLC (5),Real estate holding company,"Membership units (7,450 units)",,1/3/2017,0,,,0,,(2),,,
1035,,,,,,20.9,,,30.8,,,0.46%,,
1036,Total Investments,,,,,,14861.9,,,,13841.9,,,206.87%
