,Company(1),Business Description,Investment,Interest(5)(9),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
727,,,First lien senior secured loan ($15.1 par due 8/2021),"12.13% (Libor + 8.50% Cash, 1.00% PIK/Q)",3/1/2017,15.1,,15.1,,,(2)(14),,
728,,,First lien senior secured loan ($75.1 par due 8/2021),"12.13% (Libor + 8.50% Cash, 1.00% PIK/Q)",3/1/2017,75.1,,75.1,,,(3)(14),,
729,,,"Common units (997,864 units)",,11/9/2017,9.7,,10.8,,,(2),,
730,,,,,,404.5,,373.6,,,,5.09,%
731,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (6)(18)",Distributor of OEM appliance aftermarket parts,First lien senior secured loan ($9.8 par due 1/2025),7.06% (Libor + 4.25%/Q),1/2/2019,9.8,,9.7,,,(2)(14),,
732,,,"Class A preferred units (46,359 units)",8.00% PIK,1/2/2019,9.7,,9.7,,,(2),,
733,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($4.6 par due 3/2022),8.25% (Libor + 5.75%/M),3/1/2017,4.6,,4.5,,,(2)(14),,
734,,,First lien senior secured loan ($65.6 par due 2/2022),8.25% (Libor + 5.75%/M),7/26/2017,65.6,,64.3,,,(2)(14),,
735,,,First lien senior secured loan ($93.3 par due 2/2022),8.25% (Libor + 5.75%/M),7/26/2017,93.3,,91.4,,,(3)(14),,
736,,,First lien senior secured loan ($19.9 par due 2/2022),8.25% (Libor + 5.75%/M),7/26/2017,19.9,,19.5,,,(4)(14),,
737,"Flow Control Solutions, Inc. (18)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($13.7 par due 11/2024),7.85% (Libor + 5.25%/Q),11/21/2018,13.7,,13.6,,,(3)(14),,
738,"KHC Holdings, Inc. and Kele Holdco, Inc. (18)",Catalog-based distribution services provider for building automation systems,First lien senior secured revolving loan ($0.4 par due 10/2020),6.75% (Libor + 4.25%/M),1/3/2017,0.4,,0.4,,,(2)(14),,
739,,,First lien senior secured loan ($65.9 par due 10/2022),8.60% (Libor + 6.00%/Q),1/3/2017,65.9,,65.9,,,(3)(14),,
740,,,"Common stock (30,000 shares)",,1/3/2017,3.1,,3.8,,,,,
741,"PetIQ, LLC",Distributor and manufacturer of pet prescription medications and health products,First lien senior secured revolving loan ($17.8 par due 1/2023),7.74% (Libor + 5.25%/M),1/17/2018,17.8,,17.8,,,(2)(14),,
742,,,,,,303.8,,300.6,,,,4.1,%
743,"GS Pretium Holdings, Inc.",Manufacturer and supplier of high performance plastic containers,"Common stock (500,000 shares)",,6/2/2014,0.5,,1.1,,,(2),,
744,IntraPac International LLC and IntraPac Canada Corporation (18),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan ($0.8 par due 1/2025),8.06% (Libor + 5.50%/Q),1/11/2019,0.8,,0.8,,,(2)(14),,
745,,,First lien senior secured revolving loan ($2.5 par due 1/2025),8.20% (Libor + 5.50%/Q),1/11/2019,2.5,,2.5,,,(2)(14),,
746,,,First lien senior secured loan ($23.0 par due 1/2026),8.20% (Libor + 5.50%/M),1/11/2019,23.0,,22.8,,,(2)(8)(14),,
747,,,First lien senior secured loan ($45.2 par due 1/2026),8.20% (Libor + 5.50%/M),1/11/2019,45.2,,44.8,,,(2)(14),,
748,LBP Intermediate Holdings LLC (18),Manufacturer of paper and corrugated foodservice packaging,First lien senior secured revolving loan,-,7/10/2015,-,,-,,,(16),,
749,,,First lien senior secured loan ($11.4 par due 7/2020),8.10% (Libor + 5.50%/Q),11/13/2018,11.3,,11.4,,,(4)(14),,
750,,,First lien senior secured loan ($11.8 par due 7/2020),8.10% (Libor + 5.50%/Q),7/10/2015,11.7,,11.8,,,(3)(14),,
751,,,First lien senior secured loan ($4.9 par due 7/2020),8.10% (Libor + 5.50%/Q),7/10/2015,4.9,,4.9,,,(4)(14),,
752,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($42.5 par due 8/2021),10.00% (Libor + 7.50%/M),12/14/2012,42.5,,42.5,,,(2)(14),,
753,,,Second lien senior secured loan ($75.0 par due 8/2021),10.00% (Libor + 7.50%/M),12/14/2012,75.0,,75.0,,,(3)(14),,
754,,,Second lien senior secured loan ($10.0 par due 8/2021),10.00% (Libor + 7.50%/M),12/14/2012,10.0,,10.0,,,(4)(14),,
755,,,"Common stock (54,710 shares)",,12/14/2012,4.9,,8.2,,,(2),,
756,Ranpak Corp.,Manufacturer and marketer of paper-based protective packaging systems and materials,Second lien senior secured loan ($8.0 par due 10/2022),9.73% (Libor + 7.25%/M),1/3/2017,7.7,,8.0,,,(2)(14),,
757,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares (11.4764 shares),,8/24/2018,1.1,,1.9,,,(2),,
758,,,,,,241.1,,245.7,,,,3.35,%
759,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.3 par due 4/2023),8.50% (Libor + 6.00%/M),4/17/2017,9.3,,7.8,,,(4)(14),,
760,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (18)","Distributor of instructional products, services and resources",First lien senior secured loan ($20.8 par due 8/2023),7.53% (Libor + 4.75%/Q),7/26/2017,20.8,,20.8,,,(2)(14),,
761,,,First lien senior secured loan ($0.1 par due 8/2023),7.35% (Libor + 4.75%/Q),7/26/2017,0.1,,0.1,,,(2)(14),,
762,,,First lien senior secured loan ($25.4 par due 8/2023),7.53% (Libor + 4.75%/S),7/26/2017,25.4,,25.4,,,(2)(14),,
763,,,First lien senior secured loan ($1.2 par due 8/2023),7.58% (Libor + 4.75%/A),8/31/2018,1.2,,1.2,,,(2)(14),,
764,,,"Series A preferred stock (1,272 shares)",,10/24/2014,0.7,,1.1,,,(2),,
765,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC (18)",Provider of human capital management (“HCM”) and SaaS-based software solutions to employees and administrators of K-12 school organizations,First lien senior secured loan ($1.9 par due 9/2023),9.10% (Libor + 6.50%/Q),9/19/2017,1.9,,1.9,,,(2)(14),,
766,,,"Class A preferred units (4,574 units)",9.00% PIK,9/18/2017,4.7,,5.7,,,,,
767,,,"Class B common units (499,050 units)",,9/18/2017,-,,-,,,,,
768,"Infilaw Holding, LLC (18)",Operator of for-profit law schools,First lien senior secured revolving loan ($5.0 par due 2/2018),,8/25/2011,4.2,,-,,,(2)(13)(17),,
769,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($12.3 par due 10/2020),11.74% (Libor + 9.00%/Q),10/31/2015,12.3,,12.3,,,(2)(14),,
770,,,"Senior preferred series A-1 shares (163,902 shares)",,10/31/2015,119.4,,18.8,,,(2),,
771,,,"Series B preferred stock (1,401,385 shares)",,8/5/2010,4.0,,-,,,(2),,
772,,,"Series B preferred stock (348,615 shares)",,8/5/2010,1.0,,-,,,(2),,
773,,,"Series C preferred stock (1,994,644 shares)",,6/7/2010,0.5,,-,,,(2),,
774,,,"Series C preferred stock (517,942 shares)",,6/7/2010,0.1,,-,,,(2),,
775,,,Common stock (16 shares),,6/7/2010,-,,-,,,(2),,
776,,,Common stock (4 shares),,6/7/2010,-,,-,,,(2),,
777,"Liaison Acquisition, LLC (18)",Provider of centralized applications services to educational associations,Second lien senior secured loan ($3.3 par due 8/2023),11.74% (Libor + 9.25%/M),2/9/2017,3.2,,3.3,,,(2)(14),,
778,PIH Corporation and Primrose Holding Corporation (6)(18),Franchisor of education-based early childhood centers,First lien senior secured revolving loan ($1.0 par due 12/2020),8.00% (Libor + 5.50%/M),12/13/2013,1.0,,1.0,,,(2)(14),,
779,,,"Common stock (7,227 shares)",,1/3/2017,10.7,,22.7,,,,,
780,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",Medical school operator,Common membership interest (15.76% interest),,9/21/2007,15.8,,15.1,,,(2),,
781,,,"Warrant to purchase up to 27,890 shares (expires 11/2019)",,12/8/2009,-,,8.2,,,(2),,
782,"Raptor Technologies, LLC and Rocket Parent, LLC (18)",Provider of SaaS-based safety and security software to the K-12 school market,First lien senior secured loan ($16.0 par due 12/2024),8.60% (Libor + 6.00%/Q),12/17/2018,16.0,,15.9,,,(2)(14),,
783,,,"Class A common units (2,294,000 units)",,12/17/2018,2.3,,2.4,,,,,
784,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,Warrant to purchase up to 987 shares of common stock (expires 12/2026),,12/23/2016,-,,-,,,(2),,
785,,,"Warrant to purchase up to 5,393,194 shares of common stock (expires 12/2026)",,12/23/2016,-,,-,,,(2),,
786,"Severin Acquisition, LLC (18)",Provider of student information system software solutions to the K-12 education market,First lien senior secured revolving loan ($0.4 par due 8/2023),5.98% (Libor + 3.25%/Q),8/1/2018,0.4,,0.4,,,(2)(14),,
787,,,First lien senior secured revolving loan ($0.8 par due 8/2023),5.88% (Libor + 3.25%/Q),8/1/2018,0.8,,0.7,,,(2)(14),,
788,,,First lien senior secured revolving loan ($0.8 par due 8/2023),5.86% (Libor + 3.25%/Q),8/1/2018,0.8,,0.7,,,(2)(14),,
789,,,Second lien senior secured loan ($80.0 par due 8/2026),9.49% (Libor + 6.75%/Q),6/12/2018,79.3,,79.2,,,(2)(14),,
790,,,,,,335.9,,244.7,,,,3.33,%
791,"MPH Energy Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (3.13% interest),,1/8/2014,-,,-,,,(2),,
792,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),,3/1/2011,-,,-,,,(2),,
793,,,Limited partnership interest (2.49% interest),,3/1/2011,-,,-,,,(2),,
794,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (7)(18)","Provider of soil treatment, recycling and placement services",First lien senior secured revolving loan,-,1/3/2017,-,,-,,,(16),,
795,,,First lien senior secured loan ($17.0 par due 1/2020),8.75% (Libor + 6.25%/M),1/3/2017,17.0,,17.0,,,(2)(14),,
796,,,Second lien senior secured loan ($12.7 par due 6/2020),10.75% (Libor + 7.75%/M),1/3/2017,12.7,,12.7,,,(2)(14),,
797,,,Senior subordinated loan ($45.2 par due 12/2020),16.50% PIK,1/3/2017,45.2,,45.2,,,(2),,
798,,,Senior subordinated loan ($37.8 par due 12/2020),14.50% PIK,1/3/2017,37.8,,37.8,,,(2),,
799,,,Senior subordinated loan ($38.0 par due 12/2020),,1/3/2017,11.5,,15.2,,,(2)(13),,
800,,,Common stock (810 shares),,1/3/2017,-,,-,,,,,
801,,,,,,124.2,,127.9,,,,1.75,%
802,"Cadence Aerospace, LLC (18)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($0.7 par due 11/2022),9.10% (Libor + 6.50%/Q),11/14/2017,0.7,,0.7,,,(2)(14)(17),,
803,,,First lien senior secured revolving loan ($3.0 par due 11/2022),11.00% (Base Rate + 5.50%/Q),11/14/2017,3.0,,3.0,,,(2)(14)(17),,
804,,,First lien senior secured loan ($32.1 par due 11/2023),9.09% (Libor + 6.50%/Q),11/14/2017,31.8,,31.8,,,(3)(14),,
805,,,First lien senior secured loan ($10.0 par due 11/2023),9.10% (Libor + 6.50%/Q),7/5/2018,10.0,,9.9,,,(2)(14),,
806,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,Second lien senior secured loan ($68.4 par due 1/2026),11.10% (Libor + 8.50%/Q),1/22/2018,68.4,,67.7,,,(2)(14),,
807,"Radius Aerospace, Inc. (18)",Metal fabricator in the aerospace industry,First lien senior secured loan ($9.0 par due 3/2025),8.35% (Libor + 5.75%/Q),3/29/2019,9.0,,8.9,,,(2)(14),,
808,,,,,,122.9,,122.0,,,,1.66,%
809,AMZ Holding Corp. (18),Specialty chemicals manufacturer,First lien senior secured loan ($0.0 par due 6/2022),9.50% (Base Rate + 4.00%/Q),6/27/2017,-,,-,,,(4)(14),,
810,,,First lien senior secured loan ($12.0 par due 6/2022),7.50% (Libor + 5.00%/M),6/27/2017,12.0,,12.0,,,(4)(14),,
811,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock (expires 3/2023)",,3/28/2013,-,,-,,,(2),,
812,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,First lien senior secured loan ($24.9 par due 12/2025),6.73% (Libor + 4.25%/M),12/14/2018,24.5,,24.4,,,(2)(14),,
813,,,Second lien senior secured loan ($55.7 par due 12/2026),10.24% (Libor + 7.75%/M),12/14/2018,55.7,,54.6,,,(2)(14),,
814,,,"Co-Invest units (5,969 units)",,12/14/2018,0.6,,0.6,,,(2),,
815,,,,,,92.8,,91.6,,,,1.25,%
816,"Athletic Club Holdings, Inc.",Premier health club operator,First lien senior secured loan ($3.2 par due 10/2020),11.13% (Libor + 8.50%/Q),10/11/2007,3.2,,3.2,,,(3)(14),,
817,"CFW Co-Invest, L.P. and NCP Curves, L.P.",Health club franchisor,"Limited partnership interest (4,152,165 shares)",,7/31/2012,4.2,,11.9,,,(2),,
818,,,"Limited partnership interest (2,218,235 shares)",,7/31/2012,-,,-,,,(2)(8),,
819,Movati Athletic (Group) Inc. (8)(18),Premier health club operator,First lien senior secured loan ($0.6 par due 10/2022),6.81% (CIBOR + 4.50%/Q),10/5/2017,0.6,,0.6,,,(2)(14),,
820,,,First lien senior secured loan ($2.9 par due 10/2022),6.81% (CIBOR + 4.50%/Q),10/5/2017,3.0,,2.8,,,(2)(14),,
821,"Sunshine Sub, LLC (18)",Premier health club operator,First lien senior secured loan ($5.8 par due 5/2024),7.25% (Libor + 4.75%/M),5/25/2018,5.8,,5.7,,,(2)(14),,
822,,,First lien senior secured loan ($9.8 par due 5/2024),7.25% (Libor + 4.75%/M),5/25/2018,9.8,,9.7,,,(2)(14),,
823,"Taymax Group Acquisition, LLC and TCP Fit Parent, L.P. (18)",Planet Fitness franchisee,First lien senior secured revolving loan ($0.2 par due 7/2024),6.72% (Libor + 4.75%/M),7/31/2018,0.2,,0.2,,,(2)(14),,
824,,,First lien senior secured revolving loan ($0.3 par due 7/2024),7.25% (Libor + 4.75%/M),7/31/2018,0.3,,0.3,,,(2)(14),,
825,,,First lien senior secured loan ($4.3 par due 7/2025),7.35% (Libor + 4.75%/Q),7/31/2018,4.3,,4.3,,,(2)(14),,
826,,,"Class A units (30,000 units)",,7/31/2018,3.0,,3.6,,,,,
827,,,,,,34.4,,42.3,,,,0.58,%
828,"Everspin Technologies, Inc.",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",,10/7/2016,0.4,,-,,,(2)(21),,
829,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (7)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14%,1/3/2017,8.2,,8.3,,,(2),,
830,,,Senior subordinated loan ($8.3 par due 6/2022),14%,1/3/2017,8.2,,8.3,,,(2),,
831,,,"Series A preferred stock (66,424,135 shares)",,1/3/2017,-,,7.0,,,,,
832,,,"Class A common stock (33,173 shares)",,1/3/2017,-,,-,,,,,
833,,,"Class B common stock (134,214 shares)",,1/3/2017,-,,-,,,,,
834,"Zemax Software Holdings, LLC (18)",Provider of optical illumination design software to design engineers,First lien senior secured loan ($17.0 par due 6/2024),8.35% (Libor + 5.75%/Q),6/25/2018,17.0,,17.0,,,(3)(14),,
835,,,,,,33.8,,40.6,,,,0.55,%
836,"QC Supply, LLC (18)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($1.7 par due 12/2021),8.50% (Libor + 6.00%/M),12/29/2016,1.7,,1.5,,,(2)(14),,
837,,,First lien senior secured revolving loan ($2.0 par due 12/2021),8.50% (Libor + 6.00%/M),12/29/2016,2.0,,1.8,,,(2)(14),,
838,,,First lien senior secured revolving loan ($2.3 par due 12/2021),8.50% (Libor + 6.00%/M),12/29/2016,2.3,,2.1,,,(2)(14),,
839,,,First lien senior secured revolving loan ($4.0 par due 12/2021),8.50% (Libor + 6.00%/M),12/29/2016,4.0,,3.7,,,(2)(14),,
840,,,First lien senior secured loan ($8.7 par due 12/2022),8.50% (Libor + 6.00%/M),12/29/2016,8.7,,7.9,,,(2)(14),,
841,,,First lien senior secured loan ($11.1 par due 12/2022),8.50% (Libor + 6.00%/M),12/29/2016,11.1,,10.1,,,(2)(14),,
842,,,First lien senior secured loan ($14.7 par due 12/2022),8.50% (Libor + 6.00%/M),12/29/2016,14.7,,13.5,,,(4)(14),,
843,,,,,,44.5,,40.6,,,,0.55,%
844,"Aimbridge Acquisition Co., Inc.",Hotel Operator,Second lien senior secured loan ($14.1 par due 2/2027),9.99% (Libor + 7.50%/M),2/1/2019,13.9,,14.0,,,(2)(14),,
845,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (18)",Hotel Operator,First lien senior secured revolving loan ($1.7 par due 7/2021),9.23% (Libor + 6.75%/M),4/12/2018,1.7,,1.7,,,(2)(14)(17),,
846,,,First lien senior secured revolving loan ($0.1 par due 7/2021),9.25% (Libor + 6.75%/M),4/12/2018,0.1,,0.1,,,(2)(14)(17),,
847,,,First lien senior secured loan ($1.5 par due 7/2021),9.25% (Libor + 6.75%/M),4/12/2018,1.5,,1.5,,,(2)(14),,
848,,,First lien senior secured loan ($17.0 par due 7/2021),9.25% (Libor + 6.75%/M),4/12/2018,17.0,,17.0,,,(2)(14),,
849,,,"Preferred membership units (996,833 units)",,7/15/2016,1.0,,1.2,,,(2),,
850,,,,,,35.2,,35.5,,,,0.48,%
851,"Extenet Systems, Inc. (18)","Provider of antenna networks for use by wireless service providers, government agencies, healthcare organizations and other commercial enterprises",First lien senior secured revolving loan ($0.8 par due 11/2022),8.25% (Base Rate + 2.75%/Q),2/8/2018,0.8,,0.8,,,(2)(14)(17),,
852,"LTG Acquisition, Inc.","Designer and manufacturer of display, lighting and passenger communication systems for mass transportation markets","Class A membership units (5,000 units)",,1/3/2017,5.1,,4.0,,,,,
853,"Startec Equity, LLC (7)",Communication services,Member interest,,4/1/2010,-,,-,,,,,
854,TowerCo IV Finance LLC (18),Owner and operator of cellular telecommunications towers,First lien senior secured revolving loan ($0.4 par due 10/2021),6.24% (Libor + 3.75%/M),2/8/2018,0.4,,0.4,,,(2)(14),,
855,,,First lien senior secured revolving loan ($7.3 par due 10/2021),6.24% (Libor + 3.75%/M),2/8/2018,7.3,,7.3,,,(2)(14),,
856,,,First lien senior secured revolving loan ($1.3 par due 10/2021),6.25% (Libor + 3.75%/M),2/8/2018,1.3,,1.3,,,(2)(14),,
857,,,,,,14.9,,13.8,,,,0.19,%
858,"Paper Source, Inc. and Pine Holdings, Inc. (18)",Retailer of fine and artisanal paper products,First lien senior secured revolving loan ($0.7 par due 9/2019),10.50% (Base Rate + 5.00%/M),9/23/2013,0.7,,0.7,,,(2)(14),,
859,,,First lien senior secured loan ($9.3 par due 9/2019),8.85% (Libor + 6.25%/Q),9/23/2013,9.3,,9.3,,,(4)(14),,
860,,,"Class A common stock (36,364 shares)",,9/23/2013,6.0,,3.0,,,(2),,
861,,,,,,16.0,,13.0,,,,0.18,%
862,ACAS Real Estate Holdings Corporation (7),Real estate holding company,"Common stock (1,000 shares)",,1/3/2017,2.6,,2.6,,,,,
863,NECCO Realty Investments LLC (7),Real estate holding company,"Membership units (7,450 units)",,1/3/2017,-,,-,,,,,
864,,,,,,2.6,,2.6,,,,0.04,%
865,"Halex Holdings, Inc. (7)(18)",Manufacturer of flooring installation products,First lien senior secured revolving loan ($1.9 par due 12/2018),,1/24/2017,1.9,,-,,,,,
866,,,"Common stock (51,853 shares)",,1/3/2017,-,,-,,,,,
867,,,,,,1.9,,-,,,,-,%
868,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",,9/29/2006,1.1,,-,,,(2),,
869,,,"Common stock (15,393 shares)",,9/29/2006,-,,-,,,(2),,
870,,,,,,1.1,,-,,,,-,%
871,Total Investments,,,,,13440.1,,13063.6,,,,178.02,%
