,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
635,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Limited partnership interest (2,218,235 shares)",0,7/31/2012,2.2,2.5
636,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Common stock (1,680 shares)",0,11/12/2014,0.0,0.0
637,"QC Supply, LLC (22)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($4.0 par due 12/2021),7.23% (Libor + 6.00%/Q),12/29/2016,4.0,4.0
638,"QC Supply, LLC (22)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($11.3 par due 12/2022),7.23% (Libor + 6.00%/Q),12/29/2016,11.3,11.3
639,"QC Supply, LLC (22)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($15.0 par due 12/2022),7.23% (Libor + 6.00%/Q),12/29/2016,15.0,15.0
640,"Earthcolor Group, LLC",Printing management services,Limited liability company interests (9.30%),0,5/18/2012,0.0,0.0
641,EDS Group (8)(9),Provider of print and digital services,First lien senior secured loan ($0.4 par due 6/2019),6.00% (Libor + 5.00%/Q),1/3/2017,0.4,0.4
642,EDS Group (8)(9),Provider of print and digital services,First lien senior secured loan ($0.6 par due 6/2019),6.00% (Libor + 5.00%/Q),1/3/2017,0.5,0.6
643,EDS Group (8)(9),Provider of print and digital services,First lien senior secured loan ($0.2 par due 6/2019),6.00% (Libor + 5.00%/Q),1/3/2017,0.2,0.2
644,EDS Group (8)(9),Provider of print and digital services,First lien senior secured loan ($0.6 par due 6/2019),6.00% (Libor + 5.00%/Q),1/3/2017,0.5,0.6
645,EDS Group (8)(9),Provider of print and digital services,First lien senior secured loan ($0.4 par due 6/2019),6.00% (Libor + 5.00%/Q),1/3/2017,0.3,0.4
646,EDS Group (8)(9),Provider of print and digital services,First lien senior secured loan ($0.1 par due 6/2019),6.00% (Libor + 5.00%/Q),1/3/2017,0.1,0.1
647,EDS Group (8)(9),Provider of print and digital services,Senior subordinated loan ($7.1 par due 6/2019),3.13%,1/3/2017,4.7,7.1
648,EDS Group (8)(9),Provider of print and digital services,Senior subordinated loan ($7.2 par due 6/2019),3.13%,1/3/2017,4.8,7.2
649,EDS Group (8)(9),Provider of print and digital services,"Preferred stock (61,229 shares)",0,1/3/2017,0.1,0.1
650,EDS Group (8)(9),Provider of print and digital services,"Common stock (2,432,750 shares)",0,1/3/2017,0.0,4.7
651,Roark-Money Mailer LLC,"Marketer, advertiser and distributor of coupons in the mail industry","Membership units (35,000 units)",0,1/3/2017,0.0,0.0
652,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",0,9/29/2006,1.1,2.0
653,"The Teaching Company Holdings, Inc.",Education publications provider,"Common stock (15,393 shares)",0,9/29/2006,0.0,0.0
654,"Everspin Technologies, Inc. (5)",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 18,461 shares of common stock (expires 10/2026)",0,6/5/2015,0.4,0.0
655,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (8)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.1,8.3
656,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (8)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.1,8.3
657,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (8)",Provider of high-speed intelligent document scanning hardware and software,"Series A preferred stock (66,424,135 shares)",0,1/3/2017,0.0,6.6
658,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (8)",Provider of high-speed intelligent document scanning hardware and software,"Class A common stock (33,173 shares)",0,1/3/2017,0.0,0.0
659,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (8)",Provider of high-speed intelligent document scanning hardware and software,"Class B common stock (134,214 shares)",0,1/3/2017,0.0,0.0
660,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC",Hotel Operator,First lien senior secured loan ($3.0 par due 7/2021),8.30% (Libor + 7.00%/Q),7/15/2016,3.0,2.9
661,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC",Hotel Operator,First lien senior secured loan ($19.5 par due 7/2021),11.10% (Libor + 10.10%/Q),7/15/2016,19.4,18.9
662,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC",Hotel Operator,"Membership units (990,369 units)",0,7/15/2016,1.0,0.6
663,Adaptive Mobile Security Limited (9),Developer of security software for mobile communications networks,First lien senior secured loan ($1.3 par due 7/2018),"12.00% (EURIBOR + 9.00% Cash, 1.00% PIK/M)",1/16/2015,1.4,1.6
664,Adaptive Mobile Security Limited (9),Developer of security software for mobile communications networks,First lien senior secured loan ($0.4 par due 10/2018),"12.00% (EURIBOR + 9.00% Cash, 1.00% PIK/M)",1/16/2015,0.4,0.5
665,Adaptive Mobile Security Limited (9),Developer of security software for mobile communications networks,First lien senior secured loan ($1.1 par due 10/2018),"12.00% (EURIBOR + 9.00% Cash, 1.00% PIK/M)",10/17/2016,1.0,1.3
666,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,Warrant to purchase up to 208 shares (expires 11/2017),0,11/7/2007,0.0,4.1
667,"American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,Warrant to purchase up to 200 shares (expires 9/2020),0,9/1/2010,0.0,10.0
668,"CHL, LTD.","Repair and service solutions provider for cable, satellite and telecommunications based service providers","Warrant to purchase up to 120,000 shares of Series A common stock",0,1/3/2017,0.0,0.0
669,"CHL, LTD.","Repair and service solutions provider for cable, satellite and telecommunications based service providers","Warrant to purchase up to 280,000 shares of Series B common stock",0,1/3/2017,0.0,0.0
670,"CHL, LTD.","Repair and service solutions provider for cable, satellite and telecommunications based service providers","Warrant to purchase up to 80,000 shares of Series C common stock",0,1/3/2017,0.0,0.0
671,"LTG Acquisition, Inc.","Designer and manufacturer of display, lighting and passenger communication systems for mass transportation markets","Class A membership units (5,000 units)",0,1/3/2017,5.1,4.0
672,"Startec Equity, LLC (8)",Communication services,Member interest,0,4/1/2010,0.0,0.0
673,ACAS Real Estate Holdings Corporation (8),Real estate holding company,"Common stock (1,001 shares)",0,1/3/2017,2.6,2.3
674,NECCO Realty Investments LLC (8),Real estate holding company,"Membership units (7,450 units)",0,1/3/2017,0.0,0.0
675,"Parmenter Woodland Park Plaza, LLC",Real estate holding company,First lien senior secured loan ($17.8 par due 9/2018),5.95% (Libor + 4.90%/Q),1/3/2017,16.5,16.0
676,"Halex Holdings, Inc. (8)(22)",Manufacturer of flooring installation products,First lien senior secured revolving loan ($1.1 par due 12/2018),0,1/24/2017,1.1,1.1
677,"Halex Holdings, Inc. (8)(22)",Manufacturer of flooring installation products,"Common stock (51,853 shares)",0,1/3/2017,0.0,0.0
