,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
573,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($14.1 par due 4/2024),8.75% (Libor + 7.75%/Q),6/1/2017,14.1,13.0
574,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($1.3 par due 4/2024),8.75% (Libor + 7.75%/Q),6/30/2016,1.3,1.2
575,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($5.0 par due 4/2024),8.75% (Libor + 7.75%/Q),7/17/2018,5.0,4.6
576,"Lew's Intermediate Holdings, LLC (16)",Outdoor brand holding company,First lien senior secured revolving loan ($1.8 par due 2/2026),4.14% (Libor + 4.00%/Q),2/11/2021,1.8,1.8
577,"Lew's Intermediate Holdings, LLC (16)",Outdoor brand holding company,First lien senior secured loan ($1.0 par due 2/2028),5.75% (Libor + 5.00%/Q),2/11/2021,1.0,1.0
578,"Pelican Products, Inc. (16)",Flashlights manufacturer,Second lien senior secured loan ($60.0 par due 12/2029),8.25% (Libor + 7.75%/Q),12/31/2021,60.0,59.4
579,"Rawlings Sporting Goods Company, Inc. and Easton Diamond Sports, LLC",Sports equipment manufacturing company,First lien senior secured loan ($93.2 par due 12/2026),7.75% (Libor + 6.75%/Q),12/31/2020,93.2,93.2
580,"Rawlings Sporting Goods Company, Inc. and Easton Diamond Sports, LLC",Sports equipment manufacturing company,First lien senior secured loan ($8.8 par due 12/2026),7.75% (Libor + 6.75%/Q),11/3/2021,8.8,8.8
581,"Reef Lifestyle, LLC (16)",Apparel retailer,First lien senior secured revolving loan ($12.1 par due 10/2024),8.5% (Libor + 5.50% Cash + 2.00% PIK/M),10/26/2018,12.1,12.1
582,"Reef Lifestyle, LLC (16)",Apparel retailer,First lien senior secured revolving loan ($0.6 par due 10/2024),8.5% (Libor + 5.50% Cash + 2.00% PIK/M),7/31/2020,0.6,0.6
583,"Reef Lifestyle, LLC (16)",Apparel retailer,First lien senior secured loan ($25.0 par due 10/2024),8.5% (Libor + 5.50% Cash + 2.00% PIK/Q),10/26/2018,25.0,25.0
584,"Reef Lifestyle, LLC (16)",Apparel retailer,First lien senior secured loan ($1.1 par due 10/2024),8.50% (Libor + 7.50%/Q),7/31/2020,1.1,1.1
585,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",0,10/30/2014,0.0,0.2
586,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2011,0.0,0.0
587,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",0,4/1/2010,0.0,0.0
588,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($116.2 par due 10/2024),9.54% PIK (Libor + 8.54%/M),10/27/2015,115.6,98.9
589,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($1.1 par due 5/2024),7.25% (Base Rate + 4.00%/M),5/21/2019,1.1,1.1
590,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($0.1 par due 5/2024),6.50% (Libor + 5.50%/M),5/21/2019,0.1,0.1
591,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured loan ($19.2 par due 5/2024),6.00% (Libor + 5.00%/Q),5/21/2019,19.1,19.1
592,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",0,3/14/2014,5.0,0.4
593,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",0,4/22/2015,5.0,0.4
594,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories","Preferred units (14,591 units)",0,5/14/2019,1.6,2.0
595,SVP-Singer Holdings Inc. and SVP-Singer Holdings LP,Manufacturer of consumer sewing machines,First lien senior secured loan ($44.9 par due 7/2028),7.50% (Libor + 6.75%/Q),7/30/2021,43.7,42.3
596,SVP-Singer Holdings Inc. and SVP-Singer Holdings LP,Manufacturer of consumer sewing machines,"Class A common units (6,264,706 units)",0,7/30/2021,26.1,24.5
597,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,1.9
598,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,1.6
599,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products","Common stock (861,000 shares)",0,12/23/2019,6.0,0.4
600,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/M),7/30/2018,21.1,20.3
601,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/M),12/15/2017,122.8,117.9
602,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods","Class A units (1,400 units)",0,7/30/2018,1.4,0.7
603,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($111.4 par due 12/2022),0,11/27/2006,0.0,0.0
604,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),7.60% (Libor + 7.50%/M),2/1/2019,22.2,21.4
605,American Residential Services L.L.C. and Aragorn Parent Holdings LP (16),"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($56.4 par due 10/2028),9.50% (Libor + 8.50%/Q),10/15/2020,56.4,56.4
606,American Residential Services L.L.C. and Aragorn Parent Holdings LP (16),"Heating, ventilation and air conditioning services provider","Series A preferred units (2,531,500 units)",10.00% PIK,10/15/2020,2.8,3.7
607,"ATI Restoration, LLC (16)",Provider of disaster recovery services,First lien senior secured revolving loan ($8.1 par due 7/2026),6.00% (Libor + 5.00%/Q),7/31/2020,8.1,8.1
608,"ATI Restoration, LLC (16)",Provider of disaster recovery services,First lien senior secured revolving loan ($2.5 par due 7/2026),7.25% (Base Rate + 4.00%/Q),7/31/2020,2.5,2.5
609,"ATI Restoration, LLC (16)",Provider of disaster recovery services,First lien senior secured loan ($33.3 par due 7/2026),6.00% (Libor + 5.00%/Q),7/31/2020,33.3,33.3
610,"Belfor Holdings, Inc. (16)",Disaster recovery services provider,First lien senior secured revolving loan ($0.0 par due 4/2024),5.50% (Base Rate + 2.25%/Q),4/4/2019,0.0,0.0
611,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($68.2 par due 5/2023),11.75% (Libor + 10.75%/Q),5/30/2018,67.4,61.4
612,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($15.2 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,15.2,13.6
613,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($15.5 par due 5/2023),11.75% PIK (Libor + 10.75%/M),7/3/2019,15.3,13.9
614,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($20.0 par due 5/2023),11.75% (Libor + 10.75%/Q),12/27/2019,18.9,18.0
615,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),8/20/2018,3.0,2.7
616,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($4.9 par due 5/2023),11.75% (Libor + 10.75%/Q),6/30/2020,4.9,4.4
617,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($30.0 par due 5/2023),11.75% PIK (Libor + 10.75%/Q),12/22/2020,28.8,27.0
618,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",Warrant to purchase up to 718.66 shares (expires 3/2041),0,3/21/2021,2.1,3.4
619,Concert Golf Partners Holdco LLC (16),Golf club owner and operator,First lien senior secured revolving loan ($0.1 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,0.1,0.1
620,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (16),Provider of plumbing and HVAC services,First lien senior secured revolving loan,-%,11/16/2020,0.0,0.0
621,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (16),Provider of plumbing and HVAC services,First lien senior secured loan ($72.7 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,72.7,72.7
622,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (16),Provider of plumbing and HVAC services,First lien senior secured loan ($80.4 par due 11/2026),6.75% (Libor + 5.75%/Q),4/2/2021,80.4,80.4
623,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (16),Provider of plumbing and HVAC services,"Class A units (6,099 units)",0,11/16/2020,20.9,34.4
624,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (16),Restaurant owner and operator,First lien senior secured revolving loan ($7.5 par due 2/2022),0,2/1/2017,0.0,0.0
625,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (16),Restaurant owner and operator,First lien senior secured loan ($21.6 par due 2/2022),0,2/1/2017,0.0,0.0
626,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.4 par due 4/2025),8.00% PIK,4/5/2019,1.4,1.4
627,"Jim N Nicks Management, LLC (16)",Restaurant owner and operator,First lien senior secured revolving loan ($2.8 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,2.8,2.8
628,"Jim N Nicks Management, LLC (16)",Restaurant owner and operator,First lien senior secured loan ($14.7 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,14.7,14.7
629,"KeyStone Sub-debt HoldCo, LLC",Planet Fitness franchisee,Senior subordinated loan ($54.3 par due 1/2027),10.00% PIK,1/20/2021,51.2,52.7
630,"KeyStone Sub-debt HoldCo, LLC",Planet Fitness franchisee,Senior subordinated loan ($7.2 par due 1/2027),10.00% PIK,9/30/2021,7.2,7.0
631,"KeyStone Sub-debt HoldCo, LLC",Planet Fitness franchisee,Warrant to purchase up to 24.7581 Class C interests (expires 1/2027),0,1/20/2021,3.6,4.2
632,"Len the Plumber, LLC, LTP Neffsville, LLC, LTP of NJ, LLC, and LTP LSI, LLC",Provider of plumbing services,First lien senior secured loan ($9.1 par due 2/2026),7.00% (Libor + 6.00%/Q),10/14/2021,9.1,9.0
633,"LSP Holdco, LLC and ZBS Mechanical Group Co-Invest Fund 2, LLC (16)",Provider of residential HVAC and plumbing services,First lien senior secured loan ($6.9 par due 10/2026),7.00% (Libor + 6.00%/Q),10/7/2021,6.9,6.8
634,"LSP Holdco, LLC and ZBS Mechanical Group Co-Invest Fund 2, LLC (16)",Provider of residential HVAC and plumbing services,"Membership interest (2,771,000 interests)",0,10/7/2021,2.8,2.8
635,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",0,9/27/2012,3.0,3.1
636,Movati Athletic (Group) Inc.,Premier health club operator,First lien senior secured loan ($0.2 par due 10/2024),7.45% (Base rate + 3.70% Cash + .50% PIK/Q),10/5/2017,0.2,0.2
637,Movati Athletic (Group) Inc.,Premier health club operator,First lien senior secured loan ($2.9 par due 10/2024),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,3.0,2.7
638,Movati Athletic (Group) Inc.,Premier health club operator,First lien senior secured loan ($2.3 par due 10/2024),7.50% (CDOR + 5.50% Cash + .50% PIK/Q),10/5/2017,2.2,2.1
639,"OTG Management, LLC",Airport restaurant operator,"Class A preferred units (3,000,000 units)",0,8/26/2016,25.3,15.8
640,"OTG Management, LLC",Airport restaurant operator,"Common units (3,000,000 units)",0,1/5/2011,3.0,0.0
641,"OTG Management, LLC",Airport restaurant operator,Warrant to purchase up to 7.73% of common units,0,6/19/2008,0.1,0.0
642,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,First lien senior secured revolving loan ($9.6 par due 7/2023),8% (Libor + 5.75% Cash + 1.25% PIK/Q),4/12/2018,9.6,8.8
643,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,First lien senior secured loan ($18.2 par due 7/2023),8% (Libor + 5.75% Cash + 1.25% PIK/Q),4/12/2018,18.2,16.8
644,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,First lien senior secured loan ($6.4 par due 7/2023),8% (Libor + 5.75% Cash + 1.25% PIK/Q),12/27/2019,6.4,5.8
645,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,"Preferred membership units (996,833 units)",0,7/15/2016,1.0,0.5
646,"Redwood Services, LLC and Redwood Services Holdco, LLC (16)",Provider of residential HVAC and plumbing services,First lien senior secured loan ($1.0 par due 12/2025),8.00% (Libor + 7.00%/Q),12/22/2021,1.0,1.0
647,"Redwood Services, LLC and Redwood Services Holdco, LLC (16)",Provider of residential HVAC and plumbing services,First lien senior secured loan ($12.5 par due 12/2025),8.00% (Libor + 7.00%/Q),12/31/2020,12.5,12.5
648,"Redwood Services, LLC and Redwood Services Holdco, LLC (16)",Provider of residential HVAC and plumbing services,"Series D units (5,291,723 units)",8.00% PIK,12/31/2020,5.7,11.6
649,"Safe Home Security, Inc., Security Systems Inc., Safe Home Monitoring, Inc., National Protective Services, Inc., Bright Integrations LLC and Medguard Alert, Inc.",Provider of safety systems for business and residential customers,First lien senior secured loan ($46.2 par due 8/2024),8.25% (Libor + 7.25%/M),8/4/2020,46.2,46.2
650,"SV-Burton Holdings, LLC & LBC Breeze Holdings LLC (16)",Provider of HVAC and plumbing services to residential and commercial customers,First lien senior secured loan ($11.0 par due 12/2027),6.50% (Libor + 5.50%/Q),12/6/2021,11.0,10.9
651,"SV-Burton Holdings, LLC & LBC Breeze Holdings LLC (16)",Provider of HVAC and plumbing services to residential and commercial customers,"Class A units (4,296 units)",0,12/6/2021,4.3,4.3
652,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (16)",Planet Fitness franchisee,First lien senior secured revolving loan ($0.5 par due 7/2024),6.75% (Libor + 5.25% Cash + .50 PIK/Q),7/31/2018,0.5,0.5
653,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (16)",Planet Fitness franchisee,First lien senior secured loan ($1.1 par due 7/2025),6.25% (Libor + 4.75% Cash + .50 PIK/Q),3/5/2020,1.1,1.1
654,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (16)",Planet Fitness franchisee,"Class A units (37,020 units)",0,7/31/2018,3.8,2.0
655,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (16)",Premier health club operator,First lien senior secured loan ($15.5 par due 12/2024),10.25% (Base rate + 5.00% Cash + 2.00% PIK/Q),12/16/2019,15.5,14.1
656,"The Arcticom Group, LLC and AMCP Mechanical Holdings, LP (16)","Refrigeration, heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($2.0 par due 12/2027),8.25% (Base Rate + 5.00%/Q),12/22/2021,2.0,2.0
657,"The Arcticom Group, LLC and AMCP Mechanical Holdings, LP (16)","Refrigeration, heating, ventilation and air conditioning services provider",First lien senior secured loan ($47.2 par due 12/2027),6.75% (Libor + 6.00%/Q),12/22/2021,47.2,46.7
658,"The Arcticom Group, LLC and AMCP Mechanical Holdings, LP (16)","Refrigeration, heating, ventilation and air conditioning services provider","Class A units (4,897,000 units)",0,12/22/2021,4.9,4.9
659,"YE Brands Holdings, LLC (16)",Sports camp operator,First lien senior secured loan ($8.0 par due 10/2027),6.25% (Libor + 5.50%/Q),10/18/2021,8.0,7.9
660,"Atlas Intermediate III, L.L.C. (16)",Specialty chemicals distributor,First lien senior secured loan ($0.2 par due 4/2025),6.50% (Libor + 5.50%/Q),3/31/2021,0.2,0.2
661,"Atlas Intermediate III, L.L.C. (16)",Specialty chemicals distributor,First lien senior secured loan ($2.1 par due 4/2025),6.50% (Libor + 5.50%/Q),11/19/2021,2.1,2.1
662,"Bamboo Purchaser, Inc. (16)","Provider of nursery, garden, and greenhouse products",First lien senior secured loan ($39.1 par due 11/2027),6.75% (Libor + 6.00%/Q),11/5/2021,39.1,38.6
663,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (16)",Provider of visual communications solutions,First lien senior secured loan ($16.0 par due 3/2025),6.65% (Libor + 5.65%/M),3/13/2019,16.0,16.0
664,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (16)",Provider of visual communications solutions,First lien senior secured loan ($0.1 par due 3/2025),6.65% (Libor + 5.65%/M),8/27/2019,0.1,0.1
665,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (16)",Provider of visual communications solutions,First lien senior secured loan ($0.1 par due 3/2025),6.65% (Libor + 5.65%/M),6/25/2021,0.1,0.1
666,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (16)",Provider of visual communications solutions,Common units (600 units),0,3/13/2019,0.6,1.0
667,"GPM Investments, LLC and ARKO Corp.",Convenience store operator,"Common stock (2,088,478 shares)",0,12/22/2020,19.8,18.3
668,"GPM Investments, LLC and ARKO Corp.",Convenience store operator,"Warrant to purchase up to 1,088,780 common stock (expires 12/2025)",0,12/22/2020,1.6,1.9
669,"Marcone Yellowstone Buyer Inc. and Marcone Yellowstone Holdings, LLC",Distributor of OEM appliance aftermarket parts,First lien senior secured loan ($18.7 par due 6/2028),6.25% (Libor + 5.50%/Q),6/23/2021,18.7,18.5
670,"Marcone Yellowstone Buyer Inc. and Marcone Yellowstone Holdings, LLC",Distributor of OEM appliance aftermarket parts,First lien senior secured loan ($2.1 par due 6/2028),6.25% (Libor + 5.50%/Q),12/31/2021,2.1,2.1
671,"Marcone Yellowstone Buyer Inc. and Marcone Yellowstone Holdings, LLC",Distributor of OEM appliance aftermarket parts,First lien senior secured loan ($6.6 par due 6/2028),6.00% (Libor + 5.25%/Q),12/31/2021,6.6,6.5
672,"Marcone Yellowstone Buyer Inc. and Marcone Yellowstone Holdings, LLC",Distributor of OEM appliance aftermarket parts,First lien senior secured loan ($35.0 par due 6/2028),6.25% (Libor + 5.50%/Q),6/23/2021,35.0,34.6
673,"Marcone Yellowstone Buyer Inc. and Marcone Yellowstone Holdings, LLC",Distributor of OEM appliance aftermarket parts,"Class A common units (5,578 units)",0,6/23/2021,5.8,9.3
674,"McKenzie Creative Brands, LLC (16)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($84.5 par due 9/2023),6.75% (Libor + 5.75%/Q),9/18/2014,84.5,84.5
675,"McKenzie Creative Brands, LLC (16)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($5.5 par due 9/2023),6.75% (Libor + 5.75%/A),9/18/2014,5.5,5.5
676,"Moon Valley Nursery of Arizona Retail, LLC, Moon Valley Nursery Farm Holdings, LLC, Moon Valley Nursery RE Holdings LLC, and Stonecourt IV Partners, LP (16)",Operator of retail and wholesale tree and plant nurseries,First lien senior secured loan ($79.0 par due 10/2027),6.75% (Libor + 5.75%/Q),10/8/2021,79.0,78.2
677,"Moon Valley Nursery of Arizona Retail, LLC, Moon Valley Nursery Farm Holdings, LLC, Moon Valley Nursery RE Holdings LLC, and Stonecourt IV Partners, LP (16)",Operator of retail and wholesale tree and plant nurseries,"Limited partnership interests (96,939,151.71 interests)",0,10/8/2021,96.9,96.9
678,"North Haven Falcon Buyer, LLC and North Haven Falcon Holding Company, LLC (16)",Manufacturer of aftermarket golf cart parts and accessories,First lien senior secured loan ($22.3 par due 5/2027),7.00% (Libor + 6.00%/Q),5/19/2021,22.3,22.1
679,"North Haven Falcon Buyer, LLC and North Haven Falcon Holding Company, LLC (16)",Manufacturer of aftermarket golf cart parts and accessories,"Class A units (50,000 units)",0,5/19/2021,5.0,4.1
680,Reddy Ice LLC (16),Packaged ice manufacturer and distributor,First lien senior secured revolving loan,-%,7/1/2019,0.0,0.0
681,Reddy Ice LLC (16),Packaged ice manufacturer and distributor,First lien senior secured loan ($61.9 par due 7/2025),7.50% (Libor + 6.50%/Q),7/1/2019,61.9,61.9
682,Reddy Ice LLC (16),Packaged ice manufacturer and distributor,First lien senior secured loan ($4.3 par due 7/2025),7.50% (Libor + 6.50%/B),11/16/2020,4.3,4.3
683,Reddy Ice LLC (16),Packaged ice manufacturer and distributor,First lien senior secured loan ($13.0 par due 7/2025),7.50% (Libor + 6.50%/B),10/20/2021,13.0,13.0
684,SCIH Salt Holdings Inc. (16),Salt and packaged ice melt manufacturer and distributor,First lien senior secured revolving loan ($2.1 par due 3/2025),5.00% (Libor + 4.00%/M),3/16/2020,2.0,1.9
685,"US Salt Investors, LLC and Emerald Lake Pearl Acquisition-A, L.P. (16)","Producer and packager of compressed, household, and packaged salt",First lien senior secured loan ($40.1 par due 7/2028),6.25% (Libor + 5.50%/Q),7/19/2021,40.1,39.7
686,"US Salt Investors, LLC and Emerald Lake Pearl Acquisition-A, L.P. (16)","Producer and packager of compressed, household, and packaged salt",Limited partner interests (0.4% interest),0,7/19/2021,0.8,0.8
687,Aventine Intermediate LLC & Aventine Holdings II LLC (16),Media and production company,First lien senior secured loan ($6.6 par due 6/2027),6.75% (Libor + 6.00%/Q),12/22/2021,6.6,6.5
688,Aventine Intermediate LLC & Aventine Holdings II LLC (16),Media and production company,Senior subordinated loan ($35.6 par due 12/2030),10.25%,12/22/2021,35.6,35.3
689,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),0,9/11/2015,0.0,0.0
690,"Global Music Rights, LLC (16)",Music right management company,First lien senior secured loan ($22.3 par due 8/2028),6.50% (Libor + 5.75%/Q),8/27/2021,22.3,22.1
691,Miami Beckham United LLC,American professional soccer club,"Class A preferred units (85,000 units)",8.50% PIK,9/17/2021,87.1,87.1
692,"MMax Investment Partners, Inc. (d/b/a Professional Fighters League) and PFL MMA, Inc.",Mixed martial arts league,First lien senior secured loan ($15.4 par due 1/2026),10.00% PIK,1/20/2021,14.0,13.9
693,"MMax Investment Partners, Inc. (d/b/a Professional Fighters League) and PFL MMA, Inc.",Mixed martial arts league,"Warrant to purchase up to 3,223,122 shares of common stock (expires 1/2027)",0,1/20/2021,1.7,1.9
694,OUTFRONT Media Inc.,Provider of out-of-home advertising,"Series A convertible perpetual preferred stock(25,000 shares)",7.00%,4/20/2020,25.0,44.4
695,Padres L.P. (16),Sports and entertainment,First lien senior secured loan ($92.8 par due 3/2027),6.00% (Libor + 5.00%/M),3/18/2021,92.8,92.8
696,"Production Resource Group, L.L.C. and PRG III, LLC (4)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($15.0 par due 8/2024),6% (Libor + 1.90% Cash + 3.10% PIK/Q),7/31/2020,14.9,15.0
697,"Production Resource Group, L.L.C. and PRG III, LLC (4)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($34.9 par due 8/2024),9.75% PIK (Libor + 8.5%/Q),8/21/2018,34.9,34.9
698,"Production Resource Group, L.L.C. and PRG III, LLC (4)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($0.8 par due 8/2024),8.5% (Libor + 5.00% Cash + 2.50% PIK/Q),6/22/2021,0.8,0.8
699,"Production Resource Group, L.L.C. and PRG III, LLC (4)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($5.0 par due 8/2024),6% PIK (Libor + 5%/Q),8/5/2021,5.0,5.0
700,"Production Resource Group, L.L.C. and PRG III, LLC (4)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets","Class A units (113,617 units)",0,10/6/2020,4.9,0.6
701,Storm Investment S.a.r.l.,Spanish soccer club,First lien senior secured loan ($70.2 par due 6/2029),3.88% (Euribor + 3.75%/A),6/24/2021,73.6,70.3
702,Storm Investment S.a.r.l.,Spanish soccer club,"Class A redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
703,Storm Investment S.a.r.l.,Spanish soccer club,"Class B redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
704,Storm Investment S.a.r.l.,Spanish soccer club,"Class C redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
705,Storm Investment S.a.r.l.,Spanish soccer club,"Class D redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
706,Storm Investment S.a.r.l.,Spanish soccer club,"Class E redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
707,Storm Investment S.a.r.l.,Spanish soccer club,"Class F redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
708,Storm Investment S.a.r.l.,Spanish soccer club,"Class G redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
709,Storm Investment S.a.r.l.,Spanish soccer club,"Class H redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
710,Storm Investment S.a.r.l.,Spanish soccer club,"Class I redeemable shares (3,297,791 shares)",0,6/24/2021,1.6,1.5
711,Storm Investment S.a.r.l.,Spanish soccer club,"Ordinary shares (3,958 shares)",0,6/24/2021,0.0,0.0
712,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",0,9/29/2006,1.1,2.9
713,"The Teaching Company Holdings, Inc.",Education publications provider,"Common stock (15,393 shares)",0,9/29/2006,0.0,1.2
714,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",0,8/19/2015,0.1,0.2
715,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",0,8/19/2015,7.4,18.9
716,"Berner Food & Beverage, LLC (16)",Supplier of dairy-based food and beverage products,First lien senior secured revolving loan ($0.4 par due 7/2026),8.75% (Base Rate + 5.50%/Q),7/30/2021,0.4,0.4
717,"Berner Food & Beverage, LLC (16)",Supplier of dairy-based food and beverage products,First lien senior secured revolving loan ($0.3 par due 7/2026),7.50% (Libor + 6.50%/Q),7/30/2021,0.3,0.3
718,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(16)",Health food company,First lien senior secured revolving loan ($1.7 par due 12/2025),7.25% (Libor + 6.25%/Q),3/11/2019,1.7,1.6
