,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
122,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,4202,,,4202,,,0.2,,,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,1068,,,1104,,,0.1,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,"Jensen Hughes, Inc.  #+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,915,,,931,,,0,,,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,440,,,455,,,0,,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,"Jensen Hughes, Inc  .#+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,281,,,284,,,0,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,219,,,219,,,0,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,117,,,117,,,0,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,MRI Software LLC  ~,One stop,,L + 5.50,(c),,6.54,,02/2026,,14559,,,14425,,,0.6,,,14268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,MRI Software LLC  (5),One stop,,L + 5.50,,,N/A  (6),,02/2026,,0,,,(3),,,0,,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,MRI Software LLC  (5),One stop,,L + 5.50,,,N/A  (6),,02/2026,,0,,,(1),,,0,,,(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
47,,"Cafe Rio Holding, Inc.",One stop,,L + 5.75,(d),,6.82,,09/2023,,181,,,181,,,-,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"Cafe Rio Holding, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,09/2023,,-,,,-,,,-,,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"Fintech Midco, LLC  *#!",One stop,,L + 5.00,(d),,6.08,,08/2024,,24474,,,24841,,,1.0,,,23496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"Fintech Midco, LLC  #",One stop,,L + 5.00,(d),,6.08,,08/2024,,1133,,,1173,,,0.1,,,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"Fintech Midco, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,08/2024,,-,,,(1),,,-,,,(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"Flavor Producers, LLC  #~",Senior loan,,L + 4.75,(c),,5.75,,12/2023,,4994,,,4877,,,0.2,,,4594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"Flavor Producers, LLC",Senior loan,,L + 4.75,(d),,5.81,,12/2022,,16,,,10,,,-,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,FWR Holding Corporation  ^#,One stop,,L + 5.50,(c),,6.50,,08/2023,,10394,,,10374,,,0.4,,,9564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,FWR Holding Corporation  #,One stop,,L + 5.50,(c),,6.50,,08/2023,,1818,,,1881,,,0.1,,,1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,FWR Holding Corporation  #,One stop,,L + 5.50,(c),,6.50,,08/2023,,1149,,,1189,,,0.1,,,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,FWR Holding Corporation  #,One stop,,L + 5.50,(c),,6.50,,08/2023,,364,,,374,,,-,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,FWR Holding Corporation,One stop,,L + 5.50,(c),,6.50,,08/2023,,274,,,273,,,-,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,FWR Holding Corporation  #,One stop,,L + 5.50,(c),,6.50,,08/2023,,272,,,280,,,-,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,FWR Holding Corporation,One stop,,L + 5.50,(c)(d),,6.50,,08/2023,,131,,,130,,,-,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,FWR Holding Corporation,One stop,,L + 5.50,(c)(f),,7.10,,08/2023,,70,,,69,,,-,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,FWR Holding Corporation,One stop,,L + 5.50,,,N/A  (6),,08/2023,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,Global ID Corporation  *#+~,One stop,,L + 6.50,(c),,7.57,,11/2021,,14287,,,14418,,,0.6,,,14287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,Global ID Corporation  *#,One stop,,L + 6.50,(c),,7.57,,11/2021,,815,,,836,,,-,,,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,Global ID Corporation#,One stop,,L + 6.50,(c),,7.57,,11/2021,,712,,,731,,,-,,,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,Global ID Corporation#,One stop,,L + 6.50,(c),,7.57,,11/2021,,489,,,502,,,-,,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,Global ID Corporation,One stop,,L + 6.50,(c),,7.50,,11/2021,,60,,,60,,,-,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,806,,,832,,,-,,,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,634,,,654,,,-,,,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,622,,,619,,,-,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,307,,,305,,,-,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,306,,,304,,,-,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,150,,,150,,,-,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,92,,,91,,,-,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"Mendocino Farms, LLC  (5)",One stop,,L + 8.50,,,N/A  (6),,06/2023,,-,,,(2),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"Mid-America Pet Food, L.L.C  .^*#",One stop,,L + 5.50,(b),,6.50,,12/2021,,22176,,,22495,,,1.0,,,22176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"Mid-America Pet Food, L.L.C.",One stop,,L + 5.50,(c),,6.93,,12/2021,,76,,,75,,,-,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"NBC Intermediate, LLC  ^",Senior loan,,L + 4.25,(d),,5.33,,09/2023,,4589,,,4578,,,0.2,,,4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"NBC Intermediate, LLC  #",Senior loan,,L + 4.25,(a)(d),,5.29,,09/2023,,2347,,,2377,,,0.1,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"NBC Intermediate, LLC  *#",Senior loan,,L + 4.25,(d),,5.33,,09/2023,,2309,,,2339,,,0.1,,,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"NBC Intermediate, LLC  #",Senior loan,,L + 4.25,(d),,5.33,,09/2023,,667,,,661,,,-,,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"NBC Intermediate, LLC",Senior loan,,L + 4.25,,,N/A  (6),,09/2023,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"Purfoods, LLC  #",One stop,,L + 5.50,(a),,6.50,,05/2021,,16066,,,16216,,,0.7,,,16066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"Purfoods, LLC  *",One stop,,L + 5.50,(a),,6.50,,05/2021,,538,,,550,,,-,,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,"Purfoods, LLC  ^*",One stop,,L + 5.50,(a),,6.50,,05/2021,,389,,,397,,,-,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"Purfoods, LLC  *~",One stop,,L + 5.50,(a),,6.50,,05/2021,,293,,,299,,,-,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"Purfoods, LLC  *~",One stop,,L + 5.50,(a),,6.50,,05/2021,,293,,,299,,,-,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"Purfoods, LLC  *",One stop,,L + 5.50,(a),,6.50,,05/2021,,292,,,298,,,-,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"Beverage, Food and Tobacco - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"Purfoods, LLC",One stop,,N/A,,,7.00 PIK,,05/2026,,,257,,,,262,,,-,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"Purfoods, LLC  *",One stop,,L + 5.50,(a),,6.50,,05/2021,,253,,,254,,,-,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"Purfoods, LLC",One stop,,L + 5.50,(a),,6.50,,05/2021,,150,,,151,,,-,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,"Purfoods, LLC  *",One stop,,L + 5.50,(a),,6.50,,05/2021,,148,,,151,,,-,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"Purfoods, LLC",One stop,,L + 5.50,(a),,6.50,,05/2021,,139,,,138,,,-,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,"Purfoods, LLC",One stop,,L + 5.50,(a),,6.50,,05/2021,,50,,,50,,,-,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,"Purfoods, LLC  ^",One stop,,L + 5.50,(a),,6.50,,05/2021,,46,,,47,,,-,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,"Purfoods, LLC  ^",One stop,,L + 5.50,(a),,6.50,,05/2021,,30,,,30,,,-,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,"Purfoods, LLC  ^",One stop,,L + 5.50,(a),,6.50,,05/2021,,30,,,30,,,-,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Purfoods, LLC  ^",One stop,,L + 5.50,(a),,6.50,,05/2021,,28,,,28,,,-,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"Purfoods, LLC  ^",One stop,,L + 5.50,(a),,6.50,,05/2021,,22,,,22,,,-,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,"Purfoods, LLC  ^",One stop,,L + 5.50,(a),,6.50,,05/2021,,22,,,22,,,-,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,"Purfoods, LLC  ^",One stop,,L + 5.50,(a),,6.50,,05/2021,,20,,,20,,,-,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,"Purfoods, LLC",One stop,,L + 5.50,,,N/A  (6),,05/2021,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,"Rubio's Restaurants, Inc  .^*#(7)",Senior loan,,L + 11.50,(c),,8.77 cash/4.00 PIK,,04/2021,,17898,,,17779,,,0.4,,,9348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,"Rubio's Restaurants, Inc.  (7)",Senior loan,,L + 11.50,(a),,8.75 cash/4.00 PIK,,04/2021,,162,,,159,,,-,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"SSRG Holdings, LLC",One stop,,L + 5.25,(c),,6.32,,11/2025,,920,,,904,,,-,,,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,"SSRG Holdings, LLC",One stop,,L + 5.25,(c),,6.29,,11/2025,,75,,,74,,,-,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,"Velvet Taco Holdings, Inc.  ~",One stop,,L + 7.00,(c),,8.00,,03/2026,,1774,,,1757,,,0.1,,,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,"Velvet Taco Holdings, Inc  .(5)",One stop,,L + 7.00,,,N/A  (6),,03/2026,,-,,,-,,,-,,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,"Velvet Taco Holdings, Inc  .(5)",One stop,,L + 7.00,,,N/A  (6),,03/2026,,-,,,(1),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,Wood Fired Holding Corp.  *#,One stop,,L + 7.75,(c),,6.86 cash/2.00 PIK,,12/2023,,14073,,,14296,,,0.5,,,10976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,Wood Fired Holding Corp.,One stop,,L + 7.75,(c),,6.95 cash/2.00 PIK,,12/2023,,697,,,697,,,-,,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,Wood Fired Holding Corp.,One stop,,L + 7.75,(c),,6.98 cash/2.00 PIK,,12/2023,,198,,,197,,,-,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,233458,,,236492,,,9.2,,,216006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,Buildings and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,"Brooks Equipment Company, LLC  ^*#+",One stop,,L + 5.00,(c),,6.00,,05/2021,,26225,,,26138,,,1.1,,,26225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,"Brooks Equipment Company, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,05/2021,,-,,,(14),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Groundworks LLC  +,Senior loan,,L + 5.50,(c),,6.50,,01/2026,,4721,,,4667,,,0.2,,,4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,Groundworks LLC,Senior loan,,L + 5.50,(c),,6.50,,01/2026,,84,,,83,,,-,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,Groundworks LLC,Senior loan,,L + 5.50,(c)(d),,6.54,,01/2026,,7,,,7,,,-,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,4202,,,4202,,,0.2,,,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,1068,,,1104,,,0.1,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,"Jensen Hughes, Inc.  #+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,915,,,931,,,-,,,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,440,,,455,,,-,,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,"Jensen Hughes, Inc  .#+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,281,,,284,,,-,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,219,,,219,,,-,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,117,,,117,,,-,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,MRI Software LLC  ~,One stop,,L + 5.50,(c),,6.54,,02/2026,,14559,,,14425,,,0.6,,,14268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,MRI Software LLC  (5),One stop,,L + 5.50,,,N/A  (6),,02/2026,,-,,,(3),,,-,,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,MRI Software LLC  (5),One stop,,L + 5.50,,,N/A  (6),,02/2026,,-,,,(1),,,-,,,(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
132,,,,,,,,,,,,52838,,,52614,,,2.2,,,52310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,"Flexan, LLC",One stop,,L + 5.25,(c),,6.25,,02/2021,,,8473,,,,8460,,,0.4,,,,8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,"Flexan, LLC  *#",One stop,,L + 5.25,(c),,6.25,,02/2021,,3281,,,3277,,,0.1,,,3281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,"Flexan, LLC",One stop,,L + 5.25,(c),,6.25,,02/2021,,2353,,,2350,,,0.1,,,2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,"Flexan, LLC  ^#",One stop,,L + 5.25,(c),,6.25,,02/2021,,1543,,,1542,,,0.1,,,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
139,,"Flexan, LLC",One stop,,L + 5.25,(a),,6.25,,02/2021,,526,,,524,,,0,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,Inhance Technologies Holdings LLC  #,One stop,,L + 6.00,(c),,7.43,,07/2024,,12735,,,12862,,,0.5,,,11802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,Inhance Technologies Holdings LLC,One stop,,L + 5.50,(b),,6.94,,07/2024,,1935,,,1922,,,0.1,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,Inhance Technologies Holdings LLC,One stop,,L + 6.00,(c),,7.08,,07/2024,,80,,,80,,,0,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,Inhance Technologies Holdings LLC,One stop,,L + 6.00,,,N/A  (6),,07/2024,,0,,,30,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,30926,,,31047,,,1.3,,,29835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,"Containers, Packaging and Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,AmerCareRoyal LLC  +(8)(9),Senior loan,,L + 5.00,(a),,6.00,,11/2025,,845,,,837,,,0.1,,,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,AmerCareRoyal LLC  +(8)(9),Senior loan,,L + 5.00,(a),,6.00,,11/2025,,153,,,151,,,0,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,Fortis Solutions Group LLC  +,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,1590,,,1576,,,0.1,,,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,Fortis Solutions Group LLC  +,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,634,,,628,,,0,,,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,Fortis Solutions Group LLC  +,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,609,,,603,,,0,,,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,Fortis Solutions Group LLC,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,20,,,20,,,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,3851,,,3815,,,0.2,,,3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,Diversified/Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,"Blackbird Purchaser, Inc.  *+~",Senior loan,,L + 4.50,(c)(f),,4.81,,04/2026,,15570,,,15853,,,0.6,,,14792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,"Blackbird Purchaser, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,04/2024,,0,,,(1),,,0,,,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,"Blackbird Purchaser, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,04/2026,,0,,,21,,,0,,,(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,"Chase Industries, Inc  .+~",Senior loan,,L + 7.00,(c),,6.50 cash/1.50 PIK,,05/2025,,12059,,,12186,,,0.4,,,9631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,"Chase Industries, Inc.",Senior loan,,L + 7.00,(c),,6.50 cash/1.50 PIK,,05/2025,,985,,,1022,,,0,,,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,"Chase Industries, Inc.",Senior loan,,L + 7.00,(c),,6.50 cash/1.50 PIK,,05/2023,,354,,,358,,,0,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,"Inventus Power, Inc.  ^*+",One stop,,L + 6.00,(a),,7.00,,04/2021,,14400,,,13875,,,0.6,,,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,"Inventus Power, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,04/2021,,0,,,(23),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,Madison Safety & Flow LLC  +,Senior loan,,L + 4.50,(a),,4.68,,03/2025,,500,,,499,,,0,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,Madison Safety & Flow LLC,Senior loan,,L + 4.50,(a),,N/A  (6),,03/2025,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  +~",Senior loan,,L + 4.00,(a),,4.18,,07/2025,,23699,,,23934,,,1.0,,,23224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,,L + 4.00,(c),,4.82,,07/2023,,36,,,36,,,0,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,"PetroChoice Holdings, Inc  .^#",Senior loan,,L + 5.00,(c),,6.00,,08/2022,,3284,,,3292,,,0.1,,,3153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,"Protective Industrial Products, Inc.  +",Senior loan,,L + 4.50,(c),,5.19,,01/2024,,995,,,986,,,0,,,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
139,,"Flexan, LLC",One stop,,L + 5.25,(a),,6.25,,02/2021,,526,,,524,,,-,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,Inhance Technologies Holdings LLC  #,One stop,,L + 6.00,(c),,7.43,,07/2024,,12735,,,12862,,,0.5,,,11802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,Inhance Technologies Holdings LLC,One stop,,L + 5.50,(b),,6.94,,07/2024,,1935,,,1922,,,0.1,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,Inhance Technologies Holdings LLC,One stop,,L + 6.00,(c),,7.08,,07/2024,,80,,,80,,,-,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,Inhance Technologies Holdings LLC,One stop,,L + 6.00,,,N/A  (6),,07/2024,,-,,,30,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,30926,,,31047,,,1.3,,,29835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,"Containers, Packaging and Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,AmerCareRoyal LLC  +(8)(9),Senior loan,,L + 5.00,(a),,6.00,,11/2025,,845,,,837,,,0.1,,,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,AmerCareRoyal LLC  +(8)(9),Senior loan,,L + 5.00,(a),,6.00,,11/2025,,153,,,151,,,-,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,Fortis Solutions Group LLC  +,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,1590,,,1576,,,0.1,,,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,Fortis Solutions Group LLC  +,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,634,,,628,,,-,,,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,Fortis Solutions Group LLC  +,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,609,,,603,,,-,,,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,Fortis Solutions Group LLC,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,20,,,20,,,-,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,3851,,,3815,,,0.2,,,3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,Diversified/Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
