,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
729,"Midwest Vision Partners Management, LLC",,,,3029,,,,,612,,,,,0,,,,,2417,,,,,,,,,,,,,,,,,,,,,,,,,
730,Momentx Corporation,,,,1257,,,,,670,,,,,0,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,
731,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,,,500,,,,,444,,,,,0,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,
732,"New Era Technology, Inc.",,,,2440,,,,,952,,,,,0,,,,,1488,,,,,,,,,,,,,,,,,,,,,,,,,
733,"Norvax, LLC",,,,3182,,,,,0,,,,,0,,,,,3182,,,,,,,,,,,,,,,,,,,,,,,,,
734,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Orchard Therapeutics PLC,,,,22333,,,,,0,,,,,0,,,,,22333,,,,,,,,,,,,,,,,,,,,,,,,,
736,PARS Group LLC,,,,952,,,,,0,,,,,0,,,,,952,,,,,,,,,,,,,,,,,,,,,,,,,
737,"PHS Buyer, Inc.",,,,2000,,,,,1267,,,,,0,,,,,733,,,,,,,,,,,,,,,,,,,,,,,,,
738,"Pace Health Companies, LLC",,,,500,,,,,0,,,,,118,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,
739,Paladone Group Bidco Limited,,,,3295,,,,,0,,,,,0,,,,,3295,,,,,,,,,,,,,,,,,,,,,,,,,
740,Paladone Group Bidco Limited*,,,,427,,,,,0,,,,,0,,,,,427,,,,,,,,,,,,,,,,,,,,,,,,,
741,"Paragon 28, Inc.",,,,4500,,,,,0,,,,,0,,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,
742,"Partner Therapeutics, Inc.",,,,2667,,,,,570,,,,,0,,,,,2097,,,,,,,,,,,,,,,,,,,,,,,,,
743,Precision Refrigeration & Air Conditioning LLC,,,,1705,,,,,0,,,,,0,,,,,1705,,,,,,,,,,,,,,,,,,,,,,,,,
744,"Premier Imaging, LLC",,,,4305,,,,,0,,,,,0,,,,,4305,,,,,,,,,,,,,,,,,,,,,,,,,
745,"Pro-Vigil Holding Company, LLC",,,,7333,,,,,0,,,,,0,,,,,7333,,,,,,,,,,,,,,,,,,,,,,,,,
746,"Project Comfort Buyer, Inc.",,,,3462,,,,,0,,,,,0,,,,,3462,,,,,,,,,,,,,,,,,,,,,,,,,
747,"Protein For Pets Opco, LLC",,,,2219,,,,,0,,,,,0,,,,,2219,,,,,,,,,,,,,,,,,,,,,,,,,
748,"Purchasing Power Funding I, LLC",,,,9113,,,,,4556,,,,,0,,,,,4557,,,,,,,,,,,,,,,,,,,,,,,,,
749,"Roscoe Medical, Inc",,,,1393,,,,,1393,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
750,"SI Holdings, Inc.",,,,3413,,,,,768,,,,,0,,,,,2645,,,,,,,,,,,,,,,,,,,,,,,,,
751,Shelby 2021 Holdings Corp.,,,,1332,,,,,0,,,,,0,,,,,1332,,,,,,,,,,,,,,,,,,,,,,,,,
752,"Simeio Group Holdings, Inc.",,,,1731,,,,,1269,,,,,0,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,
753,Sirsi Corporation,,,,429,,,,,0,,,,,0,,,,,429,,,,,,,,,,,,,,,,,,,,,,,,,
754,"Sonar Entertainment, Inc.",,,,1179,,,,,1179,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
755,"Springbrook Holding Company, LLC",,,,1463,,,,,0,,,,,0,,,,,1463,,,,,,,,,,,,,,,,,,,,,,,,,
756,"Surf Opco, LLC",,,,16667,,,,,13061,,,,,1000,,,,,2606,,,,,,,,,,,,,,,,,,,,,,,,,
757,"TELA Bio, Inc.",,,,3333,,,,,0,,,,,0,,,,,3333,,,,,,,,,,,,,,,,,,,,,,,,,
758,TGG TS Acquisition Company,,,,1750,,,,,0,,,,,0,,,,,1750,,,,,,,,,,,,,,,,,,,,,,,,,
759,THLP CO. LLC,,,,4495,,,,,1942,,,,,79,,,,,2474,,,,,,,,,,,,,,,,,,,,,,,,,
760,"Telesoft Holdings, LLC",,,,2273,,,,,189,,,,,0,,,,,2084,,,,,,,,,,,,,,,,,,,,,,,,,
761,"Thomas Scientific, LLC",,,,2963,,,,,0,,,,,0,,,,,2963,,,,,,,,,,,,,,,,,,,,,,,,,
762,"TissueTech, Inc.",,,,6250,,,,,0,,,,,0,,,,,6250,,,,,,,,,,,,,,,,,,,,,,,,,
763,"Treace Medical Concepts, Inc.",,,,23417,,,,,400,,,,,0,,,,,23017,,,,,,,,,,,,,,,,,,,,,,,,,
764,Trench Plate Rental Co.,,,,1818,,,,,482,,,,,106,,,,,1230,,,,,,,,,,,,,,,,,,,,,,,,,
765,"Truck-Lite Co., LLC",,,,3052,,,,,0,,,,,95,,,,,2957,,,,,,,,,,,,,,,,,,,,,,,,,
766,"Turbo Buyer, Inc.",,,,923,,,,,0,,,,,0,,,,,923,,,,,,,,,,,,,,,,,,,,,,,,,
767,"U.S. Auto Finance, Inc.",,,,28334,,,,,7366,,,,,0,,,,,20968,,,,,,,,,,,,,,,,,,,,,,,,,
768,"USLS Acquisition, Inc.",,,,1608,,,,,884,,,,,71,,,,,653,,,,,,,,,,,,,,,,,,,,,,,,,
769,Ultimate Baked Goods Midco LLC,,,,3243,,,,,851,,,,,385,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,
770,"Unchained Labs, LLC",,,,3290,,,,,0,,,,,0,,,,,3290,,,,,,,,,,,,,,,,,,,,,,,,,
771,Upstack Holdco Inc.,,,,6600,,,,,0,,,,,110,,,,,6490,,,,,,,,,,,,,,,,,,,,,,,,,
772,ViewRay Inc.,,,,4917,,,,,250,,,,,0,,,,,4667,,,,,,,,,,,,,,,,,,,,,,,,,
773,"WelldyneRX, LLC",,,,1923,,,,,0,,,,,0,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,
774,"Westfall Technik, Inc.",,,,2039,,,,,2039,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
775,"Wildcat BuyerCo, Inc.",,,,725,,,,,145,,,,,30,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,
776,Total Commitments,,,,652078,,,,,252242,,,,,42893,,,,,356943,,,,,,,,,,,,,,,,,,,,,,,,,
777,Issuer,,Investment Type,,Acquisition Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,1244311 B.C. Ltd.,,Common Equity - Common Stock,,9/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,"AIC SPV Holdings II, LLC",,Preferred Equity - Preferred Stock,,6/1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,"Carbon6 Technologies, Inc.",,Preferred Equity - Preferred Equity,,8/22/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Carbonfree Chemicals Holdings LLC,,Common Equity - Common Equity / Interest,,11/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,ChyronHego Corporation,,Preferred Equity - Preferred Equity,,12/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,"Merx Aviation Finance, LLC",,Common Equity - Membership Interests,,5/22/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,MSEA Tankers LLC,,Common Equity - Class A Units,,12/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,"Owl Parent Holdings, LLC",,Common Equity - Common Stock,,2/4/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,"Pelican Energy, LLC",,Common Equity - Membership Interests,,3/28/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,"Project Comfort Buyer, Inc.",,Preferred Equity - Preferred Equity,,5/16/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Common Equity - Common Stock,,12/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Series D Preferred Stock,,10/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Series B Preferred Stock,,4/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Preferred Equity,,7/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Renew JV LLC,,Common Equity - Membership Interests,,3/20/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,"SHD Oil & Gas, LLC",,Common Equity - Series C Units,,12/27/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,"SHD Oil & Gas, LLC",,Common Equity - Series A Units,,11/18/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,"SMC IR Holdings, LLC",,Common Equity - Common Stock,,3/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,"Trench Safety Solutions Holdings, LLC",,Common Equity - Series A-1 Units,,4/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,"Wm. Bolthouse Farms, Inc.",,Common Equity - Equity Interests,,7/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,FC2 LLC,,Common Equity - Common Stock,,10/14/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,"HSI Halo Holdings, LLC",,Common Equity - Common Stock,,11/9/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,,,,,,,,,,,,,,,,,,,
801,Non-Controlled / Non-Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,"Advertising, Printing & Publishing",,,,43489,,,,,0,,,,,0,,,,,0,,,,,0,,,,,432,,,,,0,,,,,43921,,,,,
803,Aerospace & Defense,,,,13659,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,13659,,,,,
804,Automotive,,,,59964,,,,,23621,,,,,0,,,,,0,,,,,0,,,,,350,,,,,0,,,,,83935,,,,,
805,Aviation and Consumer Transport,,,,17129,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,17129,,,,,
806,"Beverage, Food & Tobacco",,,,101929,,,,,0,,,,,0,,,,,0,,,,,448,,,,,1409,,,,,0,,,,,103786,,,,,
807,Business Services,,,,211239,,,,,67049,,,,,0,,,,,0,,,,,89,,,,,1971,,,,,0,,,,,280348,,,,,
808,"Chemicals, Plastics & Rubber",,,,23188,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,23188,,,,,
809,Construction & Building,,,,31287,,,,,0,,,,,0,,,,,0,,,,,0,,,,,500,,,,,0,,,,,31787,,,,,
810,Consumer Goods – Durable,,,,20534,,,,,0,,,,,0,,,,,0,,,,,0,,,,,107,,,,,0,,,,,20641,,,,,
811,Consumer Goods – Non-durable,,,,72495,,,,,0,,,,,0,,,,,0,,,,,492,,,,,2135,,,,,0,,,,,75122,,,,,
812,Consumer Services,,,,166266,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,166266,,,,,
813,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,34207,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,34207,,,,,
814,Education,,,,36394,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,36394,,,,,
815,Energy – Electricity,,,,7231,,,,,0,,,,,0,,,,,0,,,,,5623,,,,,3,,,,,0,,,,,12857,,,,,
816,Healthcare & Pharmaceuticals,,,,465242,,,,,0,,,,,50,,,,,0,,,,,583,,,,,725,,,,,389,,,,,466989,,,,,
817,High Tech Industries,,,,295224,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1000,,,,,0,,,,,296224,,,,,
818,"Hotel, Gaming, Leisure, Restaurants",,,,20599,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,20599,,,,,
819,Insurance,,,,83144,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,83144,,,,,
820,"Manufacturing, Capital Equipment",,,,29069,,,,,7965,,,,,0,,,,,0,,,,,11849,,,,,250,,,,,0,,,,,49133,,,,,
821,Media – Diversified & Production,,,,2699,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2699,,,,,
822,Retail,,,,31232,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,31232,,,,,
823,Telecommunications,,,,0,,,,,7096,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,7096,,,,,
824,"Transportation – Cargo, Distribution",,,,57427,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,57427,,,,,
825,Utilities – Electric,,,,14580,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,14580,,,,,
826,Wholesale,,,,46412,,,,,0,,,,,0,,,,,0,,,,,0,,,,,798,,,,,0,,,,,47210,,,,,
827,Total Non-Controlled /  Non-Affiliated Investments,,,,1884639,,,,,105731,,,,,50,,,,,0,,,,,19084,,,,,9680,,,,,389,,,,,2019573,,,,,
828,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,"Chemicals, Plastics & Rubber",,,,12500,,,,,0,,,,,0,,,,,0,,,,,0,,,,,56505,,,,,0,,,,,69005,,,,,
830,Consumer Goods – Durable,,,,4302,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1000,,,,,0,,,,,5302,,,,,
831,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,0,,,,,0,,,,,0,,,,,16998,,,,,0,,,,,0,,,,,0,,,,,16998,,,,,
832,Energy – Electricity,,,,0,,,,,0,,,,,0,,,,,0,,,,,15446,,,,,2285,,,,,0,,,,,17731,,,,,
833,Energy – Oil & Gas,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,12271,,,,,0,,,,,12271,,,,,
834,Total Non-Controlled / Affiliated Investments,,,,16802,,,,,0,,,,,0,,,,,16998,,,,,15446,,,,,72061,,,,,0,,,,,121307,,,,,
835,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,,,,,,,,,,,,,,,,,,,
836,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Aviation and Consumer Transport,,,,150000,,,,,0,,,,,0,,,,,0,,,,,0,,,,,146500,,,,,0,,,,,296500,,,,,
838,Energy – Oil & Gas,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,44865,,,,,0,,,,,44865,,,,,
839,High Tech Industries,,,,99532,,,,,0,,,,,0,,,,,0,,,,,6000,,,,,0,,,,,0,,,,,105532,,,,,
840,"Transportation – Cargo, Distribution",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,19397,,,,,0,,,,,19397,,,,,
841,Total Controlled Investments,,,,249532,,,,,0,,,,,0,,,,,0,,,,,6000,,,,,210762,,,,,0,,,,,466294,,,,,
842,Total,,,,2150973,,,,,105731,,,,,50,,,,,16998,,,,,40530,,,,,292503,,,,,389,,,,,2607174,,,,,
843,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,of Net Assets,,,,,,,,,,,,,,,,,,
844,Non-Controlled / Non-Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,"Advertising, Printing & Publishing",,,,42741,,,,,0,,,,,0,,,,,0,,,,,0,,,,,472,,,,,0,,,,,43213,,,,4.37,
846,Aerospace & Defense,,,,13427,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,13427,,,,1.36,
847,Automotive,,,,58627,,,,,1402,,,,,0,,,,,0,,,,,0,,,,,410,,,,,0,,,,,60439,,,,6.12,
848,Aviation and Consumer Transport,,,,17172,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,17172,,,,1.74,
849,"Beverage, Food & Tobacco",,,,101276,,,,,0,,,,,0,,,,,0,,,,,234,,,,,2201,,,,,0,,,,,103711,,,,10.50,
850,Business Services,,,,208092,,,,,55996,,,,,0,,,,,0,,,,,89,,,,,2721,,,,,0,,,,,266898,,,,27.01,
851,"Chemicals, Plastics & Rubber",,,,22700,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,22700,,,,2.30,
852,Construction & Building,,,,30621,,,,,0,,,,,0,,,,,0,,,,,0,,,,,248,,,,,0,,,,,30869,,,,3.12,
853,Consumer Goods – Durable,,,,20670,,,,,0,,,,,0,,,,,0,,,,,0,,,,,540,,,,,0,,,,,21210,,,,2.15,
854,Consumer Goods – Non-durable,,,,72447,,,,,239,,,,,0,,,,,0,,,,,45,,,,,1176,,,,,0,,,,,73907,,,,7.48,
855,Consumer Services,,,,163820,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,163820,,,,16.58,
856,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,34100,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,34100,,,,3.45,
857,Education,,,,35890,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,35890,,,,3.63,
858,Energy – Electricity,,,,2009,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2009,,,,0.20,
859,Healthcare & Pharmaceuticals,,,,463603,,,,,0,,,,,50,,,,,0,,,,,892,,,,,3457,,,,,474,,,,,468476,,,,47.41,
860,High Tech Industries,,,,293117,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1438,,,,,0,,,,,294555,,,,29.81,
861,"Hotel, Gaming, Leisure, Restaurants",,,,20409,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,20409,,,,2.07,
862,Insurance,,,,82920,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,82920,,,,8.39,
863,"Manufacturing, Capital Equipment",,,,28620,,,,,7437,,,,,0,,,,,0,,,,,9763,,,,,417,,,,,0,,,,,46237,,,,4.68,
864,Media – Diversified & Production,,,,2180,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2180,,,,0.22,
865,Retail,,,,31219,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,31219,,,,3.16,
866,Telecommunications,,,,0,,,,,5845,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,5845,,,,0.59,
867,"Transportation – Cargo, Distribution",,,,57058,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,57058,,,,5.77,
868,Utilities – Electric,,,,14589,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,14589,,,,1.48,
869,Wholesale,,,,46496,,,,,0,,,,,0,,,,,0,,,,,0,,,,,850,,,,,0,,,,,47346,,,,4.79,
870,Total Non-Controlled /  Non-Affiliated Investments,,,,1863803,,,,,70919,,,,,50,,,,,0,,,,,11023,,,,,13930,,,,,474,,,,,1960199,,,,198.38,
871,of Net Assets,,,,188.62,,,,,7.18,,,,,0.01,,,,,0.00,,,,,1.12,,,,,1.41,,,,,0.05,,,,,198.38,,,,,
872,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,"Chemicals, Plastics & Rubber",,,,12500,,,,,0,,,,,0,,,,,0,,,,,0,,,,,20202,,,,,0,,,,,32702,,,,3.31,
874,Consumer Goods – Durable,,,,4007,,,,,0,,,,,0,,,,,0,,,,,0,,,,,340,,,,,0,,,,,4347,,,,0.44,
875,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,0,,,,,0,,,,,0,,,,,9413,,,,,0,,,,,0,,,,,0,,,,,9413,,,,0.95,
876,Energy – Electricity,,,,0,,,,,0,,,,,0,,,,,0,,,,,2035,,,,,449,,,,,0,,,,,2484,,,,0.25,
877,Energy – Oil & Gas,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,195,,,,,0,,,,,195,,,,0.02,
878,Total Non-Controlled / Affiliated Investments,,,,16507,,,,,0,,,,,0,,,,,9413,,,,,2035,,,,,21186,,,,,0,,,,,49141,,,,4.97,
879,of Net Assets,,,,1.67,,,,,0.00,,,,,0.00,,,,,0.95,,,,,0.21,,,,,2.14,,,,,0.00,,,,,4.97,,,,,
880,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,of Net Assets,,,,,,,,,,,,,,,,,,
881,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Aviation and Consumer Transport,,,,150000,,,,,0,,,,,0,,,,,0,,,,,0,,,,,111446,,,,,0,,,,,261446,,,,26.46,
883,Energy – Oil & Gas,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,580,,,,,0,,,,,580,,,,0.06,
884,High Tech Industries,,,,99999,,,,,0,,,,,0,,,,,0,,,,,22499,,,,,0,,,,,0,,,,,122498,,,,12.40,
885,"Transportation – Cargo, Distribution",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,4256,,,,,0,,,,,4256,,,,0.43,
886,Total Controlled Investments,,,,249999,,,,,0,,,,,0,,,,,0,,,,,22499,,,,,116282,,,,,0,,,,,388780,,,,39.35,
887,of Net Assets,,,,25.30,,,,,0.00,,,,,0.00,,,,,0.00,,,,,2.28,,,,,11.77,,,,,0.00,,,,,39.35,,,,,
888,Total,,,,2130309,,,,,70919,,,,,50,,,,,9413,,,,,35557,,,,,151398,,,,,474,,,,,2398120,,,,242.70,
889,of Net Assets,,,,215.60,,,,,7.18,,,,,0.01,,,,,0.95,,,,,3.60,,,,,15.32,,,,,0.05,,,,,242.70,,,,,
