,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
707,"Alpinex Opco, LLC",,,,1489,,,,,596,,,,,-,,,,,893,,,,,,,,,,,,,,,,,,,,,,,,,
708,"Athlete Buyer, LLC",,,,1384,,,,,-,,,,,-,,,,,1384,,,,,,,,,,,,,,,,,,,,,,,,,
709,"Banner Buyer, LLC",,,,1935,,,,,-,,,,,-,,,,,1935,,,,,,,,,,,,,,,,,,,,,,,,,
710,Beacon Mobility Corp.,,,,59145,,,,,-,,,,,57755,,,,,1390,,,,,,,,,,,,,,,,,,,,,,,,,
711,"Berner Food & Beverage, LLC",,,,2881,,,,,1665,,,,,-,,,,,1216,,,,,,,,,,,,,,,,,,,,,,,,,
712,"CNSI Holdings, LLC",,,,2000,,,,,-,,,,,-,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
713,"Carbon6 Technologies, Inc.",,,,10000,,,,,-,,,,,-,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
714,"Cave Enterprises Operations, LLC",,,,1333,,,,,-,,,,,-,,,,,1333,,,,,,,,,,,,,,,,,,,,,,,,,
715,"Celerion Buyer, Inc.",,,,1918,,,,,-,,,,,-,,,,,1918,,,,,,,,,,,,,,,,,,,,,,,,,
716,Cerus Corporation,,,,6500,,,,,1798,,,,,-,,,,,4702,,,,,,,,,,,,,,,,,,,,,,,,,
717,ChyronHego US Holding Corporation,,,,5000,,,,,-,,,,,-,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,
718,CircusTrix Holdings LLC,,,,4000,,,,,-,,,,,-,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,
719,"Club Car Wash Operating, LLC",,,,2900,,,,,1625,,,,,-,,,,,1275,,,,,,,,,,,,,,,,,,,,,,,,,
720,Compu-Link Corporation,,,,2273,,,,,-,,,,,-,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
721,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,504,,,,,-,,,,,1915,,,,,,,,,,,,,,,,,,,,,,,,,
722,"Eagle Purchaser, Inc.",,,,1579,,,,,342,,,,,-,,,,,1237,,,,,,,,,,,,,,,,,,,,,,,,,
723,Eldrickco Limited*,,,,4913,,,,,434,,,,,-,,,,,4479,,,,,,,,,,,,,,,,,,,,,,,,,
724,EmpiRx Health LLC,,,,909,,,,,-,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
725,"Forge Biologics, Inc.",,,,6667,,,,,-,,,,,-,,,,,6667,,,,,,,,,,,,,,,,,,,,,,,,,
726,G Treasury SS LLC,,,,2250,,,,,-,,,,,-,,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,
727,"GB001, Inc.",,,,24000,,,,,-,,,,,-,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
728,GI Apple Midco LLC,,,,1262,,,,,341,,,,,45,,,,,876,,,,,,,,,,,,,,,,,,,,,,,,,
729,GS SEER Group Borrower LLC,,,,1743,,,,,-,,,,,-,,,,,1743,,,,,,,,,,,,,,,,,,,,,,,,,
730,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,-,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
731,"Gateway US Holdings, Inc.",,,,368,,,,,-,,,,,-,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,
732,Go Car Wash Management Corp.,,,,13142,,,,,-,,,,,-,,,,,13142,,,,,,,,,,,,,,,,,,,,,,,,,
733,"Graffiti Buyer, Inc.",,,,2115,,,,,407,,,,,-,,,,,1708,,,,,,,,,,,,,,,,,,,,,,,,,
734,Guernsey Holdings SDI LA LLC,,,,1167,,,,,-,,,,,-,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,
735,"Gutter Buyer, Inc.",,,,2727,,,,,2584,,,,,143,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
736,"HRO (Hero Digital) Holdings, LLC",,,,9915,,,,,2519,,,,,31,,,,,7365,,,,,,,,,,,,,,,,,,,,,,,,,
737,"HSI HALO Acquisition, Inc.",,,,813,,,,,813,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
738,"Health Management Associates Superholdings, Inc.",,,,768,,,,,-,,,,,8,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,
739,"Heniff Holdco, LLC",,,,3925,,,,,1897,,,,,164,,,,,1864,,,,,,,,,,,,,,,,,,,,,,,,,
740,"High Street Buyer, Inc.",,,,2203,,,,,-,,,,,-,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,
741,"Hive Intermediate, LLC",,,,2326,,,,,629,,,,,-,,,,,1697,,,,,,,,,,,,,,,,,,,,,,,,,
742,"HomeRenew Buyer, Inc.",,,,1958,,,,,1566,,,,,-,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,
743,IW Buyer LLC,,,,393,,,,,-,,,,,-,,,,,393,,,,,,,,,,,,,,,,,,,,,,,,,
744,"JF Acquisition, LLC",,,,1569,,,,,1381,,,,,-,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,
745,Jacent Strategic Merchandising,,,,3500,,,,,3457,,,,,-,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
746,"KDC/ONE Development Corporation, Inc.",,,,6020,,,,,1283,,,,,56,,,,,4681,,,,,,,,,,,,,,,,,,,,,,,,,
747,KL Charlie Acquisition Company,,,,1962,,,,,1537,,,,,-,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,
748,"Kauffman Intermediate, LLC",,,,1243,,,,,78,,,,,-,,,,,1165,,,,,,,,,,,,,,,,,,,,,,,,,
749,"Kure Pain Holdings, Inc.",,,,2654,,,,,-,,,,,-,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,
750,"LS Clinical Services Holdings, Inc.",,,,1875,,,,,1875,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
751,"Lash OpCo, LLC",,,,1612,,,,,1216,,,,,-,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,
752,LendingPoint LLC,,,,8333,,,,,8333,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
753,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,"A&V Holdings Midco, LLC",,,,1505,,,,,361,,,,,-,,,,,1144,,,,,,,,,,,,,,,,,,,,,,,,,
755,AMI US Holdings Inc.,,,,2907,,,,,349,,,,,-,,,,,2558,,,,,,,,,,,,,,,,,,,,,,,,,
756,"AQ Sunshine, Inc.",,,,1785,,,,,1762,,,,,23,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
757,"Activ Software Holdings, LLC",,,,2407,,,,,-,,,,,-,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
758,"Akoya Biosciences, Inc.",,,,3375,,,,,-,,,,,-,,,,,3375,,,,,,,,,,,,,,,,,,,,,,,,,
759,Alcami Corporation,,,,1781,,,,,-,,,,,-,,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,
760,"Alpinex Opco, LLC",,,,1489,,,,,596,,,,,-,,,,,893,,,,,,,,,,,,,,,,,,,,,,,,,
761,"Athlete Buyer, LLC",,,,1384,,,,,-,,,,,-,,,,,1384,,,,,,,,,,,,,,,,,,,,,,,,,
762,"Banner Buyer, LLC",,,,1935,,,,,-,,,,,-,,,,,1935,,,,,,,,,,,,,,,,,,,,,,,,,
763,Beacon Mobility Corp.,,,,59145,,,,,-,,,,,57755,,,,,1390,,,,,,,,,,,,,,,,,,,,,,,,,
764,"Berner Food & Beverage, LLC",,,,2881,,,,,1665,,,,,-,,,,,1216,,,,,,,,,,,,,,,,,,,,,,,,,
765,"CNSI Holdings, LLC",,,,2000,,,,,-,,,,,-,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
766,"Carbon6 Technologies, Inc.",,,,10000,,,,,-,,,,,-,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
767,"Cave Enterprises Operations, LLC",,,,1333,,,,,-,,,,,-,,,,,1333,,,,,,,,,,,,,,,,,,,,,,,,,
768,"Celerion Buyer, Inc.",,,,1918,,,,,-,,,,,-,,,,,1918,,,,,,,,,,,,,,,,,,,,,,,,,
769,Cerus Corporation,,,,6500,,,,,1798,,,,,-,,,,,4702,,,,,,,,,,,,,,,,,,,,,,,,,
770,ChyronHego US Holding Corporation,,,,5000,,,,,-,,,,,-,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,
771,CircusTrix Holdings LLC,,,,4000,,,,,-,,,,,-,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,
772,"Club Car Wash Operating, LLC",,,,2900,,,,,1625,,,,,-,,,,,1275,,,,,,,,,,,,,,,,,,,,,,,,,
773,Compu-Link Corporation,,,,2273,,,,,-,,,,,-,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
774,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,504,,,,,-,,,,,1915,,,,,,,,,,,,,,,,,,,,,,,,,
775,"Eagle Purchaser, Inc.",,,,1579,,,,,342,,,,,-,,,,,1237,,,,,,,,,,,,,,,,,,,,,,,,,
776,Eldrickco Limited*,,,,4913,,,,,434,,,,,-,,,,,4479,,,,,,,,,,,,,,,,,,,,,,,,,
777,EmpiRx Health LLC,,,,909,,,,,-,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
778,"Forge Biologics, Inc.",,,,6667,,,,,-,,,,,-,,,,,6667,,,,,,,,,,,,,,,,,,,,,,,,,
779,G Treasury SS LLC,,,,2250,,,,,-,,,,,-,,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,
780,"GB001, Inc.",,,,24000,,,,,-,,,,,-,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
781,GI Apple Midco LLC,,,,1262,,,,,341,,,,,45,,,,,876,,,,,,,,,,,,,,,,,,,,,,,,,
782,GS SEER Group Borrower LLC,,,,1743,,,,,-,,,,,-,,,,,1743,,,,,,,,,,,,,,,,,,,,,,,,,
783,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,-,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
784,"Gateway US Holdings, Inc.",,,,368,,,,,-,,,,,-,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,
785,Go Car Wash Management Corp.,,,,13142,,,,,-,,,,,-,,,,,13142,,,,,,,,,,,,,,,,,,,,,,,,,
786,"Graffiti Buyer, Inc.",,,,2115,,,,,407,,,,,-,,,,,1708,,,,,,,,,,,,,,,,,,,,,,,,,
787,Guernsey Holdings SDI LA LLC,,,,1167,,,,,-,,,,,-,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,
788,"Gutter Buyer, Inc.",,,,2727,,,,,2584,,,,,143,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
789,"HRO (Hero Digital) Holdings, LLC",,,,9915,,,,,2519,,,,,31,,,,,7365,,,,,,,,,,,,,,,,,,,,,,,,,
790,"HSI HALO Acquisition, Inc.",,,,813,,,,,813,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
791,"Health Management Associates Superholdings, Inc.",,,,768,,,,,-,,,,,8,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,
792,"Heniff Holdco, LLC",,,,3925,,,,,1897,,,,,164,,,,,1864,,,,,,,,,,,,,,,,,,,,,,,,,
793,"High Street Buyer, Inc.",,,,2203,,,,,-,,,,,-,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,
794,"Hive Intermediate, LLC",,,,2326,,,,,629,,,,,-,,,,,1697,,,,,,,,,,,,,,,,,,,,,,,,,
795,"HomeRenew Buyer, Inc.",,,,1958,,,,,1566,,,,,-,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,
796,IW Buyer LLC,,,,393,,,,,-,,,,,-,,,,,393,,,,,,,,,,,,,,,,,,,,,,,,,
797,"JF Acquisition, LLC",,,,1569,,,,,1381,,,,,-,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,
798,Jacent Strategic Merchandising,,,,3500,,,,,3457,,,,,-,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
799,"KDC/ONE Development Corporation, Inc.",,,,6020,,,,,1283,,,,,56,,,,,4681,,,,,,,,,,,,,,,,,,,,,,,,,
800,KL Charlie Acquisition Company,,,,1962,,,,,1537,,,,,-,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,
801,"Kauffman Intermediate, LLC",,,,1243,,,,,78,,,,,-,,,,,1165,,,,,,,,,,,,,,,,,,,,,,,,,
802,"Kure Pain Holdings, Inc.",,,,2654,,,,,-,,,,,-,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,
803,"LS Clinical Services Holdings, Inc.",,,,1875,,,,,1875,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
804,"Lash OpCo, LLC",,,,1612,,,,,1216,,,,,-,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,
805,LendingPoint LLC,,,,8333,,,,,8333,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
806,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,"Lifelong Learner Holdings, LLC",,,,2985,,,,,2982,,,,,-,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
808,Litify LLC,,,,833,,,,,-,,,,,-,,,,,833,,,,,,,,,,,,,,,,,,,,,,,,,
809,"M&M OPCO, LLC",,,,476,,,,,-,,,,,-,,,,,476,,,,,,,,,,,,,,,,,,,,,,,,,
810,Magnate Holding Corp.,,,,3150,,,,,3150,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
811,"Marlin DTC-LS Midco 2, LLC",,,,685,,,,,-,,,,,-,,,,,685,,,,,,,,,,,,,,,,,,,,,,,,,
812,"Maxor National Pharmacy Services, LLC",,,,1530,,,,,-,,,,,-,,,,,1530,,,,,,,,,,,,,,,,,,,,,,,,,
813,"Medical Guardian, LLC",,,,8571,,,,,742,,,,,-,,,,,7829,,,,,,,,,,,,,,,,,,,,,,,,,
814,"Merx Aviation Finance, LLC (1)",,,,87252,,,,,81075,,,,,6177,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
815,"Midwest Vision Partners Management, LLC",,,,3029,,,,,612,,,,,-,,,,,2417,,,,,,,,,,,,,,,,,,,,,,,,,
816,Momentx Corporation,,,,1257,,,,,-,,,,,-,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,
817,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,,,500,,,,,340,,,,,-,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,
818,"New Era Technology, Inc.",,,,1732,,,,,-,,,,,-,,,,,1732,,,,,,,,,,,,,,,,,,,,,,,,,
819,"Norvax, LLC",,,,3182,,,,,-,,,,,-,,,,,3182,,,,,,,,,,,,,,,,,,,,,,,,,
820,"Omada Health, Inc.",,,,1550,,,,,5,,,,,-,,,,,1545,,,,,,,,,,,,,,,,,,,,,,,,,
821,PARS Group LLC,,,,952,,,,,-,,,,,-,,,,,952,,,,,,,,,,,,,,,,,,,,,,,,,
822,"PHS Buyer, Inc.",,,,2000,,,,,1069,,,,,-,,,,,931,,,,,,,,,,,,,,,,,,,,,,,,,
823,"Pace Health Companies, LLC",,,,500,,,,,-,,,,,118,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,
824,Paladone Group Bidco Limited,,,,3295,,,,,-,,,,,-,,,,,3295,,,,,,,,,,,,,,,,,,,,,,,,,
825,Paladone Group Bidco Limited*,,,,431,,,,,-,,,,,-,,,,,431,,,,,,,,,,,,,,,,,,,,,,,,,
826,"Paragon 28, Inc.",,,,4500,,,,,-,,,,,-,,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,
827,"Pave America Interco, LLC (f/k/a Pavement Partners Interco, LLC)",,,,942,,,,,471,,,,,-,,,,,471,,,,,,,,,,,,,,,,,,,,,,,,,
828,Precision Refrigeration & Air Conditioning LLC,,,,1705,,,,,568,,,,,-,,,,,1137,,,,,,,,,,,,,,,,,,,,,,,,,
829,"PrimeFlight Acquisition, LLC",,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
830,"Pro-Vigil Holding Company, LLC",,,,2533,,,,,-,,,,,-,,,,,2533,,,,,,,,,,,,,,,,,,,,,,,,,
831,"Project Comfort Buyer, Inc.",,,,1731,,,,,-,,,,,-,,,,,1731,,,,,,,,,,,,,,,,,,,,,,,,,
832,"Protein For Pets Opco, LLC",,,,2219,,,,,-,,,,,-,,,,,2219,,,,,,,,,,,,,,,,,,,,,,,,,
833,"Purchasing Power Funding I, LLC",,,,9112,,,,,9112,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
834,RHI Acquisition LLC,,,,3301,,,,,-,,,,,-,,,,,3301,,,,,,,,,,,,,,,,,,,,,,,,,
835,"Roscoe Medical, Inc",,,,1393,,,,,983,,,,,-,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,
836,"SI Holdings, Inc.",,,,3413,,,,,2270,,,,,-,,,,,1143,,,,,,,,,,,,,,,,,,,,,,,,,
837,Shelby 2021 Holdings Corp.,,,,969,,,,,-,,,,,-,,,,,969,,,,,,,,,,,,,,,,,,,,,,,,,
838,Sigma Buyer LLC,,,,1500,,,,,-,,,,,-,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,
839,"Simeio Group Holdings, Inc.",,,,1731,,,,,1154,,,,,-,,,,,577,,,,,,,,,,,,,,,,,,,,,,,,,
840,Sirsi Corporation,,,,429,,,,,-,,,,,-,,,,,429,,,,,,,,,,,,,,,,,,,,,,,,,
841,"Sonar Entertainment, Inc.",,,,149,,,,,149,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
842,"Springbrook Holding Company, LLC",,,,1463,,,,,-,,,,,-,,,,,1463,,,,,,,,,,,,,,,,,,,,,,,,,
843,"Surf Opco, LLC",,,,20000,,,,,13729,,,,,1667,,,,,4604,,,,,,,,,,,,,,,,,,,,,,,,,
844,"TELA Bio, Inc.",,,,3333,,,,,-,,,,,-,,,,,3333,,,,,,,,,,,,,,,,,,,,,,,,,
845,THLP CO. LLC,,,,4494,,,,,1312,,,,,135,,,,,3047,,,,,,,,,,,,,,,,,,,,,,,,,
846,"TS Investors, LLC",,,,554,,,,,-,,,,,-,,,,,554,,,,,,,,,,,,,,,,,,,,,,,,,
847,"Telesoft Holdings, LLC",,,,2273,,,,,212,,,,,-,,,,,2061,,,,,,,,,,,,,,,,,,,,,,,,,
848,TerSera Therapeutics LLC,,,,1140,,,,,-,,,,,-,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,,
849,"Thomas Scientific, LLC",,,,2963,,,,,-,,,,,-,,,,,2963,,,,,,,,,,,,,,,,,,,,,,,,,
850,"TissueTech, Inc.",,,,6250,,,,,-,,,,,-,,,,,6250,,,,,,,,,,,,,,,,,,,,,,,,,
851,"Treace Medical Concepts, Inc.",,,,23417,,,,,400,,,,,-,,,,,23017,,,,,,,,,,,,,,,,,,,,,,,,,
852,Trench Plate Rental Co.,,,,1818,,,,,590,,,,,125,,,,,1103,,,,,,,,,,,,,,,,,,,,,,,,,
853,"Truck-Lite Co., LLC",,,,3052,,,,,-,,,,,95,,,,,2957,,,,,,,,,,,,,,,,,,,,,,,,,
854,"Turbo Buyer, Inc.",,,,923,,,,,-,,,,,-,,,,,923,,,,,,,,,,,,,,,,,,,,,,,,,
855,"US Fertility Enterprises, LLC",,,,62,,,,,-,,,,,-,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,
856,"USLS Acquisition, Inc.",,,,1607,,,,,884,,,,,62,,,,,661,,,,,,,,,,,,,,,,,,,,,,,,,
857,Ultimate Baked Goods Midco LLC,,,,3243,,,,,-,,,,,628,,,,,2615,,,,,,,,,,,,,,,,,,,,,,,,,
858,"Unchained Labs, LLC",,,,726,,,,,-,,,,,-,,,,,726,,,,,,,,,,,,,,,,,,,,,,,,,
859,Upstack Holdco Inc.,,,,3000,,,,,-,,,,,110,,,,,2890,,,,,,,,,,,,,,,,,,,,,,,,,
860,"Village Pet Care, LLC",,,,6000,,,,,-,,,,,-,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,
861,"WelldyneRX, LLC",,,,1923,,,,,-,,,,,-,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,
862,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,"Westfall Technik, Inc.",,,,2039,,,,,2039,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
864,"Wildcat BuyerCo, Inc.",,,,725,,,,,-,,,,,30,,,,,695,,,,,,,,,,,,,,,,,,,,,,,,,
865,Yak Access LLC,,,,5000,,,,,1250,,,,,-,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,
866,Total Commitments,,,,489055,,,,,164583,,,,,67599,,,,,256873,,,,,,,,,,,,,,,,,,,,,,,,,
867,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,,,,,,,,,,,,,,,,,,,
868,Non-Controlled / Non-Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,"Advertising, Printing & Publishing",,,,46953,,,,,-,,,,,-,,,,,-,,,,,-,,,,,432,,,,,-,,,,,47385,,,,,
870,Automotive,,,,60347,,,,,-,,,,,-,,,,,-,,,,,-,,,,,23971,,,,,-,,,,,84318,,,,,
871,Aviation and Consumer Transport,,,,5304,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,5304,,,,,
872,"Beverage, Food & Tobacco",,,,99960,,,,,-,,,,,-,,,,,-,,,,,448,,,,,1409,,,,,-,,,,,101817,,,,,
873,Business Services,,,,235455,,,,,65067,,,,,-,,,,,-,,,,,89,,,,,2023,,,,,-,,,,,302634,,,,,
874,"Chemicals, Plastics & Rubber",,,,23415,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,23415,,,,,
875,Construction & Building,,,,49393,,,,,-,,,,,-,,,,,-,,,,,-,,,,,500,,,,,-,,,,,49893,,,,,
876,Consumer Goods – Durable,,,,18152,,,,,-,,,,,-,,,,,-,,,,,-,,,,,107,,,,,-,,,,,18259,,,,,
877,Consumer Goods – Non-durable,,,,83657,,,,,-,,,,,-,,,,,-,,,,,492,,,,,2235,,,,,-,,,,,86384,,,,,
878,Consumer Services,,,,157104,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,157104,,,,,
879,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,34100,,,,,-,,,,,-,,,,,-,,,,,-,,,,,100,,,,,-,,,,,34200,,,,,
880,Education,,,,36541,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,36541,,,,,
881,Energy – Electricity,,,,7231,,,,,-,,,,,-,,,,,-,,,,,6157,,,,,17164,,,,,-,,,,,30552,,,,,
882,Healthcare & Pharmaceuticals,,,,420929,,,,,-,,,,,-,,,,,-,,,,,633,,,,,725,,,,,389,,,,,422676,,,,,
883,High Tech Industries,,,,308036,,,,,-,,,,,-,,,,,-,,,,,-,,,,,1083,,,,,-,,,,,309119,,,,,
884,"Hotel, Gaming, Leisure, Restaurants",,,,29676,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,29676,,,,,
885,Insurance,,,,83715,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,83715,,,,,
886,"Manufacturing, Capital Equipment",,,,31764,,,,,7974,,,,,-,,,,,-,,,,,11850,,,,,248,,,,,-,,,,,51836,,,,,
887,Media – Diversified & Production,,,,272,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,272,,,,,
888,Retail,,,,32587,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,32587,,,,,
889,Telecommunications,,,,-,,,,,7101,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,7101,,,,,
890,"Transportation – Cargo, Distribution",,,,68057,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,68057,,,,,
891,Utilities – Electric,,,,14513,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,14513,,,,,
892,Wholesale,,,,45775,,,,,-,,,,,-,,,,,-,,,,,-,,,,,798,,,,,-,,,,,46573,,,,,
893,Total Non-Controlled /  Non-Affiliated Investments,,,,1892936,,,,,80142,,,,,-,,,,,-,,,,,19669,,,,,50795,,,,,389,,,,,2043931,,,,,
894,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,"Chemicals, Plastics & Rubber",,,,12500,,,,,-,,,,,-,,,,,-,,,,,-,,,,,56505,,,,,-,,,,,69005,,,,,
896,Consumer Goods – Durable,,,,4186,,,,,-,,,,,-,,,,,-,,,,,-,,,,,1000,,,,,-,,,,,5186,,,,,
897,Consumer Services,,,,-,,,,,-,,,,,-,,,,,29335,,,,,-,,,,,-,,,,,-,,,,,29335,,,,,
898,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,-,,,,,-,,,,,-,,,,,17103,,,,,-,,,,,-,,,,,-,,,,,17103,,,,,
899,Energy – Electricity,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,
900,Energy – Oil & Gas,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,11802,,,,,-,,,,,11802,,,,,
901,Total Non-Controlled / Affiliated Investments,,,,16686,,,,,-,,,,,-,,,,,46438,,,,,-,,,,,69307,,,,,-,,,,,132431,,,,,
902,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Aviation and Consumer Transport,,,,81075,,,,,-,,,,,-,,,,,-,,,,,-,,,,,146500,,,,,-,,,,,227575,,,,,
904,Energy – Oil & Gas,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,44865,,,,,-,,,,,44865,,,,,
905,High Tech Industries,,,,106690,,,,,-,,,,,-,,,,,-,,,,,6000,,,,,-,,,,,-,,,,,112690,,,,,
906,"Transportation – Cargo, Distribution",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,15791,,,,,-,,,,,15791,,,,,
907,Total Controlled Investments,,,,187765,,,,,-,,,,,-,,,,,-,,,,,6000,,,,,207156,,,,,-,,,,,400921,,,,,
908,Total,,,,2097387,,,,,80142,,,,,-,,,,,46438,,,,,25669,,,,,327258,,,,,389,,,,,2577283,,,,,
909,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,% of Net Assets,,,,,,,,,,,,,,,,,,
910,Non-Controlled / Non-Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,"Advertising, Printing & Publishing",,,,45482,,,,,-,,,,,-,,,,,-,,,,,-,,,,,556,,,,,-,,,,,46038,,,,4.62,%
