,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
706,"AIC SPV Holdings II, LLC, Preferred Equity",,,,74,,,,,-,,,,,-,,,,,78,,,,,152,,,,,-,,,,,-,,,,,,,,,,
707,"Carbonfree Chemicals Holdings LLC, Common Stock",,,,20202,,,,,-,,,,,-,,,,,"(  1,300",,,,,18902,,,,,-,,,,,-,,,,,,,,,,
708,"FC2 LLC, Term Loan",,,,12500,,,,,-,,,,,-,,,,,-,,,,,12500,,,,,-,,,,,403,,,,,,,,,,
709,"FC2 LLC, Common Stock",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
710,"Golden Bear 2016-R, LLC, Membership Interests",,,,9413,,,,,106,,,,,-,,,,,1548,,,,,11067,,,,,-,,,,,-,,,,,,,,,,
711,"GSC Technologies Inc., Term Loan",,,,177,,,,,7,,,,,(  198,,,,,14,,,,,-,,,,,-,,,,,13,,,,,,,,,,
712,"Pelican Energy, LLC, Common Stock",,,,195,,,,,-,,,,,-,,,,,65,,,,,260,,,,,-,,,,,-,,,,,,,,,,
713,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
714,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
715,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Preferred Equity",,,,1961,,,,,-,,,,,-,,,,,(  59,,,,,1902,,,,,-,,,,,-,,,,,,,,,,
716,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Common Stock",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
717,"Renew JV LLC, Membership Interests",,,,449,,,,,-,,,,,(  33,,,,,19,,,,,435,,,,,-,,,,,-,,,,,,,,,,
718,Auto Pool 2023 Trust (Del. Stat. Trust),,,,-,,,,,29946,,,,,-,,,,,(  576,,,,,29370,,,,,,,,,-,,,,,,,,,,,
719,,,,,49141,,,,,30112,,,,,(  231,,,,,316,,,,,79338,,,,,-,,,,,620,,,,,,,,,,
720,Name of Issuer,,"Fair Value at December 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at June 30, 2023",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
721,Majority Owned Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,"ChyronHego Corporation, Preferred Equity",,,,22500,,,,,-,,,,,-,,,,,(  44,,,,,22456,,,,,-,,,,,-,,,,,,,,,,
723,"ChyronHego Corporation, Revolver",,,,8956,,,,,1044,,,,,"(  9,989",,,,,(  11,,,,,-,,,,,-,,,,,440,,,,,,,,,,
724,"ChyronHego Corporation, Term Loan",,,,91042,,,,,1246,,,,,"(  91,833",,,,,(  455,,,,,-,,,,,-,,,,,4916,,,,,,,,,,
725,"ChyronHego US Holding Corporation, Term Loan",,,,-,,,,,106679,,,,,-,,,,,228,,,,,106907,,,,,-,,,,,542,,,,,,,,,,
726,"ChyronHego US Holding Corporation, Revolver",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
727,"Merx Aviation Finance, LLC, Letter of Credit",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
728,"Merx Aviation Finance, LLC, Membership Interests",,,,111446,,,,,-,,,,,-,,,,,369,,,,,111815,,,,,-,,,,,-,,,,,,,,,,
729,"Merx Aviation Finance, LLC, Revolver",,,,150000,,,,,-,,,,,"(  68,925",,,,,-,,,,,81075,,,,,-,,,,,4257,,,,,,,,,,
730,"MSEA Tankers LLC, Class A Units",,,,4256,,,,,-,,,,,"(  3,605",,,,,(  601,,,,,50,,,,,-,,,,,-,,,,,,,,,,
731,Controlled Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,
732,"SHD Oil & Gas, LLC, Series C Units",,,,580,,,,,-,,,,,-,,,,,(  280,,,,,300,,,,,-,,,,,-,,,,,,,,,,
733,"SHD Oil & Gas, LLC, Series A Units",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
734,,,,,388780,,,,,108969,,,,,"(  174,352",,,,,(  794,,,,,322603,,,,,-,,,,,10155,,,,,,,,,,
735,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,"A&V Holdings Midco, LLC",,,,1505,,,,,452,,,,,-,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,
737,AMI US Holdings Inc.,,,,2907,,,,,349,,,,,-,,,,,2558,,,,,,,,,,,,,,,,,,,,,,,,,
738,"AQ Sunshine, Inc.",,,,1785,,,,,1762,,,,,23,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
739,"Activ Software Holdings, LLC",,,,2407,,,,,-,,,,,-,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
740,"Akoya Biosciences, Inc.",,,,3375,,,,,-,,,,,-,,,,,3375,,,,,,,,,,,,,,,,,,,,,,,,,
741,Alcami Corporation,,,,1781,,,,,-,,,,,-,,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,
742,"Alpinex Opco, LLC",,,,1490,,,,,596,,,,,-,,,,,894,,,,,,,,,,,,,,,,,,,,,,,,,
743,Analogic Corporation,,,,1826,,,,,1353,,,,,-,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,
744,"Athlete Buyer, LLC",,,,2256,,,,,52,,,,,-,,,,,2204,,,,,,,,,,,,,,,,,,,,,,,,,
745,"Banner Buyer, LLC",,,,1935,,,,,387,,,,,-,,,,,1548,,,,,,,,,,,,,,,,,,,,,,,,,
746,Beacon Mobility Corp.,,,,59146,,,,,-,,,,,58340,,,,,806,,,,,,,,,,,,,,,,,,,,,,,,,
747,"Berner Food & Beverage, LLC",,,,2881,,,,,1896,,,,,-,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,
748,"CNSI Holdings, LLC",,,,2000,,,,,-,,,,,-,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
749,"Carbon6 Technologies, Inc.",,,,10000,,,,,-,,,,,-,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
750,"Cave Enterprises Operations, LLC",,,,1333,,,,,-,,,,,-,,,,,1333,,,,,,,,,,,,,,,,,,,,,,,,,
751,"Celerion Buyer, Inc.",,,,1918,,,,,-,,,,,-,,,,,1918,,,,,,,,,,,,,,,,,,,,,,,,,
752,Cerus Corporation,,,,8000,,,,,917,,,,,-,,,,,7083,,,,,,,,,,,,,,,,,,,,,,,,,
753,ChyronHego US Holding Corporation,,,,5000,,,,,-,,,,,-,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,
754,"Club Car Wash Operating, LLC",,,,2900,,,,,1625,,,,,-,,,,,1275,,,,,,,,,,,,,,,,,,,,,,,,,
755,Compu-Link Corporation,,,,2273,,,,,-,,,,,-,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
756,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,363,,,,,-,,,,,2056,,,,,,,,,,,,,,,,,,,,,,,,,
757,"Eagle Purchaser, Inc.",,,,1579,,,,,132,,,,,-,,,,,1447,,,,,,,,,,,,,,,,,,,,,,,,,
758,Eldrickco Limited*,,,,5116,,,,,452,,,,,-,,,,,4664,,,,,,,,,,,,,,,,,,,,,,,,,
759,EmpiRx Health LLC,,,,909,,,,,-,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
760,"Forge Biologics, Inc.",,,,6667,,,,,-,,,,,-,,,,,6667,,,,,,,,,,,,,,,,,,,,,,,,,
761,G Treasury SS LLC,,,,2250,,,,,-,,,,,-,,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,
762,"GB001, Inc.",,,,24000,,,,,-,,,,,-,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
763,GI Apple Midco LLC,,,,1350,,,,,159,,,,,45,,,,,1146,,,,,,,,,,,,,,,,,,,,,,,,,
764,GS SEER Group Borrower LLC,,,,1743,,,,,-,,,,,-,,,,,1743,,,,,,,,,,,,,,,,,,,,,,,,,
765,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,-,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
766,"Gateway US Holdings, Inc.",,,,368,,,,,-,,,,,-,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,
767,Go Car Wash Management Corp.,,,,13142,,,,,167,,,,,-,,,,,12975,,,,,,,,,,,,,,,,,,,,,,,,,
768,"Go Car Wash Management, Corp.",,,,2080,,,,,-,,,,,-,,,,,2080,,,,,,,,,,,,,,,,,,,,,,,,,
769,"Graffiti Buyer, Inc.",,,,2697,,,,,505,,,,,-,,,,,2192,,,,,,,,,,,,,,,,,,,,,,,,,
770,Guernsey Holdings SDI LA LLC,,,,1167,,,,,-,,,,,-,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,
771,"Gutter Buyer, Inc.",,,,2728,,,,,2584,,,,,143,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
772,"HRO (Hero Digital) Holdings, LLC",,,,10213,,,,,2519,,,,,31,,,,,7663,,,,,,,,,,,,,,,,,,,,,,,,,
773,"HSI HALO Acquisition, Inc.",,,,812,,,,,677,,,,,-,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,
774,"Health Management Associates Superholdings, Inc.",,,,769,,,,,-,,,,,9,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,
775,"Heniff Holdco, LLC",,,,3925,,,,,1374,,,,,219,,,,,2332,,,,,,,,,,,,,,,,,,,,,,,,,
776,"High Street Buyer, Inc.",,,,2203,,,,,-,,,,,-,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,
777,"Hive Intermediate, LLC",,,,2326,,,,,626,,,,,-,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,
778,"HomeRenew Buyer, Inc.",,,,1958,,,,,1566,,,,,-,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,
779,IW Buyer LLC,,,,393,,,,,28,,,,,-,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,
780,"JF Acquisition, LLC",,,,1569,,,,,1381,,,,,-,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,
781,Jacent Strategic Merchandising,,,,3500,,,,,3457,,,,,-,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
782,KDC US Holdings,,,,6021,,,,,926,,,,,33,,,,,5062,,,,,,,,,,,,,,,,,,,,,,,,,
783,KL Charlie Acquisition Company,,,,1962,,,,,1530,,,,,-,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,
784,"Kauffman Intermediate, LLC",,,,1243,,,,,311,,,,,-,,,,,932,,,,,,,,,,,,,,,,,,,,,,,,,
785,"Kure Pain Holdings, Inc.",,,,2654,,,,,-,,,,,-,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,
786,"LS Clinical Services Holdings, Inc.",,,,1875,,,,,1875,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
787,"Lash OpCo, LLC",,,,1612,,,,,742,,,,,-,,,,,870,,,,,,,,,,,,,,,,,,,,,,,,,
788,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,"A&V Holdings Midco, LLC",,,,1505,,,,,452,,,,,-,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,
790,AMI US Holdings Inc.,,,,2907,,,,,349,,,,,-,,,,,2558,,,,,,,,,,,,,,,,,,,,,,,,,
791,"AQ Sunshine, Inc.",,,,1785,,,,,1762,,,,,23,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
792,"Activ Software Holdings, LLC",,,,2407,,,,,-,,,,,-,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
793,"Akoya Biosciences, Inc.",,,,3375,,,,,-,,,,,-,,,,,3375,,,,,,,,,,,,,,,,,,,,,,,,,
794,Alcami Corporation,,,,1781,,,,,-,,,,,-,,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,
795,"Alpinex Opco, LLC",,,,1490,,,,,596,,,,,-,,,,,894,,,,,,,,,,,,,,,,,,,,,,,,,
796,Analogic Corporation,,,,1826,,,,,1353,,,,,-,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,
797,"Athlete Buyer, LLC",,,,2256,,,,,52,,,,,-,,,,,2204,,,,,,,,,,,,,,,,,,,,,,,,,
798,"Banner Buyer, LLC",,,,1935,,,,,387,,,,,-,,,,,1548,,,,,,,,,,,,,,,,,,,,,,,,,
799,Beacon Mobility Corp.,,,,59146,,,,,-,,,,,58340,,,,,806,,,,,,,,,,,,,,,,,,,,,,,,,
800,"Berner Food & Beverage, LLC",,,,2881,,,,,1896,,,,,-,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,
801,"CNSI Holdings, LLC",,,,2000,,,,,-,,,,,-,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
802,"Carbon6 Technologies, Inc.",,,,10000,,,,,-,,,,,-,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
803,"Cave Enterprises Operations, LLC",,,,1333,,,,,-,,,,,-,,,,,1333,,,,,,,,,,,,,,,,,,,,,,,,,
804,"Celerion Buyer, Inc.",,,,1918,,,,,-,,,,,-,,,,,1918,,,,,,,,,,,,,,,,,,,,,,,,,
805,Cerus Corporation,,,,8000,,,,,917,,,,,-,,,,,7083,,,,,,,,,,,,,,,,,,,,,,,,,
806,ChyronHego US Holding Corporation,,,,5000,,,,,-,,,,,-,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,
807,"Club Car Wash Operating, LLC",,,,2900,,,,,1625,,,,,-,,,,,1275,,,,,,,,,,,,,,,,,,,,,,,,,
808,Compu-Link Corporation,,,,2273,,,,,-,,,,,-,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
809,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,363,,,,,-,,,,,2056,,,,,,,,,,,,,,,,,,,,,,,,,
810,"Eagle Purchaser, Inc.",,,,1579,,,,,132,,,,,-,,,,,1447,,,,,,,,,,,,,,,,,,,,,,,,,
811,Eldrickco Limited*,,,,5116,,,,,452,,,,,-,,,,,4664,,,,,,,,,,,,,,,,,,,,,,,,,
812,EmpiRx Health LLC,,,,909,,,,,-,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
813,"Forge Biologics, Inc.",,,,6667,,,,,-,,,,,-,,,,,6667,,,,,,,,,,,,,,,,,,,,,,,,,
814,G Treasury SS LLC,,,,2250,,,,,-,,,,,-,,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,
815,"GB001, Inc.",,,,24000,,,,,-,,,,,-,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
816,GI Apple Midco LLC,,,,1350,,,,,159,,,,,45,,,,,1146,,,,,,,,,,,,,,,,,,,,,,,,,
817,GS SEER Group Borrower LLC,,,,1743,,,,,-,,,,,-,,,,,1743,,,,,,,,,,,,,,,,,,,,,,,,,
818,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,-,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
819,"Gateway US Holdings, Inc.",,,,368,,,,,-,,,,,-,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,
820,Go Car Wash Management Corp.,,,,13142,,,,,167,,,,,-,,,,,12975,,,,,,,,,,,,,,,,,,,,,,,,,
821,"Go Car Wash Management, Corp.",,,,2080,,,,,-,,,,,-,,,,,2080,,,,,,,,,,,,,,,,,,,,,,,,,
822,"Graffiti Buyer, Inc.",,,,2697,,,,,505,,,,,-,,,,,2192,,,,,,,,,,,,,,,,,,,,,,,,,
823,Guernsey Holdings SDI LA LLC,,,,1167,,,,,-,,,,,-,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,
824,"Gutter Buyer, Inc.",,,,2728,,,,,2584,,,,,143,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
825,"HRO (Hero Digital) Holdings, LLC",,,,10213,,,,,2519,,,,,31,,,,,7663,,,,,,,,,,,,,,,,,,,,,,,,,
826,"HSI HALO Acquisition, Inc.",,,,812,,,,,677,,,,,-,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,
827,"Health Management Associates Superholdings, Inc.",,,,769,,,,,-,,,,,9,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,
828,"Heniff Holdco, LLC",,,,3925,,,,,1374,,,,,219,,,,,2332,,,,,,,,,,,,,,,,,,,,,,,,,
829,"High Street Buyer, Inc.",,,,2203,,,,,-,,,,,-,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,
830,"Hive Intermediate, LLC",,,,2326,,,,,626,,,,,-,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,
831,"HomeRenew Buyer, Inc.",,,,1958,,,,,1566,,,,,-,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,
832,IW Buyer LLC,,,,393,,,,,28,,,,,-,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,
833,"JF Acquisition, LLC",,,,1569,,,,,1381,,,,,-,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,
834,Jacent Strategic Merchandising,,,,3500,,,,,3457,,,,,-,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
835,KDC US Holdings,,,,6021,,,,,926,,,,,33,,,,,5062,,,,,,,,,,,,,,,,,,,,,,,,,
836,KL Charlie Acquisition Company,,,,1962,,,,,1530,,,,,-,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,
837,"Kauffman Intermediate, LLC",,,,1243,,,,,311,,,,,-,,,,,932,,,,,,,,,,,,,,,,,,,,,,,,,
838,"Kure Pain Holdings, Inc.",,,,2654,,,,,-,,,,,-,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,
839,"LS Clinical Services Holdings, Inc.",,,,1875,,,,,1875,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
840,"Lash OpCo, LLC",,,,1612,,,,,742,,,,,-,,,,,870,,,,,,,,,,,,,,,,,,,,,,,,,
841,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,LendingPoint LLC,,,,8333,,,,,8333,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
843,"Lifelong Learner Holdings, LLC",,,,2985,,,,,2982,,,,,-,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
844,Litify LLC,,,,833,,,,,-,,,,,-,,,,,833,,,,,,,,,,,,,,,,,,,,,,,,,
845,"M&M OPCO, LLC",,,,476,,,,,-,,,,,-,,,,,476,,,,,,,,,,,,,,,,,,,,,,,,,
846,"MEP-TS Midco, LLC",,,,1452,,,,,-,,,,,-,,,,,1452,,,,,,,,,,,,,,,,,,,,,,,,,
847,Magnate Holding Corp.,,,,3150,,,,,3150,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
848,"Marlin DTC-LS Midco 2, LLC",,,,685,,,,,-,,,,,-,,,,,685,,,,,,,,,,,,,,,,,,,,,,,,,
849,"Maxor National Pharmacy Services, LLC",,,,1530,,,,,612,,,,,-,,,,,918,,,,,,,,,,,,,,,,,,,,,,,,,
850,"Medical Guardian, LLC",,,,8571,,,,,838,,,,,-,,,,,7733,,,,,,,,,,,,,,,,,,,,,,,,,
851,"Merx Aviation Finance, LLC",,,,85752,,,,,81075,,,,,4677,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
852,"Midwest Vision Partners Management, LLC",,,,3029,,,,,612,,,,,-,,,,,2417,,,,,,,,,,,,,,,,,,,,,,,,,
853,Momentx Corporation,,,,1257,,,,,-,,,,,-,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,
854,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,,,500,,,,,444,,,,,-,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,
855,"New Era Technology, Inc.",,,,2440,,,,,-,,,,,-,,,,,2440,,,,,,,,,,,,,,,,,,,,,,,,,
856,"Norvax, LLC",,,,3182,,,,,-,,,,,-,,,,,3182,,,,,,,,,,,,,,,,,,,,,,,,,
857,"Omada Health, Inc.",,,,1550,,,,,5,,,,,-,,,,,1545,,,,,,,,,,,,,,,,,,,,,,,,,
858,PARS Group LLC,,,,952,,,,,-,,,,,-,,,,,952,,,,,,,,,,,,,,,,,,,,,,,,,
859,"PHS Buyer, Inc.",,,,2000,,,,,939,,,,,-,,,,,1061,,,,,,,,,,,,,,,,,,,,,,,,,
860,"Pace Health Companies, LLC",,,,500,,,,,-,,,,,118,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,
861,Paladone Group Bidco Limited,,,,3295,,,,,-,,,,,-,,,,,3295,,,,,,,,,,,,,,,,,,,,,,,,,
862,Paladone Group Bidco Limited*,,,,448,,,,,-,,,,,-,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,
863,"Paragon 28, Inc.",,,,4500,,,,,-,,,,,-,,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,
864,"Pavement Partners Interco, LLC",,,,2387,,,,,628,,,,,-,,,,,1759,,,,,,,,,,,,,,,,,,,,,,,,,
865,Precision Refrigeration & Air Conditioning LLC,,,,1705,,,,,568,,,,,-,,,,,1137,,,,,,,,,,,,,,,,,,,,,,,,,
866,"Premier Imaging, LLC",,,,4305,,,,,-,,,,,-,,,,,4305,,,,,,,,,,,,,,,,,,,,,,,,,
867,"Pro-Vigil Holding Company, LLC",,,,3733,,,,,-,,,,,-,,,,,3733,,,,,,,,,,,,,,,,,,,,,,,,,
868,"Project Comfort Buyer, Inc.",,,,3462,,,,,-,,,,,-,,,,,3462,,,,,,,,,,,,,,,,,,,,,,,,,
869,"Protein For Pets Opco, LLC",,,,2219,,,,,-,,,,,-,,,,,2219,,,,,,,,,,,,,,,,,,,,,,,,,
870,"Purchasing Power Funding I, LLC",,,,9113,,,,,6173,,,,,-,,,,,2940,,,,,,,,,,,,,,,,,,,,,,,,,
871,RHI Acquisition LLC,,,,3300,,,,,-,,,,,-,,,,,3300,,,,,,,,,,,,,,,,,,,,,,,,,
872,"Roscoe Medical, Inc",,,,1393,,,,,983,,,,,-,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,
873,"SI Holdings, Inc.",,,,3413,,,,,2270,,,,,-,,,,,1143,,,,,,,,,,,,,,,,,,,,,,,,,
874,Shelby 2021 Holdings Corp.,,,,969,,,,,-,,,,,-,,,,,969,,,,,,,,,,,,,,,,,,,,,,,,,
875,Sigma Buyer LLC,,,,1500,,,,,-,,,,,-,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,
876,"Simeio Group Holdings, Inc.",,,,1731,,,,,1154,,,,,-,,,,,577,,,,,,,,,,,,,,,,,,,,,,,,,
877,Sirsi Corporation,,,,429,,,,,-,,,,,-,,,,,429,,,,,,,,,,,,,,,,,,,,,,,,,
878,"Sonar Entertainment, Inc.",,,,184,,,,,184,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
879,"Springbrook Holding Company, LLC",,,,1463,,,,,-,,,,,-,,,,,1463,,,,,,,,,,,,,,,,,,,,,,,,,
880,"Surf Opco, LLC",,,,20000,,,,,13933,,,,,1667,,,,,4400,,,,,,,,,,,,,,,,,,,,,,,,,
881,"TELA Bio, Inc.",,,,3333,,,,,-,,,,,-,,,,,3333,,,,,,,,,,,,,,,,,,,,,,,,,
882,TGG TS Acquisition Company,,,,1750,,,,,-,,,,,-,,,,,1750,,,,,,,,,,,,,,,,,,,,,,,,,
883,THLP CO. LLC,,,,4494,,,,,3454,,,,,134,,,,,906,,,,,,,,,,,,,,,,,,,,,,,,,
884,"TS Investors, LLC",,,,554,,,,,-,,,,,-,,,,,554,,,,,,,,,,,,,,,,,,,,,,,,,
885,"Telesoft Holdings, LLC",,,,2273,,,,,439,,,,,-,,,,,1834,,,,,,,,,,,,,,,,,,,,,,,,,
886,TerSera Therapeutics LLC,,,,1140,,,,,-,,,,,-,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,,
887,"Thomas Scientific, LLC",,,,2963,,,,,-,,,,,-,,,,,2963,,,,,,,,,,,,,,,,,,,,,,,,,
888,"TissueTech, Inc.",,,,6250,,,,,-,,,,,-,,,,,6250,,,,,,,,,,,,,,,,,,,,,,,,,
889,"Treace Medical Concepts, Inc.",,,,23417,,,,,400,,,,,-,,,,,23017,,,,,,,,,,,,,,,,,,,,,,,,,
890,Trench Plate Rental Co.,,,,1818,,,,,591,,,,,124,,,,,1103,,,,,,,,,,,,,,,,,,,,,,,,,
891,"Truck-Lite Co., LLC",,,,3052,,,,,-,,,,,95,,,,,2957,,,,,,,,,,,,,,,,,,,,,,,,,
892,"Turbo Buyer, Inc.",,,,923,,,,,-,,,,,-,,,,,923,,,,,,,,,,,,,,,,,,,,,,,,,
893,"USLS Acquisition, Inc.",,,,1607,,,,,804,,,,,62,,,,,741,,,,,,,,,,,,,,,,,,,,,,,,,
894,Ultimate Baked Goods Midco LLC,,,,3243,,,,,-,,,,,639,,,,,2604,,,,,,,,,,,,,,,,,,,,,,,,,
895,"Unchained Labs, LLC",,,,3290,,,,,-,,,,,-,,,,,3290,,,,,,,,,,,,,,,,,,,,,,,,,
896,Upstack Holdco Inc.,,,,3000,,,,,-,,,,,110,,,,,2890,,,,,,,,,,,,,,,,,,,,,,,,,
897,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,ViewRay Inc.,,,,4917,,,,,-,,,,,-,,,,,4917,,,,,,,,,,,,,,,,,,,,,,,,,
899,"WelldyneRX, LLC",,,,1923,,,,,-,,,,,-,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,
900,"Westfall Technik, Inc.",,,,2039,,,,,2039,,,,,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
901,"Wildcat BuyerCo, Inc.",,,,725,,,,,-,,,,,30,,,,,695,,,,,,,,,,,,,,,,,,,,,,,,,
902,Yak Access LLC,,,,5000,,,,,1250,,,,,-,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,
903,Total Commitments,,,,505070,,,,,164756,,,,,66726,,,,,273588,,,,,,,,,,,,,,,,,,,,,,,,,
904,Issuer,,Investment Type,,Acquisition Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1244311 B.C. Ltd.,,Common Equity - Common Stock,,9/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,"AIC SPV Holdings II, LLC",,Preferred Equity - Preferred Stock,,6/1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,"Carbon6 Technologies, Inc.",,Preferred Equity - Preferred Equity,,8/22/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Carbonfree Chemicals Holdings LLC,,Common Equity - Common Equity / Interest,,11/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
