,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
724,"Forge Biologics, Inc.",,,,13333,,,,,0,,,,,0,,,,,13333,,,,,,,,,,,,,,,,,,,,,,,,,
725,"GB001, Inc.",,,,24000,,,,,0,,,,,0,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
726,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,0,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
727,"Gateway US Holdings, Inc.",,,,696,,,,,167,,,,,0,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,,
728,Go Car Wash Management Corp.,,,,15637,,,,,0,,,,,0,,,,,15637,,,,,,,,,,,,,,,,,,,,,,,,,
729,"Graffiti Buyer, Inc.",,,,3920,,,,,632,,,,,0,,,,,3288,,,,,,,,,,,,,,,,,,,,,,,,,
730,Guernsey Holdings SDI LA LLC,,,,1167,,,,,0,,,,,0,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,
731,"Gutter Buyer, Inc.",,,,2727,,,,,1364,,,,,143,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,
732,"HRO (Hero Digital) Holdings, LLC",,,,10213,,,,,1702,,,,,31,,,,,8480,,,,,,,,,,,,,,,,,,,,,,,,,
733,"HSI HALO Acquisition, Inc.",,,,813,,,,,135,,,,,0,,,,,678,,,,,,,,,,,,,,,,,,,,,,,,,
734,"Heniff Holdco, LLC",,,,3925,,,,,1439,,,,,0,,,,,2486,,,,,,,,,,,,,,,,,,,,,,,,,
735,"High Street Buyer, Inc.",,,,2203,,,,,0,,,,,0,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,
736,"Hive Intermediate, LLC",,,,2326,,,,,0,,,,,0,,,,,2326,,,,,,,,,,,,,,,,,,,,,,,,,
737,"HomeRenew Buyer, Inc.",,,,4576,,,,,228,,,,,0,,,,,4348,,,,,,,,,,,,,,,,,,,,,,,,,
738,"IMA Group Management Company, LLC",,,,2799,,,,,202,,,,,0,,,,,2597,,,,,,,,,,,,,,,,,,,,,,,,,
739,"JF Acquisition, LLC",,,,1569,,,,,753,,,,,0,,,,,816,,,,,,,,,,,,,,,,,,,,,,,,,
740,Jacent Strategic Merchandising,,,,3500,,,,,3494,,,,,0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
741,KDC US Holdings,,,,6020,,,,,810,,,,,33,,,,,5177,,,,,,,,,,,,,,,,,,,,,,,,,
742,KL Charlie Acquisition Company,,,,9085,,,,,0,,,,,0,,,,,9085,,,,,,,,,,,,,,,,,,,,,,,,,
743,"Kauffman Intermediate, LLC",,,,1243,,,,,233,,,,,0,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,
744,Keystone Acquisition Corp.,,,,2935,,,,,0,,,,,0,,,,,2935,,,,,,,,,,,,,,,,,,,,,,,,,
745,Kindeva Drug Delivery L.P.,,,,167,,,,,143,,,,,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
746,"Kure Pain Holdings, Inc.",,,,2654,,,,,0,,,,,0,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,
747,"LS Clinical Services Holdings, Inc.",,,,1875,,,,,563,,,,,0,,,,,1312,,,,,,,,,,,,,,,,,,,,,,,,,
748,"Lash OpCo, LLC",,,,1612,,,,,599,,,,,0,,,,,1013,,,,,,,,,,,,,,,,,,,,,,,,,
749,LendingPoint LLC,,,,12235,,,,,8333,,,,,0,,,,,3902,,,,,,,,,,,,,,,,,,,,,,,,,
750,"Lifelong Learner Holdings, LLC",,,,2985,,,,,2982,,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
751,"Liqui-Box Holdings, Inc.",,,,3560,,,,,2824,,,,,0,,,,,736,,,,,,,,,,,,,,,,,,,,,,,,,
752,"MEP-TS Midco, LLC",,,,1452,,,,,0,,,,,0,,,,,1452,,,,,,,,,,,,,,,,,,,,,,,,,
753,Magnate Holding Corp.,,,,3150,,,,,3150,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
754,"Marlin DTC-LS Midco 2, LLC",,,,685,,,,,0,,,,,0,,,,,685,,,,,,,,,,,,,,,,,,,,,,,,,
755,"Maxor National Pharmacy Services, LLC",,,,1558,,,,,0,,,,,0,,,,,1558,,,,,,,,,,,,,,,,,,,,,,,,,
756,"Medical Guardian, LLC",,,,8571,,,,,933,,,,,0,,,,,7638,,,,,,,,,,,,,,,,,,,,,,,,,
757,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,"Merx Aviation Finance, LLC",,,,154677,,,,,150000,,,,,4677,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
759,"Midwest Vision Partners Management, LLC",,,,3029,,,,,612,,,,,0,,,,,2417,,,,,,,,,,,,,,,,,,,,,,,,,
760,Momentx Corporation,,,,1257,,,,,0,,,,,0,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,
761,"NW Entertainment, Inc.",,,,3078,,,,,3078,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
762,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,,,500,,,,,444,,,,,0,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,
763,"New Era Technology, Inc.",,,,3259,,,,,779,,,,,0,,,,,2480,,,,,,,,,,,,,,,,,,,,,,,,,
764,"Norvax, LLC",,,,3182,,,,,2466,,,,,0,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,,
765,Orchard Therapeutics PLC,,,,22333,,,,,0,,,,,0,,,,,22333,,,,,,,,,,,,,,,,,,,,,,,,,
766,"PHS Buyer, Inc.",,,,2000,,,,,1000,,,,,0,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,
767,"Pace Health Companies, LLC",,,,500,,,,,0,,,,,105,,,,,395,,,,,,,,,,,,,,,,,,,,,,,,,
768,Paladone Group Bidco Limited,,,,3295,,,,,377,,,,,0,,,,,2918,,,,,,,,,,,,,,,,,,,,,,,,,
769,Paladone Group Bidco Limited*,,,,394,,,,,0,,,,,0,,,,,394,,,,,,,,,,,,,,,,,,,,,,,,,
770,"Paragon 28, Inc.",,,,4500,,,,,0,,,,,0,,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,
771,"Partner Therapeutics, Inc",,,,1000,,,,,0,,,,,0,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,
772,Precision Refrigeration & Air Conditioning LLC,,,,1705,,,,,0,,,,,0,,,,,1705,,,,,,,,,,,,,,,,,,,,,,,,,
773,"Premier Imaging, LLC",,,,4305,,,,,0,,,,,0,,,,,4305,,,,,,,,,,,,,,,,,,,,,,,,,
774,"Pro-Vigil Holding Company, LLC",,,,1467,,,,,0,,,,,0,,,,,1467,,,,,,,,,,,,,,,,,,,,,,,,,
775,"Project Comfort Buyer, Inc.",,,,3462,,,,,0,,,,,0,,,,,3462,,,,,,,,,,,,,,,,,,,,,,,,,
776,"Protein For Pets Opco, LLC",,,,2219,,,,,0,,,,,0,,,,,2219,,,,,,,,,,,,,,,,,,,,,,,,,
777,"Purchasing Power Funding I, LLC",,,,9113,,,,,0,,,,,0,,,,,9113,,,,,,,,,,,,,,,,,,,,,,,,,
778,"Roscoe Medical, Inc",,,,1393,,,,,1393,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
779,"SI Holdings, Inc.",,,,3413,,,,,768,,,,,0,,,,,2645,,,,,,,,,,,,,,,,,,,,,,,,,
780,Shelby 2021 Holdings Corp.,,,,1980,,,,,0,,,,,0,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,
781,"Simeio Group Holdings, Inc.",,,,1731,,,,,0,,,,,0,,,,,1731,,,,,,,,,,,,,,,,,,,,,,,,,
782,Sirsi Corporation,,,,429,,,,,0,,,,,0,,,,,429,,,,,,,,,,,,,,,,,,,,,,,,,
783,"Sonar Entertainment, Inc.",,,,1604,,,,,1294,,,,,0,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,
784,"Springbrook Holding Company, LLC",,,,1463,,,,,0,,,,,0,,,,,1463,,,,,,,,,,,,,,,,,,,,,,,,,
785,"Surf Opco, LLC",,,,16667,,,,,13534,,,,,1000,,,,,2133,,,,,,,,,,,,,,,,,,,,,,,,,
786,"TELA Bio, Inc.",,,,3333,,,,,0,,,,,0,,,,,3333,,,,,,,,,,,,,,,,,,,,,,,,,
787,TGG TS Acquisition Company,,,,1750,,,,,0,,,,,0,,,,,1750,,,,,,,,,,,,,,,,,,,,,,,,,
788,THLP CO. LLC,,,,4494,,,,,1931,,,,,79,,,,,2484,,,,,,,,,,,,,,,,,,,,,,,,,
789,"Telesoft Holdings, LLC",,,,2273,,,,,0,,,,,0,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
790,"Thomas Scientific, LLC",,,,2963,,,,,0,,,,,0,,,,,2963,,,,,,,,,,,,,,,,,,,,,,,,,
791,"TissueTech, Inc.",,,,6250,,,,,0,,,,,0,,,,,6250,,,,,,,,,,,,,,,,,,,,,,,,,
792,"Treace Medical Concepts, Inc.",,,,23417,,,,,400,,,,,0,,,,,23017,,,,,,,,,,,,,,,,,,,,,,,,,
793,Trench Plate Rental Co.,,,,1818,,,,,591,,,,,106,,,,,1121,,,,,,,,,,,,,,,,,,,,,,,,,
794,"Truck-Lite Co., LLC",,,,3052,,,,,218,,,,,99,,,,,2735,,,,,,,,,,,,,,,,,,,,,,,,,
795,"Turbo Buyer, Inc.",,,,923,,,,,0,,,,,0,,,,,923,,,,,,,,,,,,,,,,,,,,,,,,,
796,"U.S. Auto Finance, Inc.",,,,28334,,,,,8093,,,,,0,,,,,20241,,,,,,,,,,,,,,,,,,,,,,,,,
797,"USLS Acquisition, Inc.",,,,1608,,,,,563,,,,,75,,,,,970,,,,,,,,,,,,,,,,,,,,,,,,,
798,Ultimate Baked Goods Midco LLC,,,,3243,,,,,2270,,,,,365,,,,,608,,,,,,,,,,,,,,,,,,,,,,,,,
799,"Unchained Labs, LLC",,,,3290,,,,,0,,,,,0,,,,,3290,,,,,,,,,,,,,,,,,,,,,,,,,
800,Upstack Holdco Inc.,,,,6600,,,,,0,,,,,110,,,,,6490,,,,,,,,,,,,,,,,,,,,,,,,,
801,"WelldyneRX, LLC",,,,1923,,,,,0,,,,,0,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,
802,"Westfall Technik, Inc.",,,,2039,,,,,2039,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
803,"Wildcat BuyerCo, Inc.",,,,725,,,,,0,,,,,30,,,,,695,,,,,,,,,,,,,,,,,,,,,,,,,
804,Total Commitments,,,,669485,,,,,262813,,,,,39523,,,,,367149,,,,,,,,,,,,,,,,,,,,,,,,,
805,Issuer,,Investment Type,,Acquisition Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1244311 B.C. Ltd.,,Common Equity - Common Stock,,9/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,"AIC SPV Holdings II, LLC",,Preferred Equity - Preferred Stock,,6/1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,"BSP-TS, LP",,Common Equity - Common Stock,,12/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,"Carbon6 Technologies, Inc.",,Preferred Equity - Preferred Equity,,8/22/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Carbonfree Chemicals Holdings LLC,,Common Equity - Common Equity / Interest,,11/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,ChyronHego Corporation,,Preferred Equity - Preferred Equity,,12/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,"Dynamic Product Tankers, LLC",,Common Equity - Class A Units,,4/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Gainline Galaxy Holdings LLC,,Common Equity - Common Stock,,11/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.)",,Common Equity - Common Stock,,3/29/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,HRO Holdings I LP,,Common Equity - Common Stock,,11/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Mannkind Corporation,,Common Equity - Common Stock,,10/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,"Merx Aviation Finance, LLC",,Common Equity - Membership Interests,,7/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,MSEA Tankers LLC,,Common Equity - Class A Units,,12/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,"Owl Parent Holdings, LLC",,Common Equity - Common Stock,,2/4/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Paladone Group Holdings Limited,,Common Equity - Common Stock,,11/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,"Pelican Energy, LLC",,Common Equity - Membership Interests,,3/28/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,"Project Comfort Buyer, Inc.",,Preferred Equity - Preferred Equity,,5/16/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Series E Preferred Stock,,12/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Series D Preferred Stock,,10/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Series B Preferred Stock,,4/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,Preferred Equity - Preferred Equity,,7/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Renew JV LLC,,Common Equity - Membership Interests,,9/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,"SHD Oil & Gas, LLC",,Common Equity - Series C Units,,12/27/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,"SHD Oil & Gas, LLC",,Common Equity - Series A Units,,11/18/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,"SMC IR Holdings, LLC",,Common Equity - Common Stock,,3/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,"Trench Safety Solutions Holdings, LLC",,Common Equity - Series A-1 Units,,4/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,"Wm. Bolthouse Farms, Inc.",,Common Equity - Equity Interests,,7/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,,,,,,,,,,,,,,,,,,,
834,Non-Controlled / Non-Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,"Advertising, Printing & Publishing",,,,43828,,,,,0,,,,,0,,,,,0,,,,,0,,,,,432,,,,,0,,,,,44260,,,,,
836,Aerospace & Defense,,,,24354,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,24354,,,,,
837,Automotive,,,,59915,,,,,23621,,,,,0,,,,,0,,,,,0,,,,,350,,,,,0,,,,,83886,,,,,
838,Aviation and Consumer Transport,,,,17147,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,17147,,,,,
839,"Beverage, Food & Tobacco",,,,103684,,,,,0,,,,,0,,,,,0,,,,,448,,,,,1409,,,,,0,,,,,105541,,,,,
840,Business Services,,,,208368,,,,,67425,,,,,0,,,,,0,,,,,89,,,,,1940,,,,,0,,,,,277822,,,,,
841,"Chemicals, Plastics & Rubber",,,,23212,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,23212,,,,,
842,Construction & Building,,,,30121,,,,,0,,,,,0,,,,,0,,,,,0,,,,,500,,,,,0,,,,,30621,,,,,
843,Consumer Goods – Durable,,,,20699,,,,,0,,,,,0,,,,,0,,,,,0,,,,,107,,,,,0,,,,,20806,,,,,
844,Consumer Goods – Non-durable,,,,74649,,,,,0,,,,,0,,,,,0,,,,,492,,,,,2135,,,,,0,,,,,77276,,,,,
845,Consumer Services,,,,178850,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,178850,,,,,
846,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,29914,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,29914,,,,,
847,Education,,,,36326,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,36326,,,,,
848,Energy – Electricity,,,,7231,,,,,0,,,,,0,,,,,0,,,,,5623,,,,,4,,,,,0,,,,,12858,,,,,
849,Healthcare & Pharmaceuticals,,,,435713,,,,,0,,,,,0,,,,,0,,,,,583,,,,,1015,,,,,135,,,,,437446,,,,,
850,High Tech Industries,,,,290725,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1000,,,,,0,,,,,291725,,,,,
851,"Hotel, Gaming, Leisure, Restaurants",,,,19317,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,19317,,,,,
852,Insurance,,,,82930,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,82930,,,,,
853,"Manufacturing, Capital Equipment",,,,29798,,,,,7963,,,,,0,,,,,0,,,,,11850,,,,,249,,,,,0,,,,,49860,,,,,
854,Media – Diversified & Production,,,,35641,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,35641,,,,,
855,Retail,,,,31281,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,31281,,,,,
856,Telecommunications,,,,0,,,,,7095,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,7095,,,,,
857,"Transportation – Cargo, Distribution",,,,51592,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,51592,,,,,
858,Utilities – Electric,,,,14606,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,14606,,,,,
859,Wholesale,,,,46995,,,,,0,,,,,0,,,,,0,,,,,0,,,,,798,,,,,0,,,,,47793,,,,,
860,Total Non-Controlled /  Non-Affiliated Investments,,,,1896896,,,,,106104,,,,,0,,,,,0,,,,,19085,,,,,9939,,,,,135,,,,,2032159,,,,,
861,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,"Chemicals, Plastics & Rubber",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,78729,,,,,0,,,,,78729,,,,,
863,Consumer Goods - Durable,,,,4286,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1000,,,,,0,,,,,5286,,,,,
864,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,0,,,,,0,,,,,0,,,,,16998,,,,,0,,,,,0,,,,,0,,,,,16998,,,,,
865,Energy – Electricity,,,,0,,,,,0,,,,,0,,,,,0,,,,,17347,,,,,393,,,,,0,,,,,17740,,,,,
866,Energy – Oil & Gas,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,12271,,,,,0,,,,,12271,,,,,
867,Total Non-Controlled / Affiliated Investments,,,,4286,,,,,0,,,,,0,,,,,16998,,,,,17347,,,,,92393,,,,,0,,,,,131024,,,,,
868,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,,,,,,,,,,,,,,,,,,,
869,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Aviation and Consumer Transport,,,,150000,,,,,0,,,,,0,,,,,0,,,,,0,,,,,146500,,,,,0,,,,,296500,,,,,
871,Energy – Oil & Gas,,,,17838,,,,,41,,,,,0,,,,,0,,,,,0,,,,,75554,,,,,0,,,,,93433,,,,,
872,High Tech Industries,,,,98944,,,,,0,,,,,0,,,,,0,,,,,6000,,,,,0,,,,,0,,,,,104944,,,,,
873,"Transportation – Cargo, Distribution",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,60766,,,,,0,,,,,60766,,,,,
874,Total Controlled Investments,,,,266782,,,,,41,,,,,0,,,,,0,,,,,6000,,,,,282820,,,,,0,,,,,555643,,,,,
875,Total,,,,2167964,,,,,106145,,,,,0,,,,,16998,,,,,42432,,,,,385152,,,,,135,,,,,2718826,,,,,
876,Industry,,First Lien - Secured Debt,,,Second Lien - Secured Debt,,,Unsecured Debt,,,Structured Products and Other,,,Preferred Equity,,,Common Equity/Interests,,,Warrants,,,Total,,,of Net Assets,,,,,,,,,,,,,,,,,,
877,Non-Controlled / Non-Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,"Advertising, Printing & Publishing",,,,43642,,,,,0,,,,,0,,,,,0,,,,,0,,,,,471,,,,,0,,,,,44113,,,,4.36,
879,Aerospace & Defense,,,,24069,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,24069,,,,2.38,
880,Automotive,,,,58259,,,,,14235,,,,,0,,,,,0,,,,,0,,,,,379,,,,,0,,,,,72873,,,,7.21,
881,Aviation and Consumer Transport,,,,17204,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,17204,,,,1.70,
882,"Beverage, Food & Tobacco",,,,102916,,,,,0,,,,,0,,,,,0,,,,,339,,,,,2327,,,,,0,,,,,105582,,,,10.44,
883,Business Services,,,,204677,,,,,56774,,,,,0,,,,,0,,,,,89,,,,,2626,,,,,0,,,,,264166,,,,26.13,
884,"Chemicals, Plastics & Rubber",,,,22689,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,22689,,,,2.24,
885,Construction & Building,,,,29839,,,,,0,,,,,0,,,,,0,,,,,0,,,,,908,,,,,0,,,,,30747,,,,3.04,
886,Consumer Goods – Durable,,,,20688,,,,,0,,,,,0,,,,,0,,,,,0,,,,,504,,,,,0,,,,,21192,,,,2.10,
887,Consumer Goods – Non-durable,,,,74539,,,,,239,,,,,0,,,,,0,,,,,24,,,,,1511,,,,,0,,,,,76313,,,,7.55,
888,Consumer Services,,,,176890,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,176890,,,,17.50,
889,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,29752,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,29752,,,,2.94,
890,Education,,,,33181,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,33181,,,,3.28,
891,Energy – Electricity,,,,1712,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1712,,,,0.17,
892,Healthcare & Pharmaceuticals,,,,434422,,,,,0,,,,,0,,,,,0,,,,,583,,,,,4377,,,,,80,,,,,439462,,,,43.47,
893,High Tech Industries,,,,289271,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1217,,,,,0,,,,,290488,,,,28.73,
894,"Hotel, Gaming, Leisure, Restaurants",,,,19276,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,19276,,,,1.91,
895,Insurance,,,,82675,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,82675,,,,8.18,
896,"Manufacturing, Capital Equipment",,,,29281,,,,,7533,,,,,0,,,,,0,,,,,9626,,,,,182,,,,,0,,,,,46622,,,,4.61,
897,Media – Diversified & Production,,,,35366,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,35366,,,,3.50,
898,Retail,,,,31264,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,31264,,,,3.09,
899,Telecommunications,,,,0,,,,,6629,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,6629,,,,0.66,
900,"Transportation – Cargo, Distribution",,,,51621,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,51621,,,,5.11,
901,Utilities – Electric,,,,14588,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,14588,,,,1.44,
902,Wholesale,,,,47183,,,,,0,,,,,0,,,,,0,,,,,0,,,,,717,,,,,0,,,,,47900,,,,4.74,
903,Total Non-Controlled /  Non-Affiliated Investments,,,,1875004,,,,,85410,,,,,0,,,,,0,,,,,10661,,,,,15219,,,,,80,,,,,1986374,,,,196.47,
904,of Net Assets,,,,185.45,,,,,8.45,,,,,0.00,,,,,0.00,,,,,1.05,,,,,1.51,,,,,0.01,,,,,196.47,,,,,
905,Non-Controlled / Affiliated Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,"Chemicals, Plastics & Rubber",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,40979,,,,,0,,,,,40979,,,,4.05,
907,Consumer Goods – Durable,,,,3993,,,,,0,,,,,0,,,,,0,,,,,0,,,,,419,,,,,0,,,,,4412,,,,0.44,
908,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,0,,,,,0,,,,,0,,,,,8748,,,,,0,,,,,0,,,,,0,,,,,8748,,,,0.87,
909,Energy – Electricity,,,,0,,,,,0,,,,,0,,,,,0,,,,,4050,,,,,445,,,,,0,,,,,4495,,,,0.44,
910,Energy – Oil & Gas,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,195,,,,,0,,,,,195,,,,0.02,
911,Total Non-Controlled / Affiliated Investments,,,,3993,,,,,0,,,,,0,,,,,8748,,,,,4050,,,,,42038,,,,,0,,,,,58829,,,,5.82,
912,of Net Assets,,,,0.39,,,,,0.00,,,,,0.00,,,,,0.87,,,,,0.40,,,,,4.16,,,,,0.00,,,,,5.82,,,,,
913,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Aviation and Consumer Transport,,,,150000,,,,,0,,,,,0,,,,,0,,,,,0,,,,,115609,,,,,0,,,,,265609,,,,26.27,
915,Energy – Oil & Gas,,,,18374,,,,,40,,,,,0,,,,,0,,,,,0,,,,,6992,,,,,0,,,,,25406,,,,2.51,
916,High Tech Industries,,,,98829,,,,,0,,,,,0,,,,,0,,,,,24054,,,,,0,,,,,0,,,,,122883,,,,12.15,
917,"Transportation – Cargo, Distribution",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,4444,,,,,0,,,,,4444,,,,0.44,
918,Total Controlled Investments,,,,267203,,,,,40,,,,,0,,,,,0,,,,,24054,,,,,127045,,,,,0,,,,,418342,,,,41.38,
