,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
511,Rosa Mexicano,Revolving Line of Credit,3/27/2020,500,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
512,"R-V Industries, Inc.",Common Stock,12/27/2016,1854,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
513,"Securus Technologies Holdings, Inc.",Second Lien Term Loan,"11/13/2017, 11/24/2017, 8/6/2018, 8/24/2018, 3/18/2019",22750,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
514,"SEOTownCenter, Inc.",Senior Secured Term Loan A,11/2/2018,3000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
515,"SEOTownCenter, Inc.",Senior Secured Term Loan B,11/2/2018,2000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
516,SESAC Holdco II LLC,Second Lien Term Loan,4/5/2019,4975,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
517,"Sorenson Communications, LLC",First Lien Term Loan,5/14/2019,8000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
518,"Symphony CLO XV, Ltd.",Subordinated Structured Note,12/7/2018,2655,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
519,"TouchTunes Interactive Networks, Inc.",Second Lien Term Loan,"11/3/2016, 11/14/2016",9000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
520,"Town & Country Holdings, Inc.",First Lien Term Loan,"7/13/2018, 7/16/2018",105000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
521,"Transplace Holdings, Inc.",Second Lien Term Loan,1/4/2018,3518,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
522,"United Sporting Companies, Inc.",Second Lien Term Loan,3/7/2013,58650,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
523,"Universal Turbine Parts, LLC",Delayed Draw Term Loan,"10/24/2019, 2/7/2020, 2/26/2020",2900,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
524,USES Corp.,Senior Secured Term Loan A,"6/15/2016, 6/29/2016, 2/22/2017, 4/27/2017, 5/4/2017, 8/30/2017, 10/11/2017, 12/11/2018, 8/30/2019",14100,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
525,"USG Intermediate, LLC",Revolving Line of Credit,"7/2/2015, 9/23/2015, 9/14/2017, 8/21/2019",5200,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
526,"USG Intermediate, LLC",Senior Secured Term Loan A,8/24/2017,2025,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
527,"USG Intermediate, LLC",Senior Secured Term Loan B,8/24/2017,2975,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
528,"Valley Electric Company, Inc.",Common Stock,"12/31/2012, 6/24/2014",18502,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
529,"Valley Electric Company, Inc.",Senior Secured Note,"6/30/2014, 8/31/2018",5129,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
530,"VC GB Holdings, Inc.",Subordinated Secured Term Loan,3/13/2019,1485,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
531,"Voya CLO 2014-1, Ltd.",Subordinated Structured Note,3/29/2018,3943,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
532,"Wolf Energy, LLC","Membership Interest in Wolf Energy Services Company, LLC",5/17/2017,16,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
